SITE_ID,VISIT_NO,UID,PRISTINE,APPEALNG,RECREATIONAL_VALUE,RDisIn,RDisInAg,RDisInNonAG,RDisIXAgAdj5,L_RVegQ,L_LitCvrQ,L_LitRipCvQ,RVegQc15,LitCvrQc15,LitRipCvrQc15,L_RVegQc15,L_LitCvrQc15,L_LitRipCvrQc15,RVegQc3OE15,LitCvrQc3OE15,LitRipCvrQc3OE15,RVeg_CONDus15,LitCvr_CONDus15,LitRipCvr_CONDus15,RDIS_CONDus15
NLA06608-0343,1,NA,4,4,GOOD,0.230769231,0.090909091,0.166666667,0.255882353,-0.771330546,-1.018805954,-0.877674241,0.159304871,0.085762185,0.122533528,-0.771330546,-1.018805954,-0.877674241,0.9599319,1.039331608,0.876625304,GOOD,GOOD,GOOD,FAIR
NLA06608-0344,1,NA,4,4,EXCELLENT,0.565217391,0.047619048,0.555555556,0.65,-0.433883544,-1.070974712,-0.644787348,0.3582277,0.074922992,0.216575346,-0.433883544,-1.070974712,-0.644787348,2.158591849,0.689282536,1.54941616,GOOD,GOOD,GOOD,FAIR
NLA06608-0345,1,NA,3,3,GOOD,0.787234043,0,0.787234043,0.893617021,-0.823723185,-0.638023866,-0.721022866,0.140064103,0.220131535,0.180097819,-0.823723185,-0.638023866,-0.721022866,0.528866073,0.904287158,0.727020516,POOR,GOOD,FAIR,POOR
NLA06608-0350,1,NA,4,4,EXCELLENT,0.411764706,0,0.411764706,0.305882353,-0.527243551,-0.732696357,-0.617932322,0.287,0.175056201,0.231028101,-0.527243551,-0.732696357,-0.617932322,1.227585294,1.421244071,1.243763625,GOOD,GOOD,GOOD,FAIR
NLA06608-0354,1,NA,5,5,EXCELLENT,0.130434783,0,0.130434783,0.115217391,-0.430291384,-0.953623198,-0.61748254,0.361286036,0.10126967,0.231277853,-0.430291384,-0.953623198,-0.61748254,1.316287656,0.692840557,1.063971595,GOOD,GOOD,GOOD,GOOD
NLA06608-0356,1,NA,2,2,FAIR,0.479768786,0.393939394,0.213973799,0.539434889,-0.987110885,-0.759522149,-0.858575776,0.093012307,0.163971397,0.128491852,-0.987110885,-0.759522149,-0.858575776,0.560469244,1.508517172,0.919252148,FAIR,GOOD,GOOD,FAIR
NLA06608-0357,1,NA,4,4,EXCELLENT,0.310344828,0,0.310344828,0.205172414,-0.676011683,-0.767830968,-0.719499257,0.200857143,0.160674654,0.180765899,-0.676011683,-0.767830968,-0.719499257,0.759389157,1.196868675,0.864257841,FAIR,GOOD,GOOD,FAIR
NLA06608-0358,1,NA,4,5,,0.333333333,0,0.333333333,0.166666667,-0.425584857,-1.07604677,-0.638963271,0.365331611,0.073936959,0.219634285,-0.425584857,-1.07604677,-0.638963271,1.315530293,0.483754721,1.003482576,GOOD,FAIR,GOOD,GOOD
NLA06608-0359,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED
NLA06608-0361,1,NA,4,5,EXCELLENT,0.713831479,0,0.713831479,0.556915739,-1.068033885,-1.617434853,-1.261098859,0.0755,0.014130435,0.044815217,-1.068033885,-1.617434853,-1.261098859,0.293501149,0.060359571,0.186836471,POOR,POOR,POOR,FAIR
NLA06608-0363,1,NA,2,4,EXCELLENT,0.8,0.047619048,0.797979798,0.853846154,-0.664135672,-0.997479294,-0.799580723,0.206702703,0.090582102,0.148642402,-0.664135672,-0.997479294,-0.799580723,0.88412961,0.735416821,0.800231714,GOOD,GOOD,FAIR,POOR
NLA06608-0366,1,NA,4,4,EXCELLENT,0.555555556,0,0.555555556,0.527777778,-0.593113027,-0.53301088,-0.562023088,0.245203704,0.283081982,0.264142843,-0.593113027,-0.53301088,-0.562023088,1.048809968,2.298282414,1.422040258,GOOD,GOOD,GOOD,FAIR
NLA06608-0367,1,NA,3,4,GOOD,0.333333333,0,0.333333333,0.222222222,-1.176091259,-1.396401519,-1.2724237,0.056666667,0.030141951,0.043404309,-1.176091259,-1.396401519,-1.2724237,0.275128648,0.274136721,0.269595396,POOR,POOR,POOR,FAIR
NLA06608-0369,1,NA,NA,5,EXCELLENT,0.6,0.090909091,0.583333333,0.627586207,-0.595166283,-1.070951475,-0.770923141,0.244,0.074927536,0.159463768,-0.595166283,-1.070951475,-0.770923141,0.901733438,0.645337455,0.748322962,GOOD,FAIR,FAIR,FAIR
NLA06608-0372,1,NA,3,4,GOOD,0.512195122,0,0.512195122,0.506097561,-0.904923739,-0.639888211,-0.752494334,0.114473317,0.219145741,0.166809529,-0.904923739,-0.639888211,-0.752494334,0.689787997,2.016114509,1.193383198,GOOD,GOOD,GOOD,FAIR
NLA06608-0373,1,NA,2,4,EXCELLENT,0.805825243,0,0.805825243,0.852912621,-1.068033885,-1.156303407,-1.109929919,0.0755,0.059774477,0.067637239,-1.068033885,-1.156303407,-1.109929919,0.242298997,1.262164186,0.399128585,POOR,GOOD,POOR,POOR
NLA06608-0376,1,NA,3,4,GOOD,0.266666667,0,0.266666667,0.178787879,-0.744209295,-1.175384525,-0.908350367,0.170214904,0.056775243,0.113495073,-0.744209295,-1.175384525,-0.908350367,1.025673069,0.522325418,0.811962691,GOOD,FAIR,GOOD,GOOD
NLA06608-0377,1,NA,2,2,POOR,0.636363636,0,0.636363636,0.818181818,-0.950781977,-0.83917601,-0.891403721,0.102,0.166762926,0.134381463,-0.950781977,-0.752608817,-0.840488561,0.357616063,0.731585444,0.479610661,POOR,GOOD,POOR,POOR
NLA06608-0378,1,NA,2,2,GOOD,0.489361702,0.414634146,0.2,0.770652174,-1.055046245,-1.040870238,-1.047900403,0.078095506,0.081018519,0.079557012,-1.055046245,-1.040870238,-1.047900403,0.470584277,0.745360645,0.56916414,FAIR,GOOD,FAIR,POOR
NLA06608-0384,1,NA,4,3,FAIR,0.5,0.333333333,0.333333333,0.425,-1.06027546,-1.407235895,-1.19999112,0.077041134,0.029152915,0.053097025,-1.06027546,-1.407235895,-1.19999112,0.464230889,0.353297276,0.379864972,FAIR,FAIR,FAIR,FAIR
NLA06608-0385,1,NA,2,3,FAIR,0.574468085,0.444444444,0.35483871,0.80990991,-1.535202203,-1.366498213,-1.442709456,0.01916069,0.0330033,0.026081995,-1.535202203,-1.366498213,-1.442709456,0.115457597,0.303626402,0.186594945,POOR,FAIR,POOR,POOR
NLA06608-0386,1,NA,4,4,EXCELLENT,0.523809524,0,0.523809524,0.411904762,-0.823908741,-0.849210604,-0.836375439,0.14,0.195121849,0.167560925,-0.823908741,-0.687988077,-0.750652602,0.511241949,0.691380482,0.725463943,POOR,GOOD,FAIR,FAIR
NLA06608-0388,1,NA,4,4,GOOD,0,0,0,0,-0.513569521,-1.301029996,-0.748970461,0.2965,0.04,0.16825,-0.513569521,-1.301029996,-0.748970461,1.229515994,0.140967566,0.608655422,GOOD,POOR,FAIR,GOOD
NLA06608-0388,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED
NLA06608-0393,1,NA,3,4,EXCELLENT,0.62962963,0,0.62962963,0.564814815,-0.816730156,-1.264221973,-0.9852224,0.1425,0.044422442,0.093461221,-0.816730156,-1.264221973,-0.9852224,0.54120496,0.491914892,0.52367763,FAIR,FAIR,FAIR,FAIR
NLA06608-0395,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED
NLA06608-0399,1,NA,2,4,FAIR,0.759679573,0,0.759679573,0.779839786,-0.896196279,-0.757883455,-0.821556798,0.117,0.164629072,0.140814536,-0.896196279,-0.757883455,-0.821556798,0.500444179,1.336588423,0.758089587,POOR,GOOD,FAIR,POOR
NLA06608-0401,1,NA,4,5,GOOD,0.743589744,0.285714286,0.714285714,0.709090909,-0.894489815,-1.589541734,-1.115683091,0.1175,0.015731095,0.066615547,-0.894489815,-1.589541734,-1.115683091,0.461802695,0.164231065,0.33560561,POOR,POOR,POOR,FAIR
NLA06608-0402,1,NA,1,3,FAIR,0.814814815,0,0.814814815,0.907407407,-0.805368545,-1.017452319,-0.898590915,0.146542208,0.086061128,0.116301668,-0.805368545,-1.017452319,-0.898590915,0.677710559,1.119603951,0.788909063,FAIR,GOOD,FAIR,POOR
NLA06608-0402,2,NA,1,2,FAIR,0.82300885,0,0.82300885,0.911504425,-1.117822706,-1.358899104,-1.221843703,0.066239018,0.033762376,0.050000697,-1.117822706,-1.358899104,-1.221843703,0.306334145,0.439228381,0.339169712,POOR,FAIR,POOR,POOR
NLA06608-0403,1,NA,4,4,EXCELLENT,0,0,0,0,-0.558697713,-0.693533685,-0.620903745,0.26625,0.192519252,0.229384626,-0.558697713,-0.693533685,-0.620903745,1.138831305,1.563022866,1.234915809,GOOD,GOOD,GOOD,GOOD
NLA06608-0405,1,NA,4,5,EXCELLENT,0.5,0,0.5,0.3,-0.810502099,-1.093314387,-0.929282964,0.144702703,0.070665088,0.107683896,-0.810502099,-1.093314387,-0.929282964,0.59431713,0.460834869,0.561354204,FAIR,FAIR,POOR,FAIR
NLA06608-0406,1,NA,2,4,FAIR,0.661016949,0,0.661016949,0.580508475,-1.619788758,-1.196054935,-1.358171571,0.014,0.053671498,0.033835749,-1.619788758,-1.196054935,-1.358171571,0.038295146,0.560164597,0.144294082,POOR,FAIR,POOR,FAIR
NLA06608-0407,1,NA,3,4,FAIR,0.45945946,0.428571429,0.090909091,0.696907217,-1.033967383,-1.333045654,-1.15825457,0.082476763,0.036446645,0.059461704,-1.033967383,-1.333045654,-1.15825457,0.496984647,0.441688255,0.425398948,FAIR,FAIR,FAIR,FAIR
NLA06608-0408,1,NA,4,5,EXCELLENT,0.393939394,0.130434783,0.333333333,0.377777778,-0.302573514,-1.016433921,-0.526868813,0.488226113,0.08628665,0.287256382,-0.302573514,-1.016433921,-0.526868813,2.941930253,0.793826826,2.055080081,GOOD,GOOD,GOOD,FAIR
NLA06608-0413,1,NA,4,3,FAIR,0.5,0,0.5,0.4,-0.55748845,-0.55504034,-0.55626267,0.267020271,0.268586239,0.267803255,-0.55748845,-0.55504034,-0.55626267,0.958390097,1.241395825,0.94652376,GOOD,GOOD,GOOD,FAIR
NLA06608-0414,1,NA,5,3,FAIR,0.090909091,0,0.090909091,0.095454546,-0.869114169,-0.556866721,-0.685512508,0.125171717,0.267417133,0.196294425,-0.869114169,-0.556866721,-0.685512508,0.535397071,2.171102835,1.056771298,POOR,GOOD,GOOD,GOOD
NLA06608-0418,1,NA,4,3,,0.166666667,0,0.166666667,0.133333333,-0.337953899,-0.695660517,-0.480975303,0.44924676,0.191529897,0.320388328,-0.337953899,-0.695660517,-0.480975303,1.396464959,1.410513756,1.247858129,GOOD,GOOD,GOOD,GOOD
NLA06608-0421,1,NA,4,4,EXCELLENT,0.1,0,0.1,0.05,-0.48074431,-0.987687653,-0.664101314,0.320564103,0.092875592,0.206719847,-0.48074431,-0.987687653,-0.664101314,1.333194804,0.644490793,1.094861165,GOOD,FAIR,GOOD,GOOD
NLA06608-0425,1,NA,1,2,FAIR,0.583333333,0.393939394,0.428571429,0.75,-1.807234087,-0.75539496,-1.019497398,0.005587121,0.165632563,0.085609842,-1.807234087,-0.75539496,-1.019497398,0.026222552,3.407001368,0.639045799,POOR,GOOD,FAIR,FAIR
NLA06608-0426,1,NA,2,4,GOOD,0.787234043,0,0.787234043,0.793617021,-0.693961473,-1.267570851,-0.892240274,0.192319865,0.0440044,0.118162133,-0.693961473,-1.267570851,-0.892240274,0.82260989,0.357262369,0.636138038,GOOD,POOR,FAIR,POOR
NLA06608-0432,1,NA,3,4,EXCELLENT,0.523809524,0,0.523809524,0.361904762,-0.440882198,-0.47820835,-0.45914439,0.35234127,0.3225,0.337420635,-0.440882198,-0.47820835,-0.45914439,1.233175415,0.880581124,1.066715825,GOOD,GOOD,GOOD,FAIR
NLA06608-0433,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED
NLA06608-0435,1,NA,5,3,GOOD,0.333333333,0,0.333333333,0.282051282,-0.611870541,-0.745676351,-0.673640516,0.234415902,0.169607161,0.202011532,-0.611870541,-0.745676351,-0.673640516,1.002667298,1.377004475,1.087549932,GOOD,GOOD,GOOD,FAIR
NLA06608-0436,1,NA,2,4,EXCELLENT,0.787234043,0,0.787234043,0.793617021,-1.015184291,-0.87750476,-0.940911345,0.086564103,0.122585259,0.104574681,-1.015184291,-0.87750476,-0.940911345,0.449531345,0.548098911,0.813153461,POOR,FAIR,GOOD,POOR
NLA06608-0439,1,NA,NA,NA,,0.310344828,0.285714286,0.047619048,0.336065574,-1.465160903,-2,-1.654978537,0.024264082,0,0.012132041,-1.465160903,-2,-1.654978537,0.146209377,0,0.086794644,POOR,POOR,POOR,FAIR
NLA06608-0440,1,NA,2,1,FAIR,0.574468085,0.393939394,0.411764706,0.798989899,-0.696967534,-1.611819829,-0.948136309,0.190924301,0.014444444,0.102684373,-0.696967534,-1.611819829,-0.948136309,1.150462791,0.132887155,0.734621134,GOOD,POOR,GOOD,POOR
NLA06608-0442,1,NA,4,3,POOR,0.333333333,0.333333333,0,0.357142857,-1.868221839,-0.821558107,-1.08523636,0.003544974,0.140814081,0.072179528,-1.868221839,-0.821558107,-1.08523636,0.021361137,1.706492503,0.516384382,POOR,GOOD,FAIR,FAIR
NLA06608-0444,1,NA,2,1,FAIR,0.759036145,0,0.759036145,0.829518072,-0.452530205,-0.89153793,-0.618774944,0.342752252,0.118369565,0.230560909,-0.452530205,-0.89153793,-0.618774944,1.322733516,0.350404927,0.784890649,GOOD,POOR,GOOD,POOR
NLA06608-0445,1,NA,3,4,EXCELLENT,0.72972973,0,0.72972973,0.514864865,-0.543838148,-0.648799061,-0.593155403,0.275865571,0.214492036,0.245178803,-0.543838148,-0.648799061,-0.593155403,1.071538736,0.806101625,0.983537518,GOOD,GOOD,GOOD,FAIR
NLA06608-0447,1,NA,3,4,GOOD,0.130434783,0,0.130434783,0.115217391,-0.722390786,-0.825820568,-0.771033875,0.1795,0.13934113,0.159420565,-0.722390786,-0.825820568,-0.771033875,0.729344161,0.583574289,0.692220053,FAIR,FAIR,FAIR,GOOD
NLA06608-0449,1,NA,3,3,EXCELLENT,0.62962963,0.090909091,0.615384615,0.688709677,-0.757840171,-1.194397501,-0.92342976,0.164646477,0.053914957,0.109280717,-0.757840171,-1.194397501,-0.92342976,0.508180328,0.489280215,0.488391476,POOR,FAIR,POOR,FAIR
NLA06608-0452,1,NA,3,4,GOOD,0.661016949,0,0.661016949,0.630508475,-1.083754998,-0.990781975,-1.034785284,0.072460318,0.092145215,0.082302766,-1.083754998,-0.990781975,-1.034785284,0.436628018,0.847724913,0.588807719,FAIR,GOOD,FAIR,FAIR
NLA06608-0453,1,NA,4,5,EXCELLENT,0.813084112,0,0.813084112,0.806542056,-1.066223568,-0.763484644,-0.888992277,0.075857143,0.162391304,0.119124224,-1.066223568,-0.763484644,-0.888992277,0.230308137,0.37505191,0.322560929,POOR,FAIR,POOR,POOR
NLA06608-0454,1,NA,2,1,GOOD,0.583333333,0,0.583333333,0.541666667,-0.513483654,-1.056288963,-0.705088255,0.296560606,0.077843784,0.187202195,-0.513483654,-1.056288963,-0.705088255,1.006454697,0.646403456,0.79823092,GOOD,FAIR,FAIR,FAIR
NLA06608-0456,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED
NLA06608-0458,1,NA,2,1,POOR,0.590909091,0,0.590909091,0.517676768,-0.608593953,-0.420851801,-0.504655965,0.236266902,0.369444444,0.302855673,-0.608593953,-0.420851801,-0.504655965,0.786619532,0.979715446,0.932043024,GOOD,GOOD,GOOD,FAIR
NLA06608-0459,1,NA,3,3,GOOD,0.622641509,0.090909091,0.607843137,0.736065574,-1.043351421,-0.774569994,-0.888490985,0.0805,0.158046707,0.119273353,-1.043351421,-0.774569994,-0.888490985,0.360215875,0.62189367,0.507596598,POOR,FAIR,POOR,FAIR
NLA06608-0462,1,NA,5,5,EXCELLENT,0,0,0,0,-0.648783655,-0.768307721,-0.704446757,0.2145,0.160487397,0.187493698,-0.648783655,-0.768307721,-0.704446757,0.917480995,1.302963044,1.009391676,GOOD,GOOD,GOOD,GOOD
NLA06608-0463,1,NA,2,2,FAIR,0.696969697,0,0.696969697,0.748484849,-0.761953897,-0.871298798,-0.813194097,0.237407064,0.124493471,0.180950268,-0.606587905,-0.871298798,-0.719079729,1.430556466,1.145324991,1.294548403,GOOD,GOOD,GOOD,FAIR
NLA06608-0467,1,NA,3,3,GOOD,0.672131148,0.090909091,0.661016949,0.705072464,-1.281429156,-1.50159087,-1.377705762,0.042308329,0.021507151,0.03190774,-1.281429156,-1.50159087,-1.377705762,0.254939564,0.260640066,0.228273293,POOR,POOR,POOR,FAIR
NLA06608-0468,1,NA,5,5,GOOD,0,0,0,0,-0.373951193,-1.103517703,-0.600752002,0.412716117,0.068792031,0.240754074,-0.373951193,-1.103517703,-0.600752002,1.666095114,0.799462988,1.406426595,GOOD,GOOD,GOOD,GOOD
NLA06608-0469,1,NA,3,5,EXCELLENT,0.733333333,0.047619048,0.72972973,0.773417722,-0.840633358,-0.847944899,-0.844273742,0.134333333,0.131923758,0.133128546,-0.840633358,-0.847944899,-0.844273742,0.443809588,0.860871388,0.551725332,POOR,GOOD,POOR,POOR
NLA06608-0470,1,NA,4,5,,0.705882353,0.090909091,0.696969697,0.768421053,-0.488116639,-1.029507206,-0.679405742,0.315,0.083431387,0.199215693,-0.488116639,-1.029507206,-0.679405742,1.024274531,0.667676401,0.815177631,GOOD,FAIR,GOOD,POOR
NLA06608-0471,1,NA,2,4,EXCELLENT,0.56097561,0,0.56097561,0.447154472,-0.604981863,-1.223629614,-0.812369099,0.238323681,0.049754468,0.144039075,-0.604981863,-1.223629614,-0.812369099,1.436079775,0.602962617,1.03047957,GOOD,GOOD,GOOD,FAIR
NLA06608-0472,1,NA,4,3,GOOD,0.393939394,0.285714286,0.2,0.496153846,-0.829712238,-0.556610149,-0.672038632,0.138008877,0.267581073,0.202794975,-0.829712238,-0.556610149,-0.672038632,0.77719951,1.090281696,1.213317314,FAIR,GOOD,GOOD,FAIR
NLA06608-0473,1,NA,3,3,GOOD,0.166666667,0,0.166666667,0.133333333,-0.504455662,-0.802602076,-0.628431076,0.303,0.14754257,0.225271285,-0.504455662,-0.802602076,-0.628431076,1.154078136,0.626577306,0.915072102,GOOD,FAIR,GOOD,GOOD
NLA06608-0479,1,NA,2,2,FAIR,0.636363636,0,0.636363636,0.518181818,-1.004991946,-0.639210657,-0.784678878,0.088857143,0.219503516,0.154180329,-1.004991946,-0.639210657,-0.784678878,0.535431247,2.660111119,1.103031798,FAIR,GOOD,GOOD,FAIR
NLA06608-0480,1,NA,4,4,EXCELLENT,0.736842105,0,0.736842105,0.868421053,-0.697164203,-1.181793238,-0.875120275,0.190833333,0.055797101,0.123315217,-0.697164203,-1.181793238,-0.875120275,0.934554647,0.218969807,0.549900556,GOOD,POOR,POOR,POOR
NLA06608-0480,2,NA,4,5,EXCELLENT,0.74025974,0,0.74025974,0.82012987,-0.849402342,-0.81693657,-0.832866153,0.131448276,0.142427536,0.136937906,-0.849402342,-0.81693657,-0.832866153,0.643732386,0.558941761,0.610648323,FAIR,FAIR,FAIR,POOR
NLA06608-0483,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED
NLA06608-0484,1,NA,3,2,FAIR,0.285714286,0.047619048,0.259259259,0.2375,-0.694922202,-0.535734066,-0.608074916,0.191872796,0.28125,0.236561398,-0.694922202,-0.535734066,-0.608074916,0.885278982,0.900585649,0.864953348,GOOD,GOOD,GOOD,FAIR
NLA06608-0488,1,NA,4,5,GOOD,0.305019305,0,0.305019305,0.302509653,-0.907695956,-1.456832048,-1.100702615,0.113681301,0.024927536,0.069304419,-0.907695956,-1.456832048,-1.100702615,0.685015506,0.229330341,0.495815372,GOOD,POOR,FAIR,FAIR
NLA06608-0489,1,NA,2,2,FAIR,0.653846154,0.52631579,0.4375,0.931818182,-1.209949526,-1.430633388,-1.30642234,0.051666667,0.048704315,0.050185491,-1.209949526,-1.231329976,-1.220508194,0.186615618,0.216547889,0.18547894,POOR,POOR,POOR,POOR
NLA06608-0491,1,NA,4,2,FAIR,0.709677419,0,0.709677419,0.743727599,-0.911535464,-0.877294346,-0.894077533,0.112592679,0.122649511,0.117621095,-0.911535464,-0.877294346,-0.894077533,0.481592742,0.9957653,0.633225306,POOR,GOOD,FAIR,FAIR
NLA06608-0493,1,NA,3,4,POOR,0.574468085,0.047619048,0.565217391,0.453921569,-0.739077221,-0.81166034,-0.773854201,0.172357143,0.212901779,0.192629461,-0.739077221,-0.651886465,-0.693297411,0.617135559,0.968601845,0.686751169,POOR,GOOD,FAIR,FAIR
NLA06608-0494,1,NA,4,4,GOOD,0.607843137,0,0.607843137,0.603921569,-0.851301487,-0.707631813,-0.773552594,0.130831081,0.186050605,0.158440843,-0.851301487,-0.707631813,-0.773552594,0.559603872,1.510505298,0.852982632,FAIR,GOOD,GOOD,FAIR
NLA06608-0495,1,NA,5,5,EXCELLENT,0.230769231,0,0.230769231,0.165384615,-0.616402104,-1.268500771,-0.830079193,0.231878851,0.043888889,0.13788387,-0.616402104,-1.268500771,-0.830079193,1.01768966,0.964197667,0.991596233,GOOD,GOOD,GOOD,GOOD
NLA06608-0496,1,NA,3,2,POOR,0.534883721,0.5,0.130434783,0.918699187,NA,-1.407235895,NA,NA,0.029152915,NA,NA,-1.407235895,NA,NA,0.268203321,NA,NOT ASSESSED,FAIR,NOT ASSESSED,POOR
NLA06608-0497,1,NA,2,2,FAIR,0.642857143,0.047619048,0.636363636,0.633333333,-1.033858267,-1.912849824,-1.280991146,0.0825,0.002222222,0.042361111,-1.033858267,-1.912849824,-1.280991146,0.627805575,0.03867671,0.430999898,FAIR,POOR,FAIR,FAIR
NLA06608-0498,1,NA,3,2,FAIR,0.61352657,0,0.61352657,0.556763285,-0.416090991,-0.925361353,-0.599999179,0.373626861,0.108751375,0.241189118,-0.416090991,-0.925361353,-0.599999179,1.078610218,0.777986856,0.867472973,GOOD,GOOD,GOOD,FAIR
NLA06608-0500,1,NA,2,4,EXCELLENT,0.043478261,0,0.043478261,0.02173913,-0.769357586,-0.548508913,-0.645043627,0.160075758,0.272807607,0.216441682,-0.769357586,-0.548508913,-0.645043627,0.857721861,1.149701648,1.400998298,GOOD,GOOD,GOOD,GOOD
NLA06608-0501,1,NA,5,5,EXCELLENT,0.230769231,0,0.230769231,0.115384615,-0.609336684,-1.204371821,-0.812042576,0.235846096,0.052463768,0.144154932,-0.609336684,-1.204371821,-0.812042576,0.73019438,0.847733175,0.784980049,FAIR,GOOD,FAIR,GOOD
NLA06608-0502,1,NA,2,2,FAIR,0.770992366,0,0.770992366,0.835496183,-1.211124884,-1.195452158,-1.203217826,0.0515,0.053759932,0.052629966,-1.211124884,-1.195452158,-1.203217826,0.220280985,0.436465452,0.283338853,POOR,FAIR,POOR,POOR
NLA06608-0503,1,NA,3,3,POOR,0.545454546,0.393939394,0.35483871,0.845833333,-1.942008053,-0.918753329,-1.180453996,0.001428571,0.110572057,0.056000314,-1.942008053,-0.918753329,-1.180453996,0.008608219,1.339996574,0.400635592,POOR,GOOD,FAIR,POOR
NLA06608-0508,1,NA,NA,NA,,0.591836735,0.5,0.310344828,0.92248062,-1.04477563,-0.95369998,-0.996854739,0.080203704,0.10125,0.090726852,-1.04477563,-0.95369998,-0.996854739,0.254941665,0.247548822,0.25901563,POOR,POOR,POOR,POOR
NLA06608-0509,1,NA,5,5,POOR,0.512195122,0,0.512195122,0.556097561,-0.846185136,-0.866721133,-0.856331763,0.1325,0.125918592,0.129209296,-0.846185136,-0.866721133,-0.856331763,0.496969346,0.476998103,0.528354462,POOR,FAIR,POOR,FAIR
NLA06608-0510,1,NA,4,5,EXCELLENT,0.420689655,0.363636364,0.134020619,0.661085206,-1.066707509,-0.888087983,-0.96827877,0.075761524,0.119393368,0.097577446,-1.066707509,-0.888087983,-0.96827877,0.456520276,1.446899949,0.698085329,FAIR,GOOD,GOOD,FAIR
NLA06608-0511,1,NA,4,4,GOOD,0.259259259,0.090909091,0.2,0.264285714,-2,-2,-2,0,0,0,-2,-2,-2,0,0,0,POOR,POOR,POOR,FAIR
NLA06608-0512,1,NA,4,4,GOOD,0,0,0,0,-0.518275223,-0.850845273,-0.653474895,0.293196914,0.130979098,0.212088006,-0.518275223,-0.850845273,-0.653474895,1.766732356,1.587304667,1.517312979,GOOD,GOOD,GOOD,GOOD
NLA06608-0514,1,NA,4,4,EXCELLENT,0.555555556,0,0.555555556,0.427777778,-0.588147558,-0.814840554,-0.686867837,0.248138298,0.314831635,0.281484967,-0.588147558,-0.488341681,-0.535383839,0.898486249,1.272767093,1.120867521,GOOD,GOOD,GOOD,FAIR
NLA06608-0515,1,NA,2,3,FAIR,0.545454546,0.393939394,0.35483871,0.795833333,-1.207714563,-1.149745458,-1.177763522,0.051984833,0.060836084,0.056410458,-1.207714563,-1.149745458,-1.177763522,0.313247796,0.737258089,0.403569831,FAIR,GOOD,FAIR,POOR
NLA06608-0523,1,NA,3,3,GOOD,0.74025974,0.166666667,0.726027397,0.742473118,-0.824491125,-1.24243528,-0.985015156,0.139798987,0.047222222,0.093510604,-0.824491125,-1.24243528,-0.985015156,0.842394245,0.572274927,0.668990465,GOOD,FAIR,FAIR,FAIR
NLA06608-0526,1,NA,5,5,EXCELLENT,0,0,0,0,-0.836012982,-0.912713029,-0.872671968,0.135877065,0.112260726,0.124068896,-0.836012982,-0.912713029,-0.872671968,0.581187063,0.911420962,0.667937705,FAIR,GOOD,FAIR,GOOD
NLA06608-0528,1,NA,2,3,EXCELLENT,0.803921569,0,0.803921569,0.901960784,-1.422935969,-1.750122527,-1.556419709,0.027762786,0.007777778,0.017770282,-1.422935969,-1.750122527,-1.556419709,0.167291709,0.071554622,0.127131563,POOR,POOR,POOR,POOR
NLA06608-0529,1,NA,2,2,GOOD,0.649122807,0,0.649122807,0.624561404,-0.634275428,-1.211236531,-0.833258249,0.222126419,0.051484192,0.136805306,-0.634275428,-1.211236531,-0.833258249,1.59082064,1.167264094,1.420970501,GOOD,GOOD,GOOD,FAIR
NLA06608-0530,1,NA,2,3,POOR,0.444444444,0,0.444444444,0.572222222,-1.197226275,-0.968591536,-1.068033885,0.0535,0.0975,0.0755,-1.197226275,-0.968591536,-1.068033885,0.151252042,0.144858256,0.134843019,POOR,POOR,POOR,FAIR
NLA06608-0531,1,NA,2,3,GOOD,0.607843137,0.512195122,0.333333333,0.925925926,-1.374910597,-1.366498213,-1.370684037,0.032178332,0.0330033,0.032590816,-1.374910597,-1.366498213,-1.370684037,0.193898701,0.39995918,0.233160137,POOR,FAIR,POOR,POOR
NLA06608-0533,1,NA,3,3,GOOD,0.836065574,0,0.836065574,0.868032787,-0.875697,-1.239191158,-1.020475382,0.123138298,0.047651265,0.085394782,-0.875697,-1.239191158,-1.020475382,0.573030791,0.38927898,0.50823191,POOR,FAIR,POOR,POOR
