SITE_ID,VISIT_NO,sixDepth,sivDepth,L_sixDepth,L_sivDepth,bsfcBedrock,bsfcBoulders,bsfcCobble,bsfcGravel,bsfcSand,bsfcSilt,bsfcOrganic,bsfcWood,bsiStaVariety,bsiSiteVariety,bsiStStaVariety,bsxLdia,bsvLdia,amfcEmergent,amfcFloating,amfcSubmergent,amfcAll,amfcFltEmg,fcfcAquatic,fcfcBoulders,fcfcBrush,fcfcLedges,fcfcLiveTrees,fcfcOverhang,fcfcSnag,fcfcStructures,fciAll,fciBig,fciNatural,fciRipVeg,rvfcCanBig,rvfcCanSmall,rvfcUndNonw,rvfcUndWoody,rvfcGndBare,rvfcGndInundated,rvfcGndNonw,rvfcGndWoody,rviCanopy,rviUnderstory,rviGround,rviWoody,rviTallWood,rviHerbs,rviCanUnd,rviTotalVeg
NLA06608-0399,1,1.65,0.921653104,0.243038049,0.009303459,0,0.027728209,0.020667317,0.020667317,0.177428221,0.557840747,0.174790996,0.020877193,3.2,7,2.1875,-0.2407435,0.145875628,0.105,0.36,0.3475,0.63,0.465,0.5225,0.015,0.03,0.075,0,0.03,0.025,0.225,0.9225,0.345,0.6975,0.055,0.12,0.1775,0.1125,0.17,0.29874067,0,0.54354873,0.1577106,0.3125,0.2825,0.6175,0.585,0.4825,0.6275,0.595,1.2125
NLA06608-0401,1,0.86,0.359629439,-0.017728767,-0.337592163,0.003333333,0.042937345,0.453158137,0.179633878,0.316937306,0,0,0.004,3.2,6,1.875,0.190091758,0.138424604,0.03,0,0.02,0.045,0.03,0.01,0.005,0,0,0,0.01,0.005,0.005,0.035,0.02,0.03,0.005,0.055,0.2575,0.1625,0.23,0.191850649,0,0.616624254,0.191525097,0.3125,0.3925,0.4575,0.5875,0.5425,0.575,0.705,1.1625
NLA06608-0402,1,1.39,0.246981781,0.173186268,-0.459693329,0,0.031145511,0.067124347,0.199846718,0.173446696,0.492929746,0.026397672,0.009109312,4,7,1.75,-0.118087466,0.126972865,0.1275,0.005,0.275,0.2875,0.1325,0.235,0.035,0.045,0.06,0.015,0.075,0.005,0,0.47,0.17,0.47,0.065,0.015,0.02,0.065,0.1725,0.321579485,0.136168831,0.310064334,0.23218735,0.035,0.2375,0.5625,0.375,0.2075,0.3525,0.2725,0.7275
NLA06608-0402,2,1.95,0.158113883,0.311753861,-0.588188636,0,0.043713733,0.057280692,0.116154237,0.120598681,0.642644814,0.019607843,0,3.3,6,1.818181818,-0.178487596,0.096753584,0.0575,0,0.445,0.4775,0.0575,0.4775,0.015,0,0.075,0,0.005,0,0,0.5725,0.095,0.5725,0,0.005,0.06,0.04,0.12,0.23326626,0.050956072,0.614615741,0.101161927,0.065,0.16,0.76,0.285,0.185,0.645,0.225,0.93
NLA06608-0403,1,8.5344,NA,0.936232164,NA,0,0,0,0,0.945945946,0,0.054054054,0,2,2,1,-0.076734896,NA,0.875,0,0.05,0.875,0.875,0.875,0,0,0,0,0,0,0,0.875,0,0.875,0,0,0.05,0.05,0.25,0.0625,0.3125,0.3125,0.3125,0.05,0.3,0.75,0.55,0.3,0.3,0.35,0.85
NLA06608-0405,1,1.41,0.515213009,0.178976947,-0.21097449,0,0,0.089856007,0.13440223,0.072306145,0.564012617,0.017212015,0.122210986,4.2,6,1.428571429,-0.164385439,0.167568329,0.06,0,0.46,0.380555556,0.06,0.4675,0,0.1,0.005,0,0.1275,0.005,0.005,0.71,0.1375,0.705,0.105,0.27,0.285,0.1325,0.085,0.24004914,0.005405405,0.475454545,0.279090909,0.57,0.2175,0.3325,0.71,0.655,0.405,0.7875,1.115
NLA06608-0406,1,1.89,0.35103023,0.298853076,-0.345794349,0,0.004255319,0.058010547,0.383075786,0.24078307,0.229309239,0,0.084566039,4,6,1.5,-0.011773009,0.140484298,0,0,0.15,0.15,0,0.03,0.015,0.07,0,0,0,0.03,0,0.145,0.015,0.145,0.1,0,0.005,0.03,0.045,0.753432811,0,0.169098558,0.077468631,0.005,0.075,0.2825,0.14,0.05,0.2225,0.08,0.3625
NLA06608-0407,1,0.9144,0.248868158,0.006209241,-0.457338668,0,0.004,0.106451842,0.189985326,0.223743221,0.425556546,0.050263066,0,3.3,6,1.818181818,-0.103889707,0.216606739,0.1,0,0.43,0.402777778,0.1,0.46,0.035,0,0,0.005,0.025,0,0,0.525,0.06,0.525,0.005,0,0,0.441666667,0.083333333,0.180486772,0,0.614177892,0.205335335,0,0.541666667,0.4625,0.2,0.0825,0.75,0.4875,0.95
NLA06608-0408,1,1.74,0.501553143,0.264817823,-0.220726,0,0,0.074248015,0.293166859,0.036266141,0.360433224,0.213869518,0.022016243,3.3,6,1.818181818,-0.123979169,0.268776688,0.025,0.005,0.2725,0.3675,0.03,0.485,0,0.1725,0.005,0.05,0.105,0.005,0.025,0.8475,0.135,0.8225,0.2275,0.1775,0.2375,0.03,0.6025,0.03125,0.455081169,0.203769481,0.309899351,0.415,0.6325,0.825,1.2925,1.0175,0.18,1.0475,1.4725
NLA06608-0413,1,1.05,0.629373586,0.06069784,-0.137049968,0,0,0.006896552,0.013793103,0.063742642,0.761640933,0.020408163,0.133518607,3.2,6,1.875,-0.317650824,0.02853596,0.12,0.045,0.3775,0.41,0.165,0.3925,0,0.07,0,0.005,0.095,0.03,0.025,0.6175,0.12,0.5925,0.105,0.299722222,0.342777778,0.075,0.185,0.078044872,0.124040543,0.38668623,0.411228355,0.655,0.26,0.4675,1.025,0.84,0.3075,0.915,1.3325
NLA06608-0414,1,0.5,0.305505046,-0.22184875,-0.392003737,0,0,0,0,0,0.115722496,0.734512454,0.149765049,3,3,1,-0.351820729,0,0.3875,0.2375,0.1575,0.665,0.625,0.695,0,0.09,0.025,0,0,0.09,0,0.9,0.025,0.9,0.18,0.005,0.005,0.635,0.005,0.005128205,0.242343434,0.747400155,0.005128205,0.01,0.64,0.845,0.02,0.015,1.27,0.65,1.29
NLA06608-0418,1,1.08,0.832399477,0.071882007,-0.030397979,0,0.065708181,0.082542158,0.152359007,0.205068145,0.427655843,NA,0.066666667,3.4,NA,NA,-0.091952708,0.148200357,0.4775,0.255555556,0.23,0.669444444,0.733055556,0.21,0.015,0.015,0,0.06,0.02,0.005,0,0.325,0.035,0.325,0.08,0.295,0.3275,0.095,0.535,0.038738739,0.219493519,0.096622337,0.645145405,0.6225,0.63,0.8,1.6975,1.1575,0.17,1.2525,1.8675
NLA06608-0421,1,1.78,0.749518364,0.274157849,-0.070827229,0,0,0.006097561,0.024732027,0.429100321,0.38363812,0.072964456,0.089633433,4.5,6,1.333333333,-0.292746139,0.247640547,0,0.005555556,0.380555556,0.380555556,0.005555556,0.3425,0,0.045,0.01,0.005555556,0.12,0.044444444,0,0.5675,0.13,0.5675,0.095,0.3875,0.3125,0.1375,0.41,0.132523653,0.005128205,0.270022011,0.592326131,0.745,0.5475,0.6625,1.59,1.155,0.36,1.2925,1.95
NLA06608-0425,1,0.81,0.360401011,-0.040958608,-0.336863731,0,0.008627087,0.151088386,0.087098316,0.087098316,0.551566412,0.114521483,0,4.5,6,1.333333333,-0.153071133,0.232112979,0.3875,0.335,0.57,0.7525,0.7225,0.0875,0.03,0,0,0,0,0,0.025,0.1425,0.055,0.1175,0,0,0,0,0,0.659833129,0.022348485,0.317818387,0,0,0,0.3375,0,0,0.3075,0,0.3075
NLA06608-0426,1,0.93,0.374314188,0.012837225,-0.323933885,0,0,0,0.010810811,0.413405405,0.570378378,0.005405405,0,1.7,4,2.352941176,-0.232396904,0.140077949,0.05,0.15,0.08,0.23,0.2,0.23,0,0,0,0,0,0,0.07,0.3,0.07,0.23,0,0.1,0.185,0.0925,0.08,0.372736483,0.230639731,0.370155865,0.026467921,0.285,0.1725,0.5325,0.385,0.365,0.435,0.4575,0.82
NLA06608-0432,1,0.8128,0.233127172,-0.039624369,-0.477389942,0,0.025641026,0.005128205,0.005128205,0.581735347,0.312375058,0.03546798,0.034524179,2.9,7,2.413793103,-0.150488105,0.141597469,0.4875,0,0,0.3725,0.4875,0.6,0.025,0.02,0,0,0,0,0,0.645,0.025,0.645,0.02,0.038888889,0.102777778,0.05,0.188888889,0.110507937,0.57568254,0.282984127,0.030825397,0.141666667,0.238888889,0.7625,0.3225,0.330555556,0.2925,0.380555556,0.615
NLA06608-0433,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0435,1,0.646153846,0.281707249,-0.127171618,-0.418269592,0,0.004158004,0.036299243,0.090553918,0.135346962,0.510402602,0.138276773,0.084962498,3.769230769,7,1.857142857,-0.231143824,0.145834286,0.240384615,0.213461538,0.315384615,0.576923077,0.453846154,0.530769231,0.003846154,0.061538462,0,0,0.007692308,0.046153846,0.003846154,0.653846154,0.015384615,0.65,0.107692308,0.138461538,0.217307692,0.294230769,0.323076923,0.080422142,0.093447189,0.527430722,0.298699947,0.355769231,0.686538462,0.790384615,0.938461538,0.713461538,0.8,1.042307692,1.738461538
NLA06608-0436,1,1.44,0.962866092,0.187520721,0.026478552,0.006060606,0.010533611,0.148415908,0.298618405,0.472461636,0.013055992,0.022442372,0.028411469,4.1,8,1.951219512,0.076539817,0.131480468,0.0875,0,0.03,0.0875,0.0875,0.0875,0.03,0.03,0.1025,0,0.06,0,0.025,0.335,0.2175,0.31,0.03,0.1275,0.085,0.025,0.1275,0.232023326,0.005128205,0.654963446,0.107885023,0.2125,0.1525,0.69,0.42,0.34,0.63,0.365,1.05
NLA06608-0439,1,0.35,0.11785113,-0.346787486,-0.661840183,0,0,0.058066689,0.036411784,0.040578451,0.582061748,0.282881328,0,2.9,5,1.724137931,-0.264454585,0.080034142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123801848,0.004255319,0.794465355,0.077477477,0,0,0.905,0.085,0,0.815,0,0.9
NLA06608-0440,1,0.765048,0.227388881,-0.062959794,-0.484936075,0,0.005882353,0.005882353,0.060661765,0.096577681,0.551085465,0.166269006,0.113641378,3.4,7,2.058823529,-0.266213806,0.150131432,0,0,0,0,0,0.08,0.005,0.055,0,0.005,0,0,0.01,0.155,0.015,0.145,0.06,0.005,0.145,0.04,0.19,0,0.093939394,0.592219492,0.313841114,0.15,0.23,0.5275,0.465,0.34,0.4175,0.38,0.8825
NLA06608-0442,1,1.15,0.212132034,0.096910013,-0.505661657,0,0,0.008333333,0.265687831,0.06487975,0.661099086,0,0,2.2,4,1.818181818,-0.187992372,0.187357195,0.635,0.005,0.13,0.3475,0.64,0.5425,0,0,0,0,0,0,0,0.5425,0,0.5425,0,0,0,0.785,0.005,0.074218218,0,0.918374374,0.007407407,0,0.79,0.64,0.01,0.005,1.42,0.79,1.43
NLA06608-0444,1,1.5,0,0.204119983,-1,0,0,0,0,0,0.902286902,0.046153846,0.051559252,2.9,3,1.034482759,-0.351820729,0,0,0,0,0,0,0.025,0,0.05,0,0,0.005,0.035,0.035,0.15,0.04,0.115,0.085,0.122222222,0.465277778,0.095,0.4925,0.05271697,0.079504505,0.470961496,0.396817029,0.6,0.6025,0.945,1.515,1.1,0.5875,1.2025,2.1025
NLA06608-0445,1,3.06,1.566453886,0.499687083,0.2217933,0,0.05093732,0.202556436,0.256650537,0,0.396284164,0,0.093571542,3.6,5,1.388888889,0.020613357,0.246697671,0.115,0.05,0.115,0.14,0.165,0.12,0.05,0.205,0,0,0.07,0.02,0.005,0.47,0.125,0.465,0.225,0.216666667,0.455833333,0.232777778,0.327222222,0.009090909,0.066731141,0.636589297,0.287588652,0.71,0.5725,0.63,1.2125,1.04,0.65,1.2825,1.8625
NLA06608-0447,1,4.3,1.173787791,0.643452676,0.105097082,0,0,0.014219305,0.108303064,0.212553688,0.520432716,0.022878224,0.121613003,4.8,6,1.25,-0.205825647,0.10054723,0.025,0,0,0.025,0.025,0.025,0,0.15,0.005,0,0.02,0.045,0,0.245,0.025,0.245,0.195,0.2625,0.125,0.005,0.255,0.520594599,0,0.190011581,0.28939382,0.3875,0.26,0.4275,0.8975,0.6425,0.1775,0.6475,1.075
NLA06608-0449,1,1.39,0.576290822,0.173186268,-0.169866507,0,0.004878049,0,0,0,0.92216419,0.052695097,0.020262664,2.5,4,1.6,-0.347216293,0.014560506,0.065,0,0.7525,0.7275,0.065,0.7525,0,0.02,0,0,0.08,0.015,0.0625,0.93,0.1425,0.8675,0.035,0.1125,0.03,0.4,0.195,0.204765704,0.033585907,0.503929427,0.257718961,0.1425,0.595,0.715,0.5625,0.3375,0.86,0.7375,1.4225
NLA06608-0452,1,2.6,0.676592771,0.431363764,-0.109806656,0.005405405,0.394594595,0.015082846,0.202472954,0.128736182,0.253708018,0,0,2.3,6,2.608695652,0.142378291,0.329692936,0.015,0.02,0.1225,0.1275,0.035,0.01,0.35,0.005,0,0,0.025,0,0,0.39,0.375,0.39,0.005,0,0.005,0.202222222,0.170277778,0.2,0,0.716666667,0.083333333,0.005,0.385,0.215,0.195,0.185,0.41,0.39,0.605
NLA06608-0453,1,0.87,0.271006355,-0.013228266,-0.430618651,0,0,0,0,0.788596597,0.093185185,0,0.018218218,1.4,3,2.142857143,-0.09656999,0.085950373,0.275,0.005,0,0.275,0.28,0.275,0,0.005,0,0,0,0.01,0.02,0.31,0.02,0.29,0.015,0.1125,0.065,0.2175,0.1,0.292499561,0.005714286,0.597619486,0.104166667,0.1775,0.3325,0.6225,0.365,0.285,0.7625,0.51,1.1275
NLA06608-0454,1,0.78,0.20976177,-0.055517328,-0.508972183,0,0.005128205,0.060726661,0.06012342,0.727799648,0.140816661,0,0.005405405,2.6,6,2.307692308,-0.070670106,0.109572799,0.105,0.1175,0.41,0.569444444,0.2225,0.3825,0,0.005,0,0.0575,0.0675,0,0,0.5125,0.0675,0.5125,0.0625,0.025,0.235,0.16,0.275,0.163428571,0.354121212,0.301073593,0.181376623,0.26,0.45,0.2725,0.5975,0.5425,0.2675,0.71,0.865
NLA06608-0456,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0458,1,1.171786667,0.60522396,0.104414268,-0.151672941,0,0,0.007662835,0.007662835,0.313182915,0.58436214,0.071803604,0.01532567,3.444444444,6,1.741935484,-0.246835692,0.124749325,0.358333333,0.147222222,0.738888889,0.738888889,0.505555556,0.738888889,0,0,0,0,0,0,0.027777778,0.766666667,0.027777778,0.738888889,0,0.005555556,0.069444444,0.011111111,0.075,0.042558923,0.396978248,0.443766768,0.116696061,0.075,0.086111111,0.608333333,0.188888889,0.15,0.355555556,0.161111111,0.544444444
NLA06608-0459,1,3,1.222929089,0.491361694,0.121536566,0,0.005263158,0.059856641,0.345428015,0.324073129,0.198110321,0.018368571,0.048900164,5.3,7,1.320754717,-0.011265209,0.061934497,0.01,0.005,0.5575,0.4175,0.015,0.2375,0.005,0.04,0.025,0,0,0.035,0,0.3425,0.03,0.3425,0.075,0.1025,0.1225,0.035,0.1325,0.305275974,0,0.634418831,0.060305195,0.225,0.1675,0.4375,0.4025,0.3575,0.4275,0.3925,0.83
NLA06608-0462,1,1.53,0.742443413,0.212187604,-0.074459261,0,0.026315789,0.041511543,0.090258121,0.568660416,0.09074225,0.027464324,0.155047557,3.7,7,1.891891892,-0.03785085,0.146341195,0.02,0,0.035,0.035,0.02,0.005,0.005,0.22,0.05,0,0.01,0.08,0,0.37,0.065,0.37,0.3,0.438055556,0.274444444,0.322222222,0.161111111,0.360540879,0,0.418542009,0.220917112,0.7825,0.483333333,0.4175,1.0725,0.9275,0.5625,1.2175,1.635
NLA06608-0463,1,1.88,0.849575057,0.29666519,-0.022470702,0,0,0,0.208,0.508080808,0.192,0.06969697,0.022222222,1.8,5,2.777777778,-0.077065545,0.159557046,0,0.0875,0.027777778,0.097222222,0.0875,0.097222222,0.01,0.0575,0.23,0,0.15,0.005,0.0625,0.612222222,0.4525,0.549722222,0.0625,0.025,0.105,0.055,0.2625,0.073121693,0.1,0.433453583,0.393424723,0.13,0.3175,0.46,0.565,0.3925,0.255,0.4475,0.82
NLA06608-0467,1,0.41,0.23781412,-0.292429824,-0.471322202,0,0,0.005128205,0,0.519323669,0.201226659,0.274321468,0,2.7,4,1.481481481,-0.163592252,0.113752238,0.005,0.0675,0.3,0.33,0.0725,0.2975,0,0.015,0,0,0.01,0,0.015,0.3375,0.025,0.3225,0.015,0.075,0.055,0.4875,0.0675,0.186017316,0.005405405,0.737457587,0.071119691,0.145,0.555,0.7275,0.275,0.2125,1.1475,0.7,1.4225
NLA06608-0468,1,2.481072,1.884026744,0.41180012,0.297547522,0.05117472,0.091168498,0.096466967,0.033333333,0,0.609190216,0.011317829,0.107348437,4.1,7,1.707317073,-0.118482832,0.225363905,0.055,0,0.125,0.125,0.055,0.005,0.0625,0,0.01,0,0,0.035,0,0.1125,0.0725,0.1125,0.035,0.05,0.071428571,0,0.05,0,0.086507937,0.732539683,0.180952381,0.121428571,0.05,0.3525,0.155,0.15625,0.2675,0.15625,0.4225
NLA06608-0469,1,1.23,0.40290611,0.123851641,-0.298513088,0,0.016707426,0.162543685,0.075130506,0.334527161,0.374872451,0.04598249,0.028287244,3.8,7,1.842105263,-0.0979192,0.231796777,0.2325,0.2325,0.035,0.4075,0.465,0.3225,0.005,0.045,0,0,0.005,0.015,0.04,0.4325,0.05,0.3925,0.06,0.255,0.015,0.155,0.095,0.269399789,0.116666667,0.582461682,0.031471861,0.27,0.25,0.3775,0.38,0.365,0.425,0.52,0.805
NLA06608-0470,1,1.3,0.841955396,0.146128036,-0.025969662,0,0.231381545,0.182781024,0.156618529,0.374130926,0.045,NA,0.010087977,3.9,NA,NA,0.166543895,0.15460587,0.125,0.05,0.11,0.1775,0.175,0.055,0.12,0.015,0,0,0.015,0.01,0.055,0.27,0.19,0.215,0.025,0.41,0.275,0.194444444,0.445,0.292063492,0,0.27030303,0.466839827,0.685,0.62,0.72,1.575,1.13,0.45,1.305,2.025
NLA06608-0471,1,1.4,0.351188458,0.176091259,-0.345642018,0,0.008888889,0.233535354,0.050899384,0.509145509,0.197530864,0,0,1.555555556,5,3.214285714,-0.013364708,0.238501482,0.075,0,0.166666667,0.197222222,0.075,0.136111111,0,0.011111111,0,0,0.080555556,0.011111111,0.005555556,0.244444444,0.086111111,0.238888889,0.022222222,0.038888889,0.241666667,0.103125,0.33125,0.111111111,0,0.386006006,0.502882883,0.280555556,0.434375,0.472222222,0.833333333,0.575,0.305555556,0.666666667,1.138888889
NLA06608-0472,1,1.106424,0.795995638,0.081499968,-0.047694105,0,0.116049383,0.053181387,0.058938746,0.543059835,0.062135395,0.183357263,0.04377744,2.8,7,2.5,0.020685396,0.221647934,0.2875,0.005,0.015,0,0.2925,0.2875,0.0875,0.02,0,0.025,0.1225,0.015,0,0.5575,0.21,0.5575,0.06,0.07,0.2525,0.025,0.065,0.154648155,0.115017753,0.638759649,0.131712259,0.3225,0.09,0.58,0.4025,0.3875,0.53,0.4125,0.9325
NLA06608-0473,1,3.17,1.758819048,0.514547753,0.269237114,0,0.072072072,0.241626448,0.21415612,0.082797933,0.340837397,0.019428313,0.029081717,3.8,7,1.842105263,0.029557662,0.235404033,0,0.0575,0.015,0.0675,0.0575,0.0925,0.0875,0.035,0.0625,0,0.06,0.015,0,0.3525,0.21,0.3525,0.05,0.2475,0.395,0.1725,0.46,0.307291408,0,0.249975391,0.442733201,0.6575,0.6325,0.57,1.515,1.1175,0.345,1.29,1.86
NLA06608-0479,1,1.73,1.080174883,0.26245109,0.071946368,0,0.027790997,0.092891164,0.499456125,0.014814815,0.175498575,0.012535613,0.177012711,3.6,7,1.944444444,0.105379172,0.22115977,0.05,0,0.3625,0.2225,0.05,0.2875,0.03,0.2075,0.0575,0.0575,0.2075,0.0725,0.03,0.95,0.325,0.92,0.3375,0.1975,0.1925,0.005,0.155,0.768,0.008,0.082,0.142,0.42,0.16,0.1125,0.6375,0.575,0.05,0.58,0.6875
NLA06608-0480,1,3.55,1.467613331,0.562292864,0.195238948,0,0.026389103,0.242294974,0.376126158,0.030104577,0.205888271,0.066220234,0.052976683,4.9,7,1.428571429,0.102124853,0.192270711,0,0,0.005,0.005,0,0.005,0.015,0.045,0,0,0.08,0.005,0.1075,0.2575,0.2025,0.15,0.05,0.375277778,0.102222222,0.015,0.1375,0.180295815,0.041666667,0.468549784,0.309487734,0.49,0.1525,0.555,0.85,0.6275,0.3225,0.6425,1.1725
NLA06608-0480,2,3.42,1.935516009,0.546542663,0.308674522,0,0,0.243922274,0.319587527,0.045399226,0.22380279,0.067290367,0.099997816,3.7,6,1.621621622,0.072381097,0.226548142,0,0,0.005,0.005,0,0,0,0.1525,0.075,0,0.155,0.01,0.04,0.4325,0.27,0.3925,0.1625,0.1575,0.1375,0.06,0.175,0.406006701,0.006896552,0.338310826,0.276428802,0.295,0.235,0.37,0.64,0.47,0.255,0.53,0.895
NLA06608-0483,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0484,1,0.72,0.285968141,-0.086186148,-0.413448542,0,0,0,0,0.091434828,0.855177749,0.006896552,0.046490871,2.6,4,1.538461538,-0.3255729,0.031452231,0.005,0,0,0.005,0.005,0.375,0,0.065,0,0,0.1225,0,0.025,0.5875,0.1475,0.5625,0.065,0.055,0.14,0.2125,0.23,0.014285714,0.191745592,0.67800451,0.115964184,0.195,0.4425,0.65,0.48,0.425,0.6275,0.6375,1.1075
NLA06608-0488,1,1.84404,0.716730213,0.288705197,-0.087921378,0,0,0,0,0,0.89769697,0,0.10230303,2,2,1,-0.351820729,0,0,0,0,0,0,0,0,0.06,0,0,0,0.01,0,0.07,0,0.07,0.07,0.01,0.1275,0.1775,0.125,0.441239716,0.006896552,0.291048145,0.260815587,0.1375,0.3025,0.4575,0.4725,0.2625,0.42,0.44,0.8925
NLA06608-0489,1,0.844444444,0.632675097,-0.024823584,-0.13508857,0,0,0.025110979,0.141485346,0.161184166,0.6202345,0.005167959,0.046817051,4.333333333,6,1.384615385,-0.207455845,0.148235349,0.027777778,0,0.027777778,0.027777778,0.027777778,0.033333333,0,0.044444444,0.027777778,0,0.022222222,0,0,0.127777778,0.05,0.127777778,0.044444444,0.033333333,0.088888889,0.038888889,0.108333333,0.017710018,0,0.94005544,0.042234542,0.122222222,0.147222222,0.833333333,0.258333333,0.230555556,0.844444444,0.269444444,1.102777778
NLA06608-0491,1,0.911111111,0.344399639,0.004798883,-0.352226303,0,0,0,0,0.00462963,0.524871946,0.465770292,0.004728132,2.222222222,4,1.8,-0.349375522,0.007335622,0.213888889,0.275,0.566666667,0.708333333,0.488888889,0.708333333,0,0.005555556,0,0,0.033333333,0.005555556,0.011111111,0.763888889,0.044444444,0.752777778,0.011111111,0.161111111,0.011111111,0.458950617,0.179938272,0.062964348,0.028518691,0.742332371,0.16618459,0.172222222,0.666666667,0.863888889,0.491666667,0.358333333,1.183333333,0.838888889,1.675
NLA06608-0493,1,2.16,1.338490028,0.354108439,0.157906856,0.033333333,0.043605566,0.095967387,0.344342685,0.252855577,0.126577028,0.013323278,0.089995146,5.8,8,1.379310345,0.079720582,0.138250716,0.015,0,0,0.015,0.015,0.035,0.07,0.105,0.1675,0,0.005,0.055,0,0.4375,0.2425,0.4375,0.16,0.1725,0.2175,0.055,0.125,0.448549282,0.065714286,0.291242353,0.19449408,0.39,0.18,0.455,0.6975,0.515,0.27,0.57,0.9675
NLA06608-0494,1,0.48,0.161932771,-0.236572006,-0.581810163,0,0.005263158,0.049469273,0.099765602,0.394300018,0.136813274,0.285491549,0.028897128,4,7,1.75,-0.074638845,0.13528115,0.5475,0.2375,0.5275,0.485,0.785,0.515,0.005,0.035,0,0,0.02,0,0.04,0.615,0.065,0.575,0.035,0.015,0.1225,0.425277778,0.157222222,0.08219112,0.12466216200000001,0.648407336,0.144739382,0.1375,0.595,0.445,0.3425,0.2975,0.7525,0.7325,1.095
NLA06608-0495,1,13.408152,6.305938866,1.130595939,0.80658279,0.530859919,0.135565879,0.219383983,0.091967996,0.022222222,0,0,0,2.6,5,1.923076923,0.491102368,0.159559429,0,0,0.01,0.005,0,0,0.045,0.005,0.1475,0,0,0,0,0.1975,0.1925,0.1975,0.005,0.03,0.025,0.025,0.145,0.485651196,0,0.322983322,0.191365482,0.055,0.17,0.32,0.3375,0.2,0.2075,0.225,0.545
NLA06608-0496,1,0.67,0.41379007,-0.113509275,-0.289214293,0,0,0.005128205,0.005128205,0,0.98974359,0,0,1.2,3,2.5,-0.345515162,0.019939955,0.1325,0,0.845,0.845,0.1325,0.845,0,0,0,0,0,0,0,0.845,0,0.845,0,NA,NA,NA,NA,0.236801487,0,0.747813898,0.015384615,NA,NA,0.675,0.015,NA,0.66,NA,0.675
NLA06608-0497,1,1.13,0.333499958,0.089905111,-0.36301094,0,0.00957265,0.027350427,0.11008547,0.025641026,0.73971734,0.087633088,0,2.4,6,2.5,-0.259347127,0.194952157,0,0,0.415,0.3575,0,0.415,0.01,0,0,0,0,0,0.005,0.43,0.015,0.425,0,0.015,0.005,0.04,0.03,0.908472428,0,0.065300465,0.026227106,0.02,0.07,0.085,0.075,0.05,0.1,0.09,0.175
NLA06608-0498,1,1.04,0.622182538,0.056904851,-0.141353017,0,0,0.073400673,0.104208754,0.087591916,0.292882117,0.355541003,0.086375537,4.1,6,1.463414634,-0.180275025,0.223479328,0.15,0.165,0.06,0.21,0.315,0.235,0,0.1425,0,0,0.035,0,0,0.4125,0.035,0.4125,0.1425,0.085,0.4125,0.244444444,0.465,0.022105691,0.216253723,0.468052328,0.293588258,0.4975,0.685,1.2725,1.3275,0.9625,0.7875,1.1825,2.115
NLA06608-0500,1,1.972727273,0.818646333,0.316542162,-0.036851654,0.048660307,0.099239171,0.164458106,0.250144866,0.178822531,0.184486422,0.033564533,0.040624063,4.909090909,8,1.62962963,0.089407443,0.262180022,0.118181818,0,0.104545455,0.170454545,0.118181818,0.170454545,0.090909091,0.1,0.227272727,0,0.05,0.022727273,0,0.661363636,0.368181818,0.661363636,0.122727273,0.045454545,0.0725,0.1,0.340909091,0.103711222,0.003787879,0.598192115,0.294308785,0.111363636,0.454545455,0.990909091,0.790909091,0.459090909,0.761363636,0.565909091,1.552272727
NLA06608-0501,1,3.32,1.945821734,0.534026106,0.310867788,0.1,0.023255814,0.442677561,0.134066625,0,0.3,0,0,1.4,5,3.571428571,0.147255947,0.361029066,0,0,0.2625,0.2625,0,0.18,0.0875,0.005,0.1175,0,0,0.005,0,0.395,0.205,0.395,0.01,0.3125,0.005,0.005,0.05,0.662103797,0.1,0.21430898,0.023587224,0.3175,0.055,0.37,0.3975,0.3675,0.2575,0.3725,0.655
NLA06608-0502,1,1.26,0.685079071,0.133538908,-0.1050866,0,0,0,0,0.2,0.7,0.1,0,1.4,3,2.142857143,-0.26162149,0.138035957,0.038888889,0.16,0.56,0.65,0.198888889,0.58,0,0.005,0.01,0,0.03,0,0.0925,0.7175,0.1325,0.625,0.005,0.1475,0.025,0.082777778,0.072222222,0.010810811,0,0.967117117,0.022072072,0.1725,0.1675,0.7925,0.2575,0.2475,0.875,0.34,1.1325
