SITE_ID,VISIT_NO,ssfcBedrock,ssfcBoulders,ssfcCobble,ssfcGravel,ssfcSand,ssfcSilt,ssfcOrganic,ssfcWood,ssfcOther,ssiStaVariety,ssiSiteVariety,ssiStStaVariety,ssxLdia,ssvLdia,hipwBuildings,hipwCommercial,hipwRoads,hipwWalls,hipwDocks,hipwPowerlines,hipwLandfill,hipwLawn,hipwPark,hipwCrops,hipwOrchard,hipwPasture,hiiAll,hiiNonAg,hiiAg,hiiAllCirca,hiiNonAgCirca,hiiAgCirca,hifpAny,hifpAnyCirca,bffFlat,bffGradual,bffSteep,bffVertical,bfoAngle,bfnAngle,bfxHorizDist,bfxVertHeight,bfnHorizDist,bfnVertHeight,L_RtHzVrt,RDisInEx1a
NLA06608-0503,1,0,0,0.02202381,0.250099206,0.222321429,0.505555556,0,0,0,1.9,4,2.105263158,-0.143291213,0.200873002,0.15,0,0.15,0,0,0.15,0,0.1,0,0.45,0,0.2,1.2,0.55,0.65,1,0.4,0.6,1,0.9,0.5,0.1,0.1,0.3,FLAT,10,0,0,10,10,0,0.722727273
NLA06608-0508,1,0,0,0,0,0,0.877667259,0.048382519,0.033567704,0.040382519,2.8,3,1.071428571,-0.351820729,0,0,0,0,0.1,0,0.35,0,0,0,1,0,0,1.45,0.45,1,1,0,1,1,1,0.5,0.5,0,0,"FLAT, GRADUAL",8,0.1,0.1,8,8,0,0.795918367
NLA06608-0509,1,0.024493927,0.029411765,0.128752906,0.20558489,0.074823935,0.226354518,0.073859232,0.062688954,0.174029874,5.7,8,1.403508772,0.039858345,0.261567856,0,0,0.2,0.1,0,0.15,0.6,0,0,0,0,0,1.05,1.05,0,0.9,0.9,0,0.7,0.6,0.3,0.4,0.2,0.1,GRADUAL,10,2.95,0.62,10,10,0.387082081,0.556097561
NLA06608-0510,1,0,0.381461494,0.10630821,0.02029822,0.094674638,0.06005291,0.004081633,0.008658009,0.324464887,4,7,1.75,0.246263538,0.313219036,0.071428571,0,0,0,0,0.083333333,0,0,0,0.142857143,0,0.428571429,0.726190476,0.154761905,0.571428571,0.571428571,0,0.571428571,0.714285714,0.571428571,0,0.428571429,0.142857143,0.428571429,"GRADUAL, NEAR_VERTICAL",7,0,0,7,7,0,0.496059113
NLA06608-0511,1,0,0.023471005,0.192615054,0.330757271,0.140327698,0.30136296,0,0.011466011,0,4.3,6,1.395348837,0.020274596,0.159812607,0.05,0,0.05,0.15,0,0,0,0,0,0,0,0.1,0.35,0.25,0.1,0.1,0.1,0,0.3,0.1,0,0.2,0.8,0,STEEP,10,0,1.14,9,10,-0.330413773,0.17962963
NLA06608-0512,1,0,0,0,0,0,0.005714286,0.041348425,0.056514449,0.89642284,2.2,3,1.363636364,-0.035182073,0.111255483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0.2,0,GRADUAL,10,0,0,10,10,0,0
NLA06608-0514,1,0.17963433,0.037673111,0.121767057,0.434338304,0.024680727,0.030308024,0.021911422,0.047971665,0.10171536,5.1,8,1.568627451,0.26579092,0.18534907,0.1,0,0.35,0.1,0.1,0.25,0.1,0.05,0.2,0,0,0,1.25,1.25,0,0.3,0.3,0,0.6,0.3,0.1,0.3,0.3,0.3,"GRADUAL, STEEP, NEAR_VERTICAL",10,0.91,0.35,10,10,0.150699599,0.427777778
NLA06608-0515,1,0,0.058616374,0.07515315,0.170918656,0.201788215,0.08843295,0.039655172,0,0.365435482,4.1,6,1.463414634,0.05682133,0.221514194,0.05,0,0.25,0,0,0.25,0,0,0,0,0,0.65,1.2,0.55,0.65,0.8,0.2,0.6,1,0.8,0.2,0.4,0.4,0,"GRADUAL, STEEP",10,0,0,10,10,0,0.672727273
NLA06608-0523,1,0,0.485336753,0.157345309,0.12566573,0.14014452,0,0,0,0.091507688,2.7,4,1.481481481,0.343481961,0.188067408,0.7,0,0.05,0.55,0.6,0,0,0.75,0,0.05,0,0.15,2.85,2.65,0.2,2.3,2.3,0,1,0.7,0.2,0.8,0,0,GRADUAL,10,2.6,0.18,10,10,0.484420493,0.72012987
NLA06608-0526,1,0.155471829,0.191803705,0.054891746,0.003921569,0,0.034420452,0.063317339,0.0392985,0.45687486,5.5,7,1.272727273,0.319087953,0.282456992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.5,0.1,0.1,GRADUAL,10,1.16,0.1,10,10,0.293061066,0
NLA06608-0528,1,0.074468085,0.513056147,0.22211128,0,0.104878049,0,0,0.014261573,0.071224866,2.8,5,1.785714286,0.415146065,0.183701016,0.55,0,0.55,0.9,0.6,0.4,0.1,0.9,0.1,0,0,0,4.1,4.1,0,2.8,2.8,0,1,1,0,0.2,0.4,0.4,"STEEP, NEAR_VERTICAL",10,0.69,0.5,10,10,0.051795446,0.901960784
NLA06608-0529,1,0,0.064102564,0.074636175,0,0.020790021,0.048338082,0.054313288,0.005128205,0.732691666,2.9,6,2.068965517,0.043854538,0.281250571,0.35,0,0.4,0.1,0.25,0.25,0.15,0.3,0.05,0,0,0,1.85,1.85,0,1,1,0,0.9,0.6,0.2,0.4,0.4,0,"GRADUAL, STEEP",10,NA,NA,0,0,NA,0.624561404
NLA06608-0530,1,0,0,0,0,0.007692308,0.043866944,0.293424085,0.144657117,0.510359546,2.8,4,1.428571429,-0.065779382,0.139095525,0,0,0.1,0,0,0,0,0.7,0,0,0,0,0.8,0.8,0,0.7,0.7,0,0.7,0.7,0,0.1,0.9,0,STEEP,10,0.57,0.3,10,10,0.0819563,0.572222222
NLA06608-0531,1,0,0,0.006666667,0.066913035,0.324908428,0.242856582,0,0,0.358655288,4.1,4,0.975609756,-0.152170245,0.081835641,0,0,0.25,0,0,0.25,0,0,0,0.5,0,0.55,1.55,0.5,1.05,1.2,0.2,1,1,1,0.3,0.7,0,0,GRADUAL,10,0,0,10,10,0,0.803921569
NLA06608-0533,1,0,0.003389831,0.070437525,0.021600315,0.03506802,0.005167959,0.015461974,0.026723235,0.822667938,2.5,7,2.8,0.048897704,0.126051458,0.8,0,0.95,0.85,0.9,0.75,0,0.85,0,0,0,0,5.1,5.1,0,4.9,4.9,0,1,0.9,1,0,0,0,FLAT,10,0.02,0.02,10,10,0,0.868032787
NLA06608-0537,1,0.003636364,0.035447059,0.166789676,0.121105544,0.096686486,0.220615348,0.111145344,0.133581674,0.110992505,6.8,8,1.176470588,0.001501902,0.235412642,0.05,0,0.1,0,0,0.1,0,0.05,0,0,0,0.05,0.35,0.3,0.05,0.2,0.2,0,0.1,0.1,0,1,0,0,GRADUAL,10,1.99,0.61,10,10,0.268845312,0.17962963
NLA06608-0540,1,0,0.005714286,0.065714286,0.004444444,0.08583596,0.056908697,0.028972189,0,0.752410137,3.3,6,1.818181818,-0.14081584,0.205566165,0,0,0.15,0.1,0,0,0,0,0,0,0,1,1.25,0.25,1,1.2,0.2,1,1,1,0.7,0.2,0.1,0,FLAT,10,0.56,0.58,10,10,-0.005532489,0.777777778
NLA06608-0541,1,0.13030303,0.005405405,0,0,0,0,0.081653302,0.010842491,0.771795772,1.8,4,2.222222222,0.175085833,0.283974332,0.85,0.1,0.65,0.9,0.833333333,0.55,0,0.9,0.375,0,0,0,5.158333333,5.158333333,0,3.716666667,3.716666667,0,1,0.9,0.7,0.1,0,0.2,FLAT,10,0.12,0.24,10,10,-0.044203662,0.868809202
NLA06608-0542,1,0,0.01260771,0,0,0,0,0.13077603,0.237707206,0.618909054,3.3,3,0.909090909,0.15,0.241522946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0,STEEP,10,0.21,0.18,10,10,0.010903363,0
NLA06608-0546,1,0,0.041354522,0.028865401,0,0,0.436137267,0.067006023,0.095385298,0.331251489,4.9,5,1.020408163,-0.254102396,0.122442362,0.05,0,0.2,0,0.05,0,0.1,0.05,0,0,0,0,0.45,0.45,0,0,0,0,0.5,0,0.5,0.5,0,0,"FLAT, GRADUAL",10,8,0.11,10,10,0.908919531,0.155172414
NLA06608-0547,1,0,0,0.058616577,0.044440483,0.559517505,0.026154645,0.293092707,0.018178083,0,3,6,2,-0.059237672,0.154242332,0.35,0.05,0,0.35,0.6,0,0.05,0.35,0,0,0,0,1.75,1.75,0,0.9,0.9,0,0.9,0.7,0.4,0.6,0,0,GRADUAL,10,2.64,0.25,10,10,0.464191371,0.668181818
NLA06608-0550,1,0,0.140312313,0.054424044,NA,0.134419065,0.247668545,NA,NA,0.423176034,3.6,NA,NA,-0.036607124,0.339758778,0.45,0,0,0,0.6,NA,0,0.25,0.1,0,0,0,1.4,1.4,0,1,1,0,0.7,0.5,0,1,0,0,GRADUAL,10,0,0,10,10,0,0.541666667
NLA06608-0551,1,0,0.152960961,0.125850409,0,0.180173791,0.011111111,0,0.19503746,0.334866268,2.3,5,2.173913043,0.133925451,0.213273593,0.3,0,0.05,0,0.45,0.05,0.1,0.2,0,0.2,0,0.15,1.5,1.15,0.35,0.6,0.4,0.2,0.8,0.4,0.2,0.4,0.1,0.3,GRADUAL,10,0,0.3,10,10,-0.113943352,0.5
NLA06608-0555,1,0,0,0,0.033333333,0.0375,0.058200121,0.010283454,0.004878049,0.855805043,1.9,5,2.631578947,-0.098402235,0.170602349,0.6,0,0.05,0.1,0.7,0.25,0,0.65,0,0,0,0,2.35,2.35,0,1.9,1.9,0,0.8,0.7,0.4,0.5,0.1,0,GRADUAL,10,0.09,0.06,10,10,0.012120633,0.700746269
NLA06608-0558,1,0,0.005405405,0,0,0.542069342,0.13030303,0,0.022222222,0.3,1.5,4,2.666666667,-0.086441459,0.083319545,0,0,0.2,0,0.05,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.5,0,0.3,0.3,0.4,0,STEEP,10,3.5,0,10,10,0.653212514,0.1
NLA06608-0560,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0561,1,0.085365854,0.059165386,0.181218106,0.101129124,0.487210165,0.009779368,0,0.067407794,0.008724203,3.3,7,2.121212121,0.131009032,0.255873801,0.4,0,0.35,0.1,0.55,0.05,0.2,0.2,0.55,0,0,0,2.4,2.4,0,1.6,1.6,0,0.8,0.7,0.2,0.4,0.4,0,"GRADUAL, STEEP",10,1.78,0.8,10,10,0.188772291,0.702941176
NLA06608-0562,1,0,0.057407407,0.204548263,0.023809524,0.314415175,0.063636364,0,0.046246661,0.189936606,2.3,6,2.608695652,0.095886555,0.238379577,0.5,0,0.3,0.65,0.45,0.2,0,0.6,0,0,0,0,2.7,2.7,0,2.3,2.3,0,0.9,0.8,0,0.5,0.2,0.3,GRADUAL,10,0.15,0.21,10,10,-0.02208753,0.764864865
NLA06608-0562,2,0.076258913,0.081765586,0.115817672,0.071541227,0.13609266,0.064106211,0.112920386,0.041723711,0.299773633,4.2,8,1.904761905,0.162086211,0.32931942,0.55,0,0.4,0.65,0.5,0.2,0.6,0.6,0,0,0,0,3.5,3.5,0,3.2,3.2,0,1,1,0.1,0.3,0.4,0.2,STEEP,10,0.88,0.28,10,10,0.16694788,0.888888889
NLA06608-0564,1,0.079071597,0.032368323,0.095363577,0.142376068,0.562563371,0.024390244,0.010760402,0.037723319,0.015383099,4.7,8,1.70212766,0.076008868,0.191582438,0.1,0,0.05,0.05,0.1,0.15,0,0,0.15,0,0,0,0.6,0.6,0,0.1,0.1,0,0.3,0.1,0,0.5,0.3,0.2,GRADUAL,10,3.31,0.83,10,10,0.37202618,0.2375
NLA06608-0565,1,0,0.106896552,0.196085741,0.012301957,0.079310345,0.396640141,0.091335102,0.006896552,0.110533611,2.1,7,3.333333333,-0.001075698,0.347306913,0.05,0.15,0.5,0.4,0.05,0.15,0.25,0.35,0.75,0,0,0,2.65,2.65,0,2.1,2.1,0,1,1,0,0.2,0.8,0,STEEP,10,1.4,1,10,10,0.079181246,0.863013699
NLA06608-0569,1,0.425192885,0.077350427,0,0,0.022222222,0.05,0,0.005128205,0.42010626,2,5,2.5,0.30760816,0.360743218,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0.3,0.3,0,0.3,0.3,0,0.3,0.3,0.1,0.4,0.3,0.2,GRADUAL,10,4,1.18,10,10,0.360513511,0.265384615
NLA06608-0570,1,0.053488372,0.13310502,0.10890701,0.05064286,0.179922824,0.179922824,0.006238095,0.109853434,0.177919561,5.1,8,1.568627451,0.076546202,0.265353141,0,0,0.3,0.2,0.05,0,0.15,0.05,0.2,0,0,0.45,1.4,0.95,0.45,0.5,0.3,0.2,0.9,0.3,0.2,0.6,0.2,0,GRADUAL,10,0.53,0.5,10,10,0.008600172,0.441666667
NLA06608-0579,1,0,0,0,0,0.154512155,0.281908568,0,0.008163265,0.647985348,2.142857143,3,1.4,-0.222964673,0.142043987,0,0,0.142857143,0,0,0.071428571,0,0,0,0,0,0.5,0.714285714,0.214285714,0.5,0.142857143,0,0.142857143,1,0.142857143,0.333333333,0.5,0.166666667,0,GRADUAL,6,0.285714286,0.085714286,7,7,0.073428917,0.279761905
NLA06608-0580,1,0.158800672,0.058518594,0.03590955,0.062895928,0.049970758,0.068544013,0.094500842,0.065340949,0.405518694,4.5,8,1.777777778,0.190421894,0.288534822,0,0,0.1,0,0,0,0.05,0,0,0,0,0,0.15,0.15,0,0.1,0.1,0,0.2,0.1,0,0.2,0.4,0.4,"STEEP, NEAR_VERTICAL",10,0.15,0.85,10,10,-0.206473888,0.115217391
NLA06608-0581,1,0,0.187745785,0.023196996,0.021885522,0.064000217,0.623325374,0.037096774,0.022341169,0.020408163,3,7,2.333333333,-0.139386025,0.328520937,0.1,0,0.05,0,0.05,0.05,0.3,0.05,0,0,0,0.4,1,0.6,0.4,0.5,0.3,0.2,0.8,0.5,0.1,0.6,0.2,0.1,GRADUAL,10,87,10.7625,8,8,0.873983036,0.5
NLA06608-0582,1,0,0.010711769,0.024322613,0.055362932,0.118428878,0.049591669,0.082449594,0.130095652,0.529036894,5.8,7,1.206896552,-0.02470127,0.156870527,0.45,0,0.3,0.25,0.166666667,0,0.75,0.9,0.3,0,0,0,3.116666667,3.116666667,0,2.611111111,2.611111111,0,1,0.9,0.1,0.1,0.4,0.4,"STEEP, NEAR_VERTICAL",10,0.04,0.1,10,10,-0.024359346,0.82854251
NLA06608-0583,1,0,0,0,0,0,0.851800095,0.053578506,0.053578506,0.041042893,3.8,3,0.789473684,-0.351820729,0,0,0,0.05,0.85,0,0,0,0,0,0.5,0,0,1.4,0.9,0.5,0.7,0.7,0,1,0.7,0.222222222,0.111111111,0.666666667,0,STEEP,9,0.29,0.3,10,10,-0.003353642,0.641666667
NLA06608-0585,1,0,0.003703704,0.105092593,0.126521164,0.130489418,0.430882155,0.049414141,0.061896825,0.092,2.8,7,2.5,-0.12557947,0.264091693,0.5,0.5,0.75,0.5,0,0.5,0.65,0,0,0,0,0.55,3.95,3.4,0.55,0.9,0.8,0.1,1,0.6,0.5,0.3,0.1,0.1,FLAT,10,11.31,0.74,10,10,0.849708805,0.698989899
NLA06608-0587,1,0,0.074468085,0.051651763,0.056131766,0.282840609,0.082870473,0.028365054,0.05318621,0.370486041,4.8,7,1.458333333,-0.043157862,0.194575784,0.75,0.1,0.7,0.7,0.8,0.45,0,0.75,0.1,0,0,0,4.35,4.35,0,3.8,3.8,0,1,0.9,0,1,0,0,GRADUAL,10,0.11,0.18,10,10,-0.026559029,0.856542056
NLA06608-0587,2,0,0.049019608,0.175231913,0.020201645,0.238928744,0.023371239,0.008799617,0.009803922,0.474643312,3.5,7,2,0.040112908,0.17059896,0.65,0,0.45,0.75,0.5,0.45,0,0.95,0.1,0,0,0,3.85,3.85,0,2.5,2.5,0,1,0.9,0.2,0.1,0.3,0.4,NEAR_VERTICAL,10,0.11,0.22,10,10,-0.041036852,0.846907216
NLA06608-0588,1,0,0,0.080848745,0.071333515,0,0.842939691,0,0,0.004878049,2.1,3,1.428571429,-0.257121224,0.186035046,0.05,0,0,0,0,0.15,0,0,0,0,0,1,1.2,0.2,1,1,0,1,1,1,0.4,0.6,0,0,GRADUAL,10,1.62,0.16,10,10,0.353843302,0.772727273
NLA06608-0590,1,0,0.016666667,0.007936508,0.072380952,0.072380952,0.137032096,0.298527692,0.054251522,0.38517324,3.5,7,2,-0.101556877,0.250416338,0.3,0.05,0.1,0,0.15,0.1,0,0.15,0,0,0,0,0.85,0.85,0,0.6,0.6,0,0.5,0.3,0.7,0.2,0.1,0,FLAT,10,0.02,0.04,10,10,-0.008433168,0.37972973
NLA06608-0591,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0593,1,0,0.004081633,0.009795918,0.022699144,0.022699144,0.041138088,0.052995106,0.030881678,0.815709289,4.5,7,1.555555556,-0.16501641,0.203034169,0.5,0.05,0.45,0,0.15,0,0.2,0.6,0.75,0,0,0,2.7,2.7,0,1.9,1.9,0,1,0.9,0.2,0.7,0.1,0,GRADUAL,10,NA,NA,0,0,NA,0.814864865
NLA06608-0594,1,0,0,0,0,0,0,0.030222222,0.030222222,0.939555556,1.8,2,1.111111111,0,0,0.25,0.25,0.25,0.25,0.05,0.15,0.3,0.5,0.05,0,0,0,2.05,2.05,0,1.5,1.5,0,0.7,0.7,0.2,0.5,0.2,0.1,GRADUAL,10,0,0,10,10,0,0.686065574
NLA06608-0595,1,0,0.00989011,0.146534045,0.107766846,0.095842094,0,0,0.008176888,0.631790018,3.4,5,1.470588235,0.187977871,0.166356627,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.2,0,0.2,0.8,0,0,GRADUAL,10,37.5,1.3,10,10,1.223732893,0.045454545
NLA06608-0596,1,0,0.055177741,0.250684813,0.06846301,0.10205405,0.180432288,0.070315005,0.178956426,0.093916667,4.4,7,1.590909091,0.015220886,0.309148132,0,0,0.15,0,0.15,0,0,0,0.05,0,0,0,0.35,0.35,0,0,0,0,0.3,0,0.6,0.2,0.2,0,FLAT,10,1,0.5,1,1,0.124938737,0.12962963
NLA06608-0597,1,0,0,0.03125,0.038450257,0.113622119,0.21272199,0.231780902,0.057803013,0.314371718,3.8,6,1.578947368,-0.138519274,0.197010607,0.1,0,0.15,0,0.1,0.1,0.35,0.05,0,0.05,0,0.15,1.05,0.85,0.2,0.3,0.3,0,0.9,0.3,0.9,0.1,0,0,FLAT,10,74.75,1.75,10,10,1.440049943,0.406097561
NLA06608-0599,1,0.025,0.025,0.116836735,0.025,0.452379489,0.276537203,0.02195669,0.017875057,0.039414827,4.2,8,1.904761905,-0.070225256,0.236085586,0.25,0,0.25,0.4,0.3,0.15,0,0,0.35,0,0,0,1.7,1.7,0,0.4,0.4,0,0.8,0.4,0,0.9,0,0.1,GRADUAL,10,9.444444444,1.42,9,10,0.635069978,0.514814815
NLA06608-0606,1,0,0.008467023,0.057709447,0.164486838,0.172859176,0.005128205,0.191232206,0.106777046,0.293340058,4.9,7,1.428571429,0.098083933,0.122907115,0.65,0,0.05,0.1,0.7,0.05,0,0.85,0,0,0,0,2.4,2.4,0,1.8,1.8,0,0.9,0.9,0,1,0,0,GRADUAL,9,1.05,0.2,10,10,0.232572615,0.802941176
NLA06608-0608,1,0,0,0,0,0.118831537,0.728187766,0.013953488,0.091388604,0.047638604,4.1,4,0.975609756,-0.315390443,0.078873031,0,0,0,0.05,0,0,0.4,0,0,0.05,0,0,0.5,0.45,0.05,0.3,0.3,0,0.5,0.3,0.3,0.3,0.1,0.3,"FLAT, GRADUAL, NEAR_VERTICAL",10,1.71,1.04,10,10,0.123339123,0.316666667
NLA06608-0609,1,0.2,0,0,0,0.135185185,0.045454545,0.045454545,0.018218218,0.555687506,1.7,5,2.941176471,0.074556781,0.309531987,0.4,0,0.1,0.3,0.4,0.15,0.3,0.4,0.25,0,0.15,0,2.45,2.3,0.15,1.5,1.5,0,1,0.7,0.2,0.3,0.3,0.2,"GRADUAL, STEEP",10,3.1,0.4,10,10,0.466655821,0.705072464
NLA06608-0610,1,0,0.11550658,0.021725067,NA,0.153488372,0.350867083,NA,NA,0.358412898,2.7,NA,NA,-0.115318582,0.265644661,0.590909091,0,0.227272727,0.4,0.545454545,NA,0,0.454545455,0.05,0,0,0,2.268181818,2.268181818,0,1.945454545,1.945454545,0,0.818181818,0.636363636,0,0.5,0.2,0.3,GRADUAL,10,0.16,0.11,10,10,0.01913501,0.665191554
NLA06608-0611,1,0,0.368171414,0.117646796,0.102846639,0.016045918,0.004081633,0.1,0.037132353,0.254075247,2.6,7,2.692307692,0.24890121,0.254501669,0.7,0,0.35,0.85,0.65,0.3,0.1,0.7,0,0.05,0,0,3.7,3.65,0.05,2.9,2.9,0,1,1,0,0.2,0.5,0.3,STEEP,10,0.1,0.11,10,10,-0.003930294,0.893617021
NLA06608-0614,1,0.234053592,0.088465395,0.213982741,0.177424046,0.061081411,0.158687008,0.013331718,0.026203498,0.026770591,5.4,8,1.481481481,0.238499842,0.279127282,0.05,0.05,0.45,0.1,0.15,0.05,0.2,0.1,0.25,0,0,0,1.4,1.4,0,0.5,0.5,0,0.9,0.2,0.1,0,0.6,0.3,STEEP,10,0.95,0.77,10,10,0.042061345,0.391666667
NLA06608-0616,1,0,0,0,0.018527099000000002,0.162389581,0.526692585,0,0,0.292390735,2.3,3,1.304347826,-0.225064185,0.126984544,0.05,0,0,0,0,0.1,0,0,0,0,0,0.9,1.05,0.15,0.9,0.9,0,0.9,1,0.9,0.1,0.6,0.2,0.1,GRADUAL,10,3.36,0.95,10,10,0.349451878,0.706097561
NLA06608-0617,1,0,0.034028205,0.260822066,0.110030398,0.199462515,0.308032614,0.097803186,0.023078119,0,5.3,7,1.320754717,-0.014308587,0.181893398,0.1,0,0.2,0,0.05,0,0.65,0,0.1,0,0,0,1.1,1.1,0,0.6,0.6,0,0.8,0.6,0,0.4,0.6,0,STEEP,10,5.75,1.74,10,10,0.39155321,0.561904762
NLA06608-0618,1,0,0.005128205,0.068024133,0.029562594,0.142915505,0.286129531,0.005128205,0.043162379,0.419949448,3.6,7,1.944444444,-0.14071047,0.219694079,0.4,0.1,0,0.5,0.35,0.1,0.2,0.6,0,0,0,0,2.25,2.25,0,2.1,2.1,0,0.6,0.6,0.1,0.3,0.3,0.3,"GRADUAL, STEEP, NEAR_VERTICAL",10,0.088888889,0.1,9,10,-0.004409119,0.646153846
NLA06608-0619,1,0,0,0,0.004255319,0.071119691,0.163045638,0,0.038146718,0.723432634,2.1,4,1.904761905,-0.161039203,0.16105648,0.3,0,0,0,0.35,0.1,0.1,0.55,0.1,0,0,0,1.5,1.5,0,0.6,0.6,0,0.9,0.4,0.9,0,0,0.1,FLAT,10,0.1,0.09,10,10,0.003966187,0.5
NLA06608-0622,1,0,0.123466962,0.302378417,0.063251028,0.112362301,0.003389831,0.10323049,0.046469054,0.245451917,5.7,7,1.228070175,0.295494798,0.156862478,0.4,0,0.1,0.2,0.65,0,0,0.6,0.1,0,0,0,2.05,2.05,0,1.7,1.7,0,0.9,0.6,0,0.5,0.5,0,"GRADUAL, STEEP",10,0.27,0.29,10,10,-0.006785989,0.636065574
NLA06608-0623,1,0,0.016666667,0.025757576,0.102913753,0.200013875,0.263458763,0.069080523,0.157484975,0.164623868,5,7,1.4,-0.134250848,0.192245129,0,0,0.3,0,0.1,0.1,0.2,0.1,0,0,0,0,0.8,0.8,0,0.8,0.8,0,0.3,0.3,0.3,0.3,0.4,0,STEEP,10,0.35,0.2,10,10,0.051152522,0.372222222
NLA06608-0624,1,0,0.005128205,0.355462487,0.015128205,0.112203591,0.239708877,0.032680392,0.054929442,0.1847588,4.5,7,1.555555556,0.041790914,0.254420727,0.6,0,0.15,0.15,0.6,0.25,0.15,0.75,0,0,0,0,2.65,2.65,0,1.8,1.8,0,0.8,0.8,0,0.3,0.2,0.5,NEAR_VERTICAL,10,0.19,0.41,10,10,-0.073672151,0.763013699
NLA06608-0625,1,0.052154195,0.230311691,0.156290343,0.089207194,0.328214466,0.096912765,0.005167959,0.032038281,0.009703106,4.666666667,8,1.714285714,0.162575822,0.212019074,0,0,0,0.111111111,0,0,0.111111111,0,0,0,0,0,0.222222222,0.222222222,0,0,0,0,0.222222222,0,0.111111111,0.666666667,0.222222222,0,GRADUAL,9,9.666666667,1,9,9,0.726998728,0.090909091
NLA06608-0627,1,0,0,0,0,0.583181599,0.014533611,0.122665677,0.005128205,0.274490908,2.6,4,1.538461538,-0.112524968,0.098968863,0.35,0,0.1,0.05,0.65,0.1,0,0.4,0.05,0,0,0,1.7,1.7,0,0.8,0.8,0,0.8,0.7,1,0,0,0,FLAT,10,0,0,10,10,0,0.664814815
NLA06608-0628,1,0,0.065714286,0.041852262,0.133763295,0.283433419,0.207010575,0,0.043848873,0.228562515,3.7,6,1.621621622,-0.065256125,0.242571464,0,0,0.15,0.25,0.111111111,0,0,0,0,0,0,0.85,1.361111111,0.511111111,0.85,1.111111111,0.311111111,0.8,1,1,0.2,0.6,0.1,0.1,GRADUAL,10,6.7,0.91,10,10,0.605457358,0.788235294
NLA06608-0630,1,0,0.008603145,0.048245576,0.03625416,0.122013783,0.164270887,0.145781518,0.288356925,0.202901095,5.4,7,1.296296296,-0.069419789,0.273683436,0,0,0.35,0,0.05,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0.7,0,0,0.3,0.7,0,STEEP,10,0.77,0.5,10,10,0.071882007,0.142857143
NLA06608-0632,1,0,0.043778802,0.174884793,0.008064516,0,0.6001456,0,0.045089528,0.128036761,2.75,5,1.818181818,-0.170843177,0.335342749,0,0,0.1875,0.25,0,0.125,0.125,0,0,0,0,0.0625,0.75,0.6875,0.0625,0.5,0.5,0,0.5,0.25,0.375,0.125,0.125,0.375,"FLAT, NEAR_VERTICAL",8,0.3875,0.2875,8,8,0.032485754,0.339285714
NLA06608-0634,1,0,0,0.03185941,0.031091924,0.020408163,0.16353014,0.046392196,0.042393021,0.680678159,2.9,6,2.068965517,-0.093047596,0.190830373,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0.9,0,0.2,0.7,0,0.1,GRADUAL,10,0.03,0.02,10,10,0.004237053,0.166666667
NLA06608-0635,1,0,0,0.007448276,0.10186107,0.365360771,0.423773684,0,0,0.101556199,3.3,4,1.212121212,-0.180881829,0.105505577,0.25,0,0.2,0.2,0,0.1,0,0.3,0,0,0,0.3,1.35,1.05,0.3,0,0,0,0.9,0,0.7,0.3,0,0,FLAT,10,0.722222222,0.06,9,10,0.210783323,0.287234043
NLA06608-0637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0641,1,0,0,0.03008547,0.018622423,0,0.544538968,0.0306251,0.060388899,0.31573914,4.2,5,1.19047619,-0.316737639,0.071911974,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,1,0,0,0,FLAT,10,1.344444444,0.177777778,9,9,0.29897659,0.095454545
NLA06608-0648,1,0,0,0,0,0.080507781,0,0,0,0.919492219,1.3,1,0.769230769,-0.023020468999999998,0.037066476,0,0,0,0,0,0,0,0,0,0,0,0.95,0.95,0,0.95,0.9,0,0.9,1,0.9,1,0,0,0,FLAT,10,0.34,0.13,10,10,0.074026355,0.693589744
