SITE_ID,VISIT_NO,RES_PIPES,AGR_CROPLAND,AGR_PASTURE,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_POULTRY,AGR_FEEDLOT,AGR_WITHDRAWL,IND_INDUSTRIAL,IND_MINES,IND_OIL,IND_POWER,IND_LOGGING,IND_FIRE,IND_ODORS,IND_COMMERCIAL,MAN_LEVEL_FLUCTUATIONS,RES_SCORE,REC_SCORE,AGR_SCORE,IND_SCORE,MAN_SCORE,HYDRO_TYPE,OUTLET_DAMS,SWIMMABILITY,LAKE_LEVEL,LEVEL_CHANGES,TROPHIC_STATE
NLA06608-0112,1,L,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,15,4,3,0,8,RESERVOIR,ARTIFICIAL,FAIR,YES,0.3,EUTROPHIC
NLA06608-0113,1,NA,L,L,L,NA,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,L,M,10,2,3,4,10,DRAINAGE,ARTIFICIAL,GOOD,NA,2,MESOTROPHIC
NLA06608-0115,1,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,0,4,DRAINAGE,NONE,GOOD,NO,NA,OLIGOTROPHIC
NLA06608-0116,1,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,L,3,4,5,0,1,RESERVOIR,ARTIFICIAL,FAIR,YES,NA,MESOTROPHIC
NLA06608-0120,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0120,2,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,3,0,0,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,NA
NLA06608-0124,1,NA,NA,H,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,10,0,0,SEEPAGE,NONE,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0126,1,NA,M,H,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,9,0,1,SEEPAGE,NONE,UNSWIMMABLE,NO,NA,MESOTROPHIC
NLA06608-0126,2,NA,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,6,0,0,SEEPAGE,NONE,UNSWIMMABLE,NA,0.4,EUTROPHIC
NLA06608-0127,1,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,0,3,3,0,6,RESERVOIR,ARTIFICIAL,FAIR,YES,0.2,EUTROPHIC
NLA06608-0128,1,NA,NA,H,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,8,0,0,RESERVOIR,ARTIFICIAL,FAIR,YES,1,EUTROPHIC
NLA06608-0128,2,NA,NA,H,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,8,0,0,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,0.5,EUTROPHIC
NLA06608-0129,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,8,5,0,1,0,SEEPAGE,NONE,GOOD,YES,0.5,MESOTROPHIC
NLA06608-0129,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,10,3,0,1,0,SEEPAGE,NONE,GOOD,YES,1.5,MESOTROPHIC
NLA06608-0130,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,0,13,0,5,5,RESERVOIR,NATURAL,FAIR,NA,NA,EUTROPHIC
NLA06608-0132,1,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,0,2,RESERVOIR,ARTIFICIAL,FAIR,YES,1,MESOTROPHIC
NLA06608-0134,1,L,NA,NA,L,NA,NA,NA,L,NA,NA,NA,NA,L,NA,NA,NA,L,11,9,2,1,4,DRAINAGE,ARTIFICIAL,GOOD,YES,0.6,OLIGOTROPHIC
NLA06608-0137,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,5,12,0,0,7,RESERVOIR,ARTIFICIAL,FAIR,NA,1.1,MESOTROPHIC
NLA06608-0139,1,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0,0,DRAINAGE,NONE,FAIR,NO,NA,EUTROPHIC
NLA06608-0140,1,NA,M,M,M,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,10,0,1,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0141,1,L,L,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,2,0,1,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0142,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,0,0,3,SEEPAGE,NONE,GOOD,YES,0.1,MESOTROPHIC
NLA06608-0144,1,NA,M,NA,M,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,7,0,1,RESERVOIR,ARTIFICIAL,GOOD,YES,2,MESOTROPHIC
NLA06608-0144,2,L,M,H,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,3,7,11,0,5,RESERVOIR,ARTIFICIAL,FAIR,YES,2,MESOTROPHIC
NLA06608-0148,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,0,0,0,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,MESOTROPHIC
NLA06608-0149,1,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1,0,4,DRAINAGE,NATURAL,GOOD,YES,0.1,MESOTROPHIC
NLA06608-0150,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,1,DRAINAGE,ARTIFICIAL,GOOD,YES,NA,MESOTROPHIC
NLA06608-0152,1,NA,NA,L,L,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,1,2,2,3,3,RESERVOIR,NA,GOOD,NA,NA,EUTROPHIC
NLA06608-0153,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,1,3,0,3,1,RESERVOIR,ARTIFICIAL,FAIR,YES,0.2,EUTROPHIC
NLA06608-0155,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,6,SEEPAGE,NA,GOOD,NO,NA,EUTROPHIC
NLA06608-0158,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,10,1,0,1,4,SEEPAGE,NONE,GOOD,YES,0.3,OLIGOTROPHIC
NLA06608-0161,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2,0,0,11,DRAINAGE,ARTIFICIAL,GOOD,NO,NA,EUTROPHIC
NLA06608-0162,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,7,3,0,0,7,NA,NATURAL,GOOD,YES,0.3,NA
NLA06608-0167,1,NA,H,H,H,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,16,0,0,DRAINAGE,NONE,UNSWIMMABLE,NO,NA,HYPEREUTROPHIC
NLA06608-0167,2,NA,H,H,H,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,16,0,0,DRAINAGE,NONE,UNSWIMMABLE,NO,NA,HYPEREUTROPHIC
NLA06608-0168,1,NA,L,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,3,0,6,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0169,1,NA,NA,NA,L,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,M,1,4,4,0,5,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,2,EUTROPHIC
NLA06608-0169,2,NA,NA,NA,M,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,M,1,2,6,0,9,RESERVOIR,ARTIFICIAL,GOOD,YES,7.5,EUTROPHIC
NLA06608-0170,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,SEEPAGE,NONE,FAIR,YES,0.3,EUTROPHIC
NLA06608-0173,1,NA,NA,NA,L,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,4,0,1,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,0.2,EUTROPHIC
NLA06608-0174,1,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,7,7,1,0,8,SEEPAGE,NONE,GOOD,NO,NA,EUTROPHIC
NLA06608-0174,2,L,M,L,L,L,L,L,L,L,L,L,L,L,L,L,L,M,12,11,9,8,13,SEEPAGE,NONE,GOOD,NO,NA,MESOTROPHIC
NLA06608-0175,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,0,0,6,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0176,1,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,3,3,0,4,DRAINAGE,NONE,UNSWIMMABLE,YES,0.1,EUTROPHIC
NLA06608-0177,1,NA,NA,L,NA,L,NA,NA,L,NA,NA,NA,NA,M,NA,NA,NA,L,3,8,3,3,2,RESERVOIR,ARTIFICIAL,GOOD,NA,6.5,OLIGOTROPHIC
NLA06608-0179,1,NA,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,0,0,2,0,3,RESERVOIR,ARTIFICIAL,FAIR,NA,3,HYPEREUTROPHIC
NLA06608-0179,2,M,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,20,1,6,0,3,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,1.2,HYPEREUTROPHIC
NLA06608-0180,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,1,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0181,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,5,4,0,0,7,DRAINAGE,NONE,FAIR,NA,0.3,MESOTROPHIC
NLA06608-0183,1,L,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,9,5,0,3,DRAINAGE,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0184,1,NA,L,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,3,0,8,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0185,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,9,5,0,0,12,RESERVOIR,ARTIFICIAL,GOOD,NA,0.1,MESOTROPHIC
NLA06608-0189,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,0,3,RESERVOIR,ARTIFICIAL,FAIR,YES,10,MESOTROPHIC
NLA06608-0189,2,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,3,6,0,0,1,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NA,1,MESOTROPHIC
NLA06608-0190,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,SEEPAGE,NONE,FAIR,YES,-0.8,OLIGOTROPHIC
NLA06608-0191,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,3,2,0,0,2,RESERVOIR,ARTIFICIAL,GOOD,YES,1,MESOTROPHIC
NLA06608-0193,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,6,3,0,0,5,RESERVOIR,ARTIFICIAL,GOOD,YES,2,OLIGOTROPHIC
NLA06608-0195,1,NA,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,6,0,0,SEEPAGE,NA,FAIR,NO,NA,EUTROPHIC
NLA06608-0196,1,L,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,10,7,3,0,5,RESERVOIR,NONE,FAIR,YES,0.3,EUTROPHIC
NLA06608-0198,1,L,L,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,L,11,1,2,0,1,DRAINAGE,ARTIFICIAL,FAIR,NO,NA,MESOTROPHIC
NLA06608-0201,1,NA,NA,NA,L,NA,NA,NA,L,NA,NA,NA,NA,NA,M,NA,NA,M,2,3,2,3,6,RESERVOIR,ARTIFICIAL,GOOD,YES,25,OLIGOTROPHIC
NLA06608-0203,1,M,L,L,L,NA,NA,NA,L,NA,L,L,NA,NA,NA,NA,NA,NA,26,9,4,2,2,RESERVOIR,ARTIFICIAL,GOOD,YES,5,OLIGOTROPHIC
NLA06608-0204,1,NA,NA,M,L,NA,NA,NA,M,NA,NA,L,NA,NA,NA,NA,NA,L,2,1,7,1,1,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0207,1,NA,NA,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,4,0,2,0,5,RESERVOIR,ARTIFICIAL,FAIR,YES,0.7,EUTROPHIC
NLA06608-0207,2,NA,NA,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,4,0,2,0,5,RESERVOIR,ARTIFICIAL,FAIR,YES,0.7,EUTROPHIC
NLA06608-0208,1,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,0,2,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,0.3,OLIGOTROPHIC
NLA06608-0209,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,NA,17,2,0,3,3,DRAINAGE,NONE,FAIR,NO,NA,MESOTROPHIC
NLA06608-0209,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,4,0,0,6,DRAINAGE,NONE,FAIR,NO,NA,MESOTROPHIC
NLA06608-0211,1,NA,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,0,0,SEEPAGE,NONE,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0212,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,L,4,9,0,1,3,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,MESOTROPHIC
NLA06608-0215,1,L,L,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,L,M,12,11,3,2,4,DRAINAGE,NONE,FAIR,YES,1,EUTROPHIC
NLA06608-0216,1,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,0,3,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0217,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,13,2,0,0,2,RESERVOIR,ARTIFICIAL,GOOD,YES,0.2,MESOTROPHIC
NLA06608-0219,1,L,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,3,0,0,DRAINAGE,NONE,FAIR,NO,NA,HYPEREUTROPHIC
NLA06608-0220,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,SEEPAGE,NONE,FAIR,NO,NA,EUTROPHIC
NLA06608-0221,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,3,1,0,1,1,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,MESOTROPHIC
NLA06608-0222,1,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,2,2,1,0,2,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,EUTROPHIC
NLA06608-0223,1,H,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,L,24,3,3,0,5,RESERVOIR,ARTIFICIAL,FAIR,YES,0.1,EUTROPHIC
NLA06608-0223,2,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,29,2,0,0,5,RESERVOIR,ARTIFICIAL,FAIR,YES,0.1,EUTROPHIC
NLA06608-0224,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8,0,0,1,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,MESOTROPHIC
NLA06608-0224,2,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,5,0,0,1,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0225,1,NA,NA,M,M,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,H,1,6,9,0,9,RESERVOIR,ARTIFICIAL,GOOD,YES,3,EUTROPHIC
NLA06608-0225,2,NA,NA,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,0,0,RESERVOIR,ARTIFICIAL,FAIR,YES,3,MESOTROPHIC
NLA06608-0226,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,0,RESERVOIR,ARTIFICIAL,NA,NA,NA,NA
NLA06608-0228,1,NA,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,1,3,6,1,3,RESERVOIR,ARTIFICIAL,FAIR,NA,NA,MESOTROPHIC
NLA06608-0228,2,NA,H,L,L,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,H,4,7,10,0,6,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,NA,EUTROPHIC
NLA06608-0229,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,0,0,2,DRAINAGE,NONE,GOOD,NO,NA,OLIGOTROPHIC
NLA06608-0234,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,0,0,5,SEEPAGE,NONE,GOOD,NO,NA,MESOTROPHIC
NLA06608-0235,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,0,0,0,DRAINAGE,NONE,FAIR,NO,NA,MESOTROPHIC
NLA06608-0237,1,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,0,1,3,0,1,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,MESOTROPHIC
NLA06608-0237,2,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,1,0,1,0,1,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0238,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,0,0,0,NA,NA,GOOD,NA,NA,MESOTROPHIC
NLA06608-0239,1,L,NA,NA,NA,NA,NA,NA,NA,M,L,L,L,NA,NA,L,M,NA,19,8,0,10,6,RESERVOIR,ARTIFICIAL,FAIR,YES,0.6,EUTROPHIC
NLA06608-0240,1,L,NA,H,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,8,0,0,RESERVOIR,ARTIFICIAL,GOOD,YES,NA,MESOTROPHIC
NLA06608-0241,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,L,5,8,0,5,3,RESERVOIR,ARTIFICIAL,FAIR,YES,1,MESOTROPHIC
NLA06608-0242,1,L,L,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,14,5,3,0,19,RESERVOIR,ARTIFICIAL,GOOD,YES,1,MESOTROPHIC
NLA06608-0243,1,L,M,H,M,NA,NA,NA,M,NA,L,NA,NA,NA,L,NA,NA,M,7,5,14,2,8,RESERVOIR,ARTIFICIAL,GOOD,YES,10,MESOTROPHIC
NLA06608-0244,1,L,L,M,L,L,L,L,L,L,L,M,L,L,L,L,L,L,14,7,9,10,9,RESERVOIR,ARTIFICIAL,FAIR,YES,1.5,MESOTROPHIC
NLA06608-0245,1,L,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,M,4,2,3,0,6,RESERVOIR,ARTIFICIAL,GOOD,YES,4,MESOTROPHIC
NLA06608-0247,1,NA,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,7,2,0,3,DRAINAGE,NONE,FAIR,NO,NA,HYPEREUTROPHIC
NLA06608-0253,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,2,RESERVOIR,ARTIFICIAL,FAIR,YES,0.1,EUTROPHIC
NLA06608-0254,1,NA,NA,M,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,4,0,0,SEEPAGE,NONE,UNSWIMMABLE,YES,3.5,MESOTROPHIC
NLA06608-0255,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,0,0,0,DRAINAGE,ARTIFICIAL,GOOD,YES,0.1,EUTROPHIC
NLA06608-0257,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,L,NA,3,6,0,2,0,RESERVOIR,ARTIFICIAL,GOOD,YES,7,MESOTROPHIC
NLA06608-0259,1,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,5,0,0,SEEPAGE,ARTIFICIAL,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0260,1,NA,NA,L,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,M,4,9,4,0,6,RESERVOIR,ARTIFICIAL,GOOD,YES,1,MESOTROPHIC
NLA06608-0268,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,0,0,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0271,1,NA,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,M,17,13,2,1,15,DRAINAGE,ARTIFICIAL,FAIR,YES,NA,EUTROPHIC
NLA06608-0275,1,NA,M,H,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,11,0,0,SEEPAGE,NONE,GOOD,NO,NA,EUTROPHIC
NLA06608-0276,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,1,0,0,0,4,RESERVOIR,ARTIFICIAL,GOOD,NA,NA,OLIGOTROPHIC
NLA06608-0277,1,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,L,NA,NA,NA,NA,L,5,6,1,1,3,RESERVOIR,ARTIFICIAL,FAIR,YES,1.5,MESOTROPHIC
NLA06608-0279,1,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,5,0,1,DRAINAGE,NONE,UNSWIMMABLE,YES,0.5,HYPEREUTROPHIC
NLA06608-0280,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2,8,0,0,5,RESERVOIR,ARTIFICIAL,GOOD,YES,1.5,MESOTROPHIC
NLA06608-0281,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,1,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,1.4,MESOTROPHIC
NLA06608-0283,1,L,L,M,NA,NA,NA,NA,L,L,L,NA,L,L,NA,L,L,L,7,5,5,6,2,RESERVOIR,ARTIFICIAL,FAIR,YES,2,EUTROPHIC
NLA06608-0284,1,NA,NA,M,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,8,0,0,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0285,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,11,5,0,1,4,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,HYPEREUTROPHIC
NLA06608-0286,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0,0,0,DRAINAGE,NATURAL,GOOD,YES,0.3,MESOTROPHIC
NLA06608-0290,1,NA,NA,M,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,8,0,1,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0290,2,L,NA,H,H,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,M,6,6,13,0,9,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,3.5,EUTROPHIC
NLA06608-0291,1,M,H,H,H,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,L,L,20,10,15,2,4,DRAINAGE,ARTIFICIAL,GOOD,YES,0.2,MESOTROPHIC
NLA06608-0293,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,NA,21,10,0,3,3,DRAINAGE,ARTIFICIAL,FAIR,YES,0.1,HYPEREUTROPHIC
NLA06608-0294,1,L,M,L,L,NA,NA,NA,M,NA,NA,NA,NA,L,NA,M,M,L,8,3,8,7,9,DRAINAGE,NATURAL,GOOD,YES,0.3,EUTROPHIC
NLA06608-0295,1,NA,L,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,0,0,SEEPAGE,NONE,UNSWIMMABLE,NO,NA,MESOTROPHIC
NLA06608-0297,1,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,1,3,3,0,5,RESERVOIR,ARTIFICIAL,FAIR,YES,1,EUTROPHIC
NLA06608-0299,1,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,9,2,1,0,5,DRAINAGE,NONE,GOOD,NO,NA,MESOTROPHIC
NLA06608-0302,1,NA,H,M,L,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,14,0,0,SEEPAGE,NONE,UNSWIMMABLE,NO,0,EUTROPHIC
