"SITE_ID","VISIT_NO","YEAR","DATE_COL","ECOREG_5","E_I","VertDD_m","HorizDD_m","LkArea_km2","DpthMx_m","SLD","bffFlat_grad","inflow","BFIWs","Temp_degC_avg_yr","Precip_mm_total_yr","Precip_mm_total_yr_sc","PHDI","Precip8110Ws","Precip8110Ws_grp_sc","HydrAP","hydrap_bin","hydrap_phdi","OUTLET_DAMS","damht_zmax","PctDEVELOPED_Cat","PCT_AG_URB_CAT","PctAgDrainageCat","PctIrrigated.AgLandCat"
"NLA06608-0606",1,2007,"8/8/2007","Midwest",0.43,0.2,1.05,0.621090133,7.3,1.237248249,1,0.396766659217238,63,7.537222222,602.21,0.60221,-2.315384615,795.762433686,-0.306094512568314,1,"Low",-2.315384615,"NONE",NA,0.362391785786189,7.40889873162875,0.181195893,0
"NLA06608-0608",1,2007,"9/18/2007","Coastal Plains",0.3,1.04,1.71,0.308371609,2.3,2.581539205,0.6,4.15698459969445,28,17.54055556,1049.54,1.04954,0.767692308,1297.68135611,0.16974456230373,2,"Low",1.535384616,"NONE",NA,0,13.7888198757764,0,5.900621
"NLA06608-0609",1,2007,"7/25/2007","Coastal Plains",0.41,0.4,3.1,3.394373012,3.9,1.154068502,0.5,2.42869255871281,40.5694202463202,24.61305556,1059.05,1.05905,-3.326923077,1332.31352376,0.380163227600944,2,"Low",-6.653846154,"NONE",NA,1.39126189895045,29.8755186721991,0.231876983,0.3661216
"NLA06608-0610",1,2007,"8/2/2007","Appalachians",0.13,0.11,0.16,0.663510838,6.5,1.803987397,0.5,3.96702762728346,53.0002033760423,11.25805556,1156.02,1.15602,1.66,1177.23700861,-0.258474476659185,3,"Moderate",4.98,"NONE",NA,31.380923327232,34.7976408379092,0,0
"NLA06608-0611",1,2007,"7/2/2007","Midwest",0.2,0.11,0.1,12.93360842,9,1.223488295,0.2,24.0270856735664,58.684752313867,10.58333333,1096.61,1.09661,1.993076923,895.390612316,0.275851569646549,4,"Moderate",7.972307692,"DAM",0.334577387486279,3.84973610679913,36.2137362447824,0.527786402,0.4553451
"NLA06608-0614",1,2007,"6/27/2007","West",0.08,0.77,0.95,0.52661604,16,2.881656665,0.1,13.6383638053315,35.9077442627984,13.83138889,1055.47,1.05547,-0.876923077,1141.2011393,0.538541642729442,6,"High",-5.261538462,"DAM",1.59942754919499,0.03813882532418,0.03813882532418,0,0
"NLA06608-0616",1,2007,"7/25/2007","Great Plains",0.19,0.95,3.36,0.101555154,2.9,1.211317198,0.7,6.38732491353319,35,16.63611111,857.21,0.85721,0.363846154,702.497657134,0.455317926052177,NA,NA,NA,"DAM",NA,0,0,0,0
"NLA06608-0617",1,2007,"6/19/2007","West",0.28,1.74,5.75,3.485464856,4.1,3.194375234,0.4,0.659572110486946,33.0773794791869,12.27916667,405.08,0.40508,-4.141538462,610.882966706,-0.449697991954282,6,"High",-24.849230772,"DAM",2.29643835616438,0.335510423190481,0.335510423190481,0,0
"NLA06608-0618",1,2007,"7/24/2007","Coastal Plains",0.14,0.1,0.088888889,7.447103782,5.8,4.616656621,0.4,65.9208448048992,42.064792240688,20.50666667,1143.8,1.1438,-2.884615385,1399.01721712,0.785442569889122,6,"High",-17.30769231,"DAM",2.27308474576271,0.461902728719482,12.3122307184722,0.011644607,0
"NLA06608-0619",1,2007,"7/18/2007","Midwest",0.04,0.09,0.1,0.595945523,11.1,1.427720547,0.9,8.83822661670369,77.7415982076176,11.9825,869.66,0.86966,1.201538462,977.824586013,0.757363213179968,5,"Moderate",6.00769231,"NONE",NA,5.51233793391886,78.3730656629026,0.029276453,17.72062
"NLA06608-0622",1,2007,"7/24/2007","Midwest",0.24,0.29,0.27,1.687394891,14.1,2.207562111,0.5,2.45520434656454,56.1578741368224,8.593611111,602.23,0.60223,0.987692308,654.095966639,-1.13359378649761,4,"Moderate",3.950769232,"DAM",0.169451007644197,6.60895012803317,48.567247896598,3.280087794,0
"NLA06608-0623",1,2007,"6/20/2007","Appalachians",0.05,0.2,0.35,4.246547659,4.5,2.977871601,0.6,1.23544819968451,43.551582278481,12.01,1012.63,1.01263,3.170769231,984.950462956,-1.63125398913045,NA,NA,NA,"DAM",NA,11.4523121387283,29.7326589595375,0.686416185,0
"NLA06608-0624",1,2007,"6/5/2007","Midwest",0.08,0.41,0.19,0.318215256,10.7,2.723754089,0.3,13.6096090790694,18.9104794229953,14.64888889,889.4,0.8894,-2.006153846,1033.33083792,1.08158519816347,NA,NA,NA,"DAM",NA,4,66.9952606635071,10.36966825,0
"NLA06608-0625",1,2007,"9/19/2007","West",0.09,1,9.666666667,0.067956379,12.9,1.445116939,0.777777778,6.32969637319257,62,7.305555556,662.08,0.66208,-2.154615385,948.90863347,0.180207560409882,0,"Low",0,"NONE",NA,0,0,0,0
"NLA06608-0627",1,2007,"7/19/2007","Midwest",0.61,0,0,0.834866256,6.7,1.602904473,1,1.02536603454722,64.0879689521345,9.161111111,651.7,0.6517,-1.31,790.942135829,-0.334250737961209,2,"Low",-2.62,"NONE",NA,0.905562742561449,21.8813527998521,0.092404361,0
"NLA06608-0628",1,2007,"6/25/2007","Great Plains",0.44,0.91,6.7,3.25898413,4.3,1.170786001,0.8,0.126827204770709,52,12.38611111,446.44,0.44644,0.299230769,460.649133315,-0.611280749517156,4,"Moderate",1.196923076,"DAM",0.877543186180422,0,0,0,0
"NLA06608-0630",1,2007,"7/30/2007","Midwest",0.52,0.5,0.77,0.2065458,2.5,1.842253687,0.3,0.640794485532023,61.2532051282051,7.106944444,616.32,0.61632,-3.916153846,788.026763623,-0.351279950547546,0,"Low",0,"NONE",NA,0,0,0,0
"NLA06608-0632",1,2007,"6/12/2007","Midwest",0.68,0.2875,0.3875,0.758123787,8,1.723163191,0.5,66.790046330521,14,15.40333333,1180.98,1.18098,-0.157692308,1072.0596838,1.30780734172259,NA,NA,NA,"DAM",NA,9.24428822495606,45.834797891037,8.506151142,0
"NLA06608-0634",1,2007,"8/22/2007","Great Plains",0.73,0.02,0.03,0.1278636,2.1,1.310947433,0.9,1.08985327171767,24,7.298055556,452.97,0.45297,-1.08,457.799539805,-0.623848006971048,4,"Moderate",-4.32,"NONE",NA,0,67.1284634760705,0,0
"NLA06608-0635",1,2007,"8/22/2007","Great Plains",0.09,0.06,0.722222222,1.898164828,6.7,1.634330377,1,0.129590861333777,60.4317743800591,12.50388889,417.89,0.41789,-1.413846154,409.044440016,-0.83886740854125,NA,NA,NA,"DAM",NA,0.0449357418890986,54.6059135436326,0.341511638,7.315539
"NLA06608-0637",1,2007,"8/6/2007","West",0.1,NA,NA,53.76669903,23,5.385054974,NA,0.963336324462841,74.6726832405347,7.365,435.16,0.43516,-1.07,654.276417828,-0.368834973297553,7,"High",-7.49,"DAM",3.60459130434783,0.0942710462950343,0.0942710462950343,0,0
"NLA06608-0641",1,2007,"7/25/2007","West",0.04,0.177777778,1.344444444,0.270003944,4.8,1.584345638,1,1.26322536265174,75,9.691111111,498.72,0.49872,-0.894615385,672.509791557,-0.334857366034236,1,"Low",-0.894615385,"NONE",NA,0,0.546234880998829,0,0
"NLA06608-0648",1,2007,"8/1/2007","Great Plains",0.82,0.13,0.34,0.102933147,1.4,1.223662641,1,7.3928066765082,75,11.19055556,795.25,0.79525,1.023846154,616.408183014,0.0756467267953529,0,"Low",0,"NONE",NA,0,0,0,0
"NLA06608-0649",1,2007,"9/19/2007","West",0.09,3.95,14.8,0.700184469,6.5,1.696554611,1,13.5246941809902,57.8001487390981,10.10722222,855.75,0.85575,-2.976923077,1573.52238482,1.34416553385297,6,"High",-17.861538462,"DAM",2.37131483253589,1.427439,1.427439,0,0
"NLA06608-0650",1,2007,"7/25/2007","West",0.14,0.6,16.95,24.5915098,5.6,1.85710722,1,2.74131085323358,81.2211790195901,6.637222222,495.09,0.49509,-1.418461538,867.385449122,0.0282903792123219,5,"Moderate",-7.09230769,"DAM",1.10612903225806,0,0.0690867981409371,0,0.1004899
"NLA06608-0651",1,2007,"7/17/2007","Appalachians",0.23,1.18,6.85,3.941979323,9.1,4.562725888,0.8,6.56368810060854,36.176302364489,19.93055556,923.93,0.92393,-3.314615385,1428.92260089,1.53836899718369,6,"High",-19.88769231,"DAM",1.63073929961089,1.73347155033402,3.01773784842202,0,0
"NLA06608-0654",1,2007,"8/14/2007","Midwest",0.76,0.111111111,0.633333333,0.218964382,1.8,1.235722894,0.777777777,2.57838177270767,70,7.251388889,576.41,0.57641,-2.315384615,786.232847276,-0.361758538074825,0,"Low",0,"NONE",NA,0,0,0,0
"NLA06608-0657",1,2007,"9/13/2007","Appalachians",0.17,0.1,0.05,0.472753522,2.4,1.370500529,0.7,10.025943480309,50,6.151666667,1091.18,1.09118,3.421538462,1066.50936697,-1.04898552042804,0,"Low",0,"NONE",NA,0,0,0,0
"NLA06608-0658",1,2007,"7/26/2007","West",0.17,0.05,0.12,0.605596474,22,1.355839701,0.2,5.59711431768112,46,11.77611111,1783.73,1.78373,-0.363846154,1917.89995584,1.98590776062486,1,"Low",-0.363846154,"NONE",NA,1.23322451940515,1.23322451940515,0,0
"NLA06608-0659",1,2007,"6/26/2007","Midwest",0.13,0.06,0,0.372637069,6.2,2.430441497,0.8,11.5112428634952,20.6460746817947,5.851944444,577.85,0.57785,0.186923077,504.639199626,-2.00659760147978,6,"High",1.121538462,"DAM",2.37607667731629,0,60.2739726027397,0.578386606,0
"NLA06608-0660",1,2007,"7/12/2007","Midwest",0.21,0.13,0.43,0.189602,8.5,1.201432474,0.9,14.9686008914437,22.9895076674738,13.83666667,1081.69,1.08169,2.760769231,1072.54821957,1.3106609668845,3,"Moderate",8.282307693,"NONE",NA,41.415313225058,41.415313225058,0,0
"NLA06608-0661",1,2007,"8/8/2007","Appalachians",0.08,0.23,0.27,0.712545446,5.4,3.041751442,0.8,87.8177269868623,42.9269668830388,10.59472222,1010.86,1.01086,1.851538462,1128.22427738,-0.608388055136352,7,"High",12.960769234,"DAM",3.7355595026643,0.935772011909826,7.69885155253084,0.085070183,0
"NLA06608-0662",1,2007,"8/7/2007","Appalachians",0.08,0,0,1.408573466,3.5,1.502548779,0.8,3.30298717915222,50.064154940233,5.093611111,1240.77,1.24077,3.040769231,1172.87560989,-0.289611542376241,4,"Moderate",12.163076924,"DAM",0.6096,2.49659555152065,2.49659555152065,0,0
"NLA06608-0663",1,2007,"8/8/2007","Midwest",0.59,1.5,16.6,0.700771924,1,1.068165599,0.6,2.0314347767049,27.6385259139627,8.610555556,666.99,0.66699,2.530769231,601.373226871,-1.44155677722504,2,"Low",5.061538462,"NONE",NA,0,48.1712150379345,1.256935794,0
"NLA06608-0665",1,2007,"6/27/2007","Coastal Plains",0.08,0.13,0.15,0.597174532,3.4,2.554435322,1,19.5624354581786,59.8168316831683,19.19611111,936.83,0.93683,-0.344615385,1169.49659107,-0.60908243587159,5,"Moderate",-1.723076925,"DAM",1.98594900849858,0.568124175712691,0.568124175712691,0,0
"NLA06608-0671",1,2007,"8/16/2007","West",0.18,0.33,1.15,0.058322601,4.3,1.513281303,0.8,35.456444966712,68.7684231378764,2.4975,770.59,0.77059,-1.07,935.190239073,0.154643546638629,0,"Low",0,"NONE",NA,0,0,0,0
"NLA06608-0672",1,2007,"7/26/2007","Midwest",0.29,0.25,0.1,8.076806613,1.8,3.146651095,0.8,1.10386505782344,18.6632203608485,16.09194444,861.44,0.86144,-2.006153846,1062.71118655,1.25320109051892,NA,NA,NA,"DAM",NA,7.15143963330515,33.9637755329091,5.024253482,0.890036
"NLA06608-0674",1,2007,"7/26/2007","Appalachians",0.13,0.12,0.57,0.25551222,2.7,1.382831021,0.4,4.68779749028364,46.873231773667,8.883055556,1245.19,1.24519,1.103846154,1299.07699369,0.611370237378141,1,"Low",1.103846154,"NONE",NA,0.43525571273123,0.43525571273123,0.054406964,0
"NLA06608-0677",1,2007,"7/17/2007","West",0.6,0.5,35,0.898369153,3.2,1.156238392,1,0.540380766720293,68.9653721784447,11.81,289.08,0.28908,-1.993076923,472.994978669,-0.706650104793306,1,"Low",-1.993076923,"NONE",NA,0,10.5476527454602,0,10.08468
"NLA06608-0678",1,2007,"8/7/2007","West",0.04,0.1,0.05,1.021565812,3.1,2.407202327,0.9,238.854087105354,83.5338998863501,7.9875,1606.44,1.60644,-1.993076923,2216.51470741,2.54237168785413,1,"Low",-1.993076923,"NONE",NA,0.0814207928349703,0.0814207928349703,0,0
"NLA06608-0679",1,2007,"6/27/2007","Midwest",0.57,0.36,1.77,0.806717677,4,1.343871992,1,2.60352715389302,53,10.2525,779.03,0.77903,-3.080769231,812.329892301,-0.209321011678949,3,"Moderate",-9.242307693,"NONE",NA,73.9342965998131,74.5740780677162,0.201279563,0
"NLA06608-0681",1,2007,"6/14/2007","Appalachians",0.1,0.49,0.3,3.343315596,4.7,7.983371868,0.2,62.6661127520072,28.6088142121555,14.19972222,977.5,0.9775,-0.644615385,1302.17580025,0.633493356518957,7,"High",-4.512307695,"DAM",5.22682080924856,0.264787721030428,4.6584687191455,0,0
"NLA06608-0686",1,2007,"7/11/2007","Midwest",0.62,0,0,0.152656389,1.1,1.112662899,1,12.7338015705586,58.3374160561661,8.540277778,610.9,0.6109,0.987692308,668.908412756,-1.04707162876731,4,"Moderate",3.950769232,"NONE",NA,4.47107488290042,83.0524971105298,13.68696393,0
"NLA06608-0687",1,2007,"8/14/2007","West",0.04,0,0,0.149846452,13.5,1.180861309,1,19.546258347501,67,4.851388889,927.54,0.92754,0.813076923,1118.25007511,0.495772692950131,5,"Moderate",4.065384615,"DAM",0.632177777777778,0,0,0,0
"NLA06608-0690",1,2007,"7/3/2007","Appalachians",0.05,0.14,0.22,0.24341819,4.3,1.38521561,0.5,630.578670601815,53.0857985784089,12.1075,1212.86,1.21286,2.140769231,1276.2062174,0.448090310441804,6,"High",12.844615386,"DAM",2.33405405405405,25.1196172248804,31.4593301435407,0,0
"NLA06608-0692",1,2007,"7/10/2007","Great Plains",0.12,0.3,0.818181818,0.087401251,6.7,2.098697503,0.636363637,2.0569564235116,28.0715350223547,12.30277778,906.69,0.90669,2.763076923,645.030425797,0.201876342598257,NA,NA,NA,"DAM",NA,22.1074380165289,41.1157024793388,0,0
"NLA06608-0693",1,2007,"7/25/2007","West",0.03,0.5,0.16,0.697719105,5,3.33307555,0.2,1408.11857164496,64.130428806089,18.42388889,342.39,0.34239,-2.976923077,1078.48770019,0.421676128103237,7,"High",-20.838461539,"DAM",6.31767272727273,0,0,0,0
"NLA06608-0696",1,2007,"7/16/2007","Great Plains",0.15,0.5,1,0.121611937,4,1.894950597,1,21.8605342407629,32,17.89972222,1418.22,1.41822,0.551538462,954.736618516,1.56774043700525,6,"High",3.309230772,"DAM",2.09973333333333,0,36.0551724137931,0,0
"NLA06608-0707",1,2007,"7/12/2007","Great Plains",0.87,0.5,0.74,0.172138809,3.5,2.794616639,0.6,22.0891147653694,27.1435214327037,7.438055556,572.81,0.57281,-0.023846154,481.515740814,-0.519254982435298,2,"Low",-0.047692308,"NONE",NA,0,7.00299470168164,0,0
"NLA06608-0709",1,2007,"9/18/2007","Coastal Plains",0.96,0.5,5.62,0.395189832,2.1,1.114731728,0.6,7.70029942677017,66.6030856571361,23.70638889,1011.99,1.01199,-3.962307692,1282.79016345,0.0792684212816732,2,"Low",-7.924615384,"NONE",NA,6.48311566066596,29.1048946934934,0.292681492,3.335687
"NLA06608-0710",1,2007,"7/24/2007","Coastal Plains",0.12,0.11,2.08,0.152457411,4.9,1.123971281,0.9,9.35827020235573,58,12.39611111,1156.48,1.15648,1.821538462,1255.51221036,-0.0864673922904189,2,"Low",3.643076924,"NONE",NA,24.5901639344262,41.2687099073414,0,0
"NLA06608-0711",1,2007,"9/10/2007","Coastal Plains",0.12,0.042857143,0.128571429,6.24012216,6.5,2.766668388,1,63.010744946772,29.6590915464033,21.39694444,1824.06,1.82406,1.563076923,1535.10668759,1.61229710081832,6,"High",9.378461538,"DAM",2.1429170305209,3.61488541877915,17.1415534374366,0.010139931,0
"NLA06608-0712",1,2007,"7/24/2007","Great Plains",0.1,0,0,0.100550252,4.5,1.573050633,0.5,21.9095780886874,22.7951869806094,20.0825,1438.87,1.43887,0.816153846,908.126947239,1.3621827893184,NA,NA,NA,"DAM",NA,0,0,0,0
"NLA06608-0713",1,2007,"9/12/2007","West",0.18,13,81,3.858957227,11,3.057872064,0.5,21.6703912033281,63.6651206929624,10.63388889,310.81,0.31081,-3.613846154,931.087315736,0.146997813059749,5,"Moderate",-18.06923077,"DAM",1.4732,1.07513439179897,1.07513439179897,0,0
"NLA06608-0715",1,2007,"7/6/2007","West",0.03,0.1,0,0.793961847,46,2.459159177,0,67.985590021053,68.1619618345938,10.25888889,539.13,0.53913,-1.413846154,766.864128753,-0.159029531839336,5,"Moderate",-7.06923077,"DAM",1.41490672451193,0.0445500445500445,0.0445500445500445,0,0
"NLA06608-0717",1,2007,"6/14/2007","Coastal Plains",0.06,0.2,0.1,0.691143701,2.5,2.474467834,0.7,57.6744421424178,56.8916681785196,15.70972222,1010.51,1.01051,0.479230769,1112.70242594,-0.954153311714506,5,"Moderate",2.396153845,"DAM",1.92701333333333,53.5051155740811,56.435518504484,0.138941518,0.03789314
"NLA06608-0718",1,2007,"7/18/2007","Great Plains",0.6,0.3,2.01,0.64373918,1.3,1.498100151,0.5,0.0444900221552462,17,9.5275,389,0.389,-1.389230769,365.51763498,-1.03082902100041,5,"Moderate",-6.946153845,"DAM",1.7145,0.173385348938015,14.6077156480277,0,0
"NLA06608-0720",1,2007,"6/26/2007","Great Plains",0.3,0.3125,0.25,8.37628848,7.5,3.425494481,0.625,5.8659743829883,35.2361960021306,13.54555556,720.43,0.72043,1.036153846,543.058969914,-0.2478374620313,7,"High",7.253076922,"DAM",5.1108864,0.942023966197963,24.6865692318349,0,1.904828
"NLA06608-0721",1,2007,"7/5/2007","West",0.12,0,0,0.840329598,4.6,1.461051013,0.9,8.20785968152368,50.9966308150836,11.90083333,1562.13,1.56213,0.690769231,1670.19814017,1.52431929453316,6,"High",4.144615386,"DAM",1.85530434782609,1.24197888635893,17.8637963154626,0,0
"NLA06608-0723",1,2007,"8/18/2007","Great Plains",0.69,0.42,2.9,0.591068165,1.8,1.263568194,0.9,1.82731846400998,67.4824471688339,11.43611111,341.08,0.34108,1.023846154,479.390135232,-0.528629313370809,5,"Moderate",5.11923077,"DAM",1.92216216216216,0,0,0,1.913265
"NLA06608-0724",1,2007,"8/13/2007","Midwest",0.26,0.26,0.15,0.500729451,7.3,3.68680269,0,2.18550521737776,27,14.40527778,1085.47,1.08547,2.760769231,1131.64265106,1.6558421531635,NA,NA,NA,"DAM",NA,24.8285994123409,42.1155729676789,0.048971596,0
"NLA06608-0726",1,2007,"8/14/2007","Appalachians",0.02,0.1,0.19,0.120184641,5.5,1.314249282,0.9,250.373004123555,59.3321152973218,9.015,1240.99,1.24099,4.053846154,1288.96120406,0.539151202451374,1,"Low",4.053846154,"NONE",NA,0,0,0,0
"NLA06608-0727",1,2007,"6/23/2007","Midwest",0.54,NA,NA,0.29231901,3.5,1.145856797,NA,0.838103346379354,32,8.476111111,665.08,0.66508,2.456923077,608.24018541,-1.40144563925729,2,"Low",4.913846154,"NONE",NA,0,34.7442680776014,3.409758965,0
"NLA06608-0731",1,2007,"8/7/2007","Midwest",0.27,0.11,0.2,0.374469912,7,3.446013997,0.7,15.8138189109703,56.0369496855346,12.04361111,1018.64,1.01864,1.610769231,964.1482721,0.677477407675395,2,"Low",3.221538462,"NONE",NA,3.3175355450237,35.0710900473934,0.236966825,0
"NLA06608-0733",1,2007,"6/27/2007","West",0.36,0.37,0.04,1.850144512,1.7,1.601803323,0.6,19.9815407939334,48.3952800309135,19.3025,98.66,0.09866,-3.367692308,260.964526986,-1.10176554103812,6,"High",-20.206153848,"DAM",2.33091014492754,0.862913763066202,0.862913763066202,0,0
"NLA06608-0734",1,2007,"7/24/2007","Midwest",0.06,0.32,1.75,0.692784357,3.2,1.658345267,1,7.04997191776373,58,8.114722222,705.77,0.70577,-3.916153846,691.992240316,-0.912234846686258,1,"Low",-3.916153846,"NONE",NA,0.209132101777623,0.209132101777623,0,0
"NLA06608-0738",1,2007,"8/16/2007","Appalachians",0.11,0.075,0.09,0.769237037,14,1.929812588,0,6.24819475508068,45.4418807139747,9.361111111,1335.67,1.33567,4.053846154,1297.27523786,0.598507072763647,4,"Moderate",16.215384616,"DAM",0.270692717584369,0.722021660649819,0.722021660649819,0,0
"NLA06608-0743",1,2007,"6/26/2007","Midwest",0.21,0,0,0.35363978,8.4,2.034309123,1,13.1570002905895,54.0139920373631,9.588611111,702,0.702,-1.951538462,765.664540776,-0.481901709917025,4,"Moderate",-7.806153848,"NONE",NA,0.285035629453681,56.1638954869359,0.201900238,0.4513064
"NLA06608-0744",1,2007,"7/18/2007","Midwest",0.02,0.05,0,0.106921946,3.4,1.428219928,0.7,42.1104164291959,17.5031507089095,15.76666667,1316.48,1.31648,0.144615385,1007.60382094,0.931309072026626,6,"High",0.86769231,"DAM",2.05850434782609,0,27.479674796748,0,0
"NLA06608-0749",1,2007,"7/17/2007","Appalachians",0.05,0.23,0.21,0.154487724,2,3.015879027,1,281.22495990115,42.1337409447405,16.115,867.48,0.86748,0.786923077,1095.68882949,-0.840666377785285,4,"Moderate",3.147692308,"DAM",0.956771300448431,0,18.2397959183674,0.552721088,0
"NLA06608-0751",1,2007,"7/25/2007","Appalachians",0.08,0.3,0,7.446118187,26.4,6.540125231,0,42.0001495871502,61.9805067713321,17.57361111,744.98,0.74498,-2.25,1563.47700221,2.49898496132559,6,"High",-13.5,"DAM",1.54112359550562,0.227975391149558,0.227975391149558,0,0
"NLA06608-0753",1,2007,"7/19/2007","Appalachians",0.1,0.01,0.01,0.463642091,13.3,2.108164714,1,20.9481337016919,41.7581528068949,10.18861111,1130.51,1.13051,2.084615385,1224.24569675,0.0771317602059919,2,"Low",4.16923077,"NONE",NA,2.36580516898609,18.6679920477137,0.69582505,0
"NLA06608-0754",1,2007,"7/2/2007","Appalachians",0.13,0.4,0.2,1.257233774,23.2,2.056864104,0,2.94806427344673,51.0854128286719,11.21583333,1200.5,1.2005,2.140769231,1251.80442872,0.273880120885256,2,"Low",4.281538462,"DAM",0.090406779661017,3.01457042371462,3.80170825657344,0,0
"NLA06608-0755",1,2007,"6/20/2007","Great Plains",0.12,0,0,0.153270774,2.5,1.895083195,1,2.67500082477564,17,9.296388889,559.88,0.55988,-0.882307692,480.694001561,-0.522879011166477,5,"Moderate",-4.41153846,"DAM",1.8288,0.235155790711346,35.8612580834802,0,0
"NLA06608-0756",1,2007,"6/25/2007","Great Plains",0.42,0.24,0.03,0.810041152,6.5,1.819834958,0.5,14.9897707191054,24.1772696618389,18.04861111,1325.12,1.32512,0.264615385,935.053024766,1.480931988921,6,"High",1.58769231,"DAM",2.03501483679525,0.275103163686382,0.287607852944854,0,0
"NLA06608-0759",1,2007,"8/7/2007","Midwest",0.48,0.54,4.25,8.883375176,1,1.816433993,0.777777777,4.84184161485875,50.2659752407833,10.10555556,811.09,0.81109,0.439230769,779.473529483,-0.40124092711548,NA,NA,NA,"DAM",NA,0.21505376344086,66.3416965352449,44.57108722,0.1792115
"NLA06608-0761",1,2007,"9/6/2007","Appalachians",0.17,0.51,0.07,0.226427961,5.5,1.497964325,0,41.905190199244,35.290137272456,13.46305556,1503.73,1.50373,1.750769231,1269.60340029,0.400951224228706,5,"Moderate",8.753846155,"DAM",1.72432612312812,7.5927015891701,9.71159505591524,0,0
"NLA06608-0762",1,2007,"8/16/2007","Great Plains",0.64,0.2,1.39,0.347820173,3.5,1.570655479,0.9,7.07467817996859,23.4373623659676,7.601666667,480.9,0.4809,-0.923076923,438.009761658,-0.711124748743506,4,"Moderate",-3.692307692,"NONE",NA,0.0269016073710404,53.6922456116753,0.040352411,0.006725402
"NLA06608-0764",1,2007,"6/26/2007","Great Plains",0.21,0.51,1.65,2.022270082,10.4,2.498280086,0.9,513.575207381227,59.938278060049,12.5875,657.54,0.65754,1.585384615,416.924488139,-0.804114875184029,7,"High",11.097692305,"DAM",4.52590284142988,3.24786324786325,6.68896321070234,0.416202155,1.278335
"NLA06608-0765",1,2007,"6/5/2007","Appalachians",0.01,0,0,0.18170257,1.5,2.365011364,0.8,84.1625138042516,40.2413855118337,10.93138889,1132.35,1.13235,0.931538462,1214.08630232,0.004601420211668,7,"High",6.520769234,"DAM",4.6736,0.252908447142135,47.040971168437,0.606980273,0
"NLA06608-0766",1,2007,"7/18/2007","Midwest",0.39,0.3,1.17,1.80255754,16,1.542184465,0.4,1.5893503339039,25.0198887049865,7.335833333,557.88,0.55788,-0.023846154,497.84399627,-2.0462896045381,4,"Moderate",-0.095384616,"NONE",NA,0.248237513653063,64.5765068017079,2.090159865,0
"NLA06608-0769",1,2007,"7/24/2007","West",0.15,0.17,2.32,3.995960538,5.5,2.272541692,0.5,10.4307215553028,61.0319906685916,10.70611111,601.73,0.60173,-1.33,975.775511468,0.230273568082152,NA,NA,NA,"DAM",NA,0.554287577437235,2.09759808716443,0,0
"NLA06608-0770",1,2007,"5/8/2007","West",0.47,0.22,0,0.149479799,3,3.126458532,0.1,0.078851579551562,7,25.15222222,116.01,0.11601,-3.020769231,225.657834985,-1.16755901033278,3,"Moderate",-9.062307693,"NONE",NA,87.2159090909091,87.4125874125874,0,0
"NLA06608-0771",1,2007,"8/13/2007","Midwest",1.32,0.463636364,1.054545455,0.916386379,4.6,1.737307396,0.181818182,0.531641303656588,59.0701835712961,7.949444444,676.41,0.67641,-3.080769231,721.647661224,-0.739012207758613,1,"Low",-3.080769231,"NONE",NA,0,8.22143052891203,0,0
"NLA06608-0775",1,2007,"7/25/2007","Great Plains",0.06,0,0,0.082125724,4.6,1.615862455,0.7,22.4407883124415,10.9897439335032,19.46805556,947.79,0.94779,2.076153846,704.199499638,0.462823380012081,7,"High",14.533076922,"DAM",2.78295652173913,0,0.334104343356464,0,0
"NLA06608-0779",1,2007,"7/31/2007","Midwest",0.55,0,0,0.119784728,1.4,1.588390076,0.7,1.48706795498672,25,10.90333333,685.86,0.68586,2.77,645.01769972,-1.186621573811,4,"Moderate",11.08,"NONE",NA,0,66.4796633941094,4.628330996,0
"NLA06608-0781",1,2007,"7/26/2007","Appalachians",0.12,0.01,0,0.227240752,3.5,1.745976717,0.7,23.6386668629503,58.5373204615022,12.15888889,1210.42,1.21042,1.750769231,1205.36227065,-0.0576815226847959,4,"Moderate",7.003076924,"DAM",1.2157264957265,2.07050923335199,2.23838836038053,0,0
"NLA06608-0782",1,2007,"7/31/2007","Midwest",0.18,0.3,0.58,0.059451063,9.5,1.427524971,0.6,1.67936443625911,54,5.325555556,744.41,0.74441,-3.665384615,745.323780007,-0.600715746282686,0,"Low",0,"NONE",NA,0,0,0,0
"NLA06608-0783",1,2007,"8/14/2007","Midwest",0.35,0.4,0.14,3.271193671,1,5.942105269,0.3,33.0233024983497,36.1900637227501,12.70916667,1119.82,1.11982,2.774615385,998.101128201,0.875802137281887,5,"Moderate",13.873076925,"DAM",5.07274285714286,1.2742290291786,61.3705225584194,44.08334371,0
"NLA06608-0785",1,2007,"9/12/2007","West",0.13,0.183333333,0.016666667,0.509457104,7.5,2.380604917,0.5,1.06958525206864,39.2457316347184,13.39694444,153.07,0.15307,1.57,187.907477102,-1.23790621284518,NA,NA,NA,"DAM",NA,3.58631140295492,33.8047733299659,0,27.44033
"NLA06608-0792",1,2007,"8/16/2007","Great Plains",0.21,NA,NA,87.83073606,20,8.65881571,NA,17.4465436388488,12.2788284119807,20.25694444,1312.35,1.31235,0.816153846,988.2179909,1.71539975233663,6,"High",4.896923076,"DAM",2.0574,15.7761985104896,26.3936465736148,0,0.05146821
