"","COMID","X.x","SITE_ID","VISIT_NO","LON_DD83","LAT_DD83","X.y","CatAreaSqKm","WsAreaSqKm","CatPctFull","WsPctFull","inStreamCat","BFICat","BFIWs","X.x","ElevWs","ElevCat","X.y","PctCarbResidWs","PctNonCarbResidWs","PctAlkIntruVolWs","PctSilicicWs","PctExtruVolWs","PctColluvSedWs","PctGlacTilClayWs","PctGlacTilLoamWs","PctGlacTilCrsWs","PctGlacLakeCrsWs","PctGlacLakeFineWs","PctHydricWs","PctEolCrsWs","PctEolFineWs","PctSalLakeWs","PctAlluvCoastWs","PctCoastCrsWs","PctWaterWs","PctCarbResidCat","PctNonCarbResidCat","PctAlkIntruVolCat","PctSilicicCat","PctExtruVolCat","PctColluvSedCat","PctGlacTilClayCat","PctGlacTilLoamCat","PctGlacTilCrsCat","PctGlacLakeCrsCat","PctGlacLakeFineCat","PctHydricCat","PctEolCrsCat","PctEolFineCat","PctSalLakeCat","PctAlluvCoastCat","PctCoastCrsCat","PctWaterCat","X.x","OmWs","PermWs","RckdepWs","WtDepWs","OmCat","PermCat","RckdepCat","WtDepCat","X.y","AvgWetIndxWs","AvgWetIndxCat","X.x","CanalDensWs","CanalDensCat","X.y","DamDensWs","DamNIDStorWs","DamNrmStorWs","DamDensCat","DamNIDStorCat","DamNrmStorCat","X.x","NABD_DensWs","NABD_NIDStorWs","NABD_NrmStorWs","NABD_DensCat","NABD_NIDStorCat","NABD_NrmStorCat","X.y","RdDensWs","RdDensCat","X","Precip8110Ws","Tmax8110Ws","Tmean8110Ws","Tmin8110Ws","Precip8110Cat","Tmax8110Cat","Tmean8110Cat","Tmin8110Cat","PctNoDataCat_2002","PctIrrigated.AgLandCat_2002","PctNoDataCat_2007","PctIrrigated.AgLandCat_2007","PctNoDataCat_2012","PctIrrigated.AgLandCat_2012","PctNoDataWs_2002","PctIrrigated.AgLandWs_2002","PctNoDataWs_2007","PctIrrigated.AgLandWs_2007","PctNoDataWs_2012","PctIrrigated.AgLandWs_2012"
"71",1935812,271,"NLA12_KY-103",1,-82.87261725,38.48626189,253189,3.5514,14.1399,100,100,1,25,25,253189,238.468824391,214.347833249,253189,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,253189,0.760009547450831,2.22026732862326,87.3820278785564,113.84436509452,0.760038013177902,2.22106436898125,87.4178890015205,113.857379624937,253189,292.100884730444,380.869488089204,253189,0,0,253189,0,0,0,0,0,0,253189,0,0,0,0,0,0,253189,0.869727612087073,0.769969804125697,253189,1082.10662118,30.2669341178,11.9423962844,-5.43060277765,1080.51427412,30.4875316379,12.1265926726,-5.43862144729,100,0,100,0,100,0,100,0,100,0,100,0
"72",2239997,123,"NLA12_FL-141",1,-85.70778846,30.51614943,216689,2.4048,2.6073,100,100,0,71,71,216689,34.2465619606,34.5376908683,216689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,216689,2.06316189161201,27.6727614773904,152.4,145.70743872972,2.05500748502994,27.6687836826347,152.4,145.353555389222,216689,489.340697273041,492.204341317365,216689,0,0,216689,0,0,0,0,0,0,216689,0,0,0,0,0,0,216689,1.25484924010701,1.3384685109244,216689,1542.73031584,25.9129462757,19.2890452897,12.660394632,1542.74074185,25.9128967095,19.2896870239,12.6614441843,100,0,100,0,100,0,100,0,100,0,100,0
"73",2254441,265,"NLA12_KS-125",1,-94.78795224,39.15644714,274519,6.7824,20.6172,100,100,1,21,21.2730487166056,274519,285.751288196,272.357586253,274519,0,0,0,0,0,0,0,30.6923345556138,0,0,0,0,0,69.2552819975554,0,0,0,0.0523834468308015,0,0,0,0,0,0,0,0,0,0,0,0,0,99.8407643312102,0,0,0,0.159235668789809,274519,1.17456347127641,2.71232931726908,148.393040859089,153.297729614109,0.998561571125265,3.11916268577495,150.011819267516,150.246770169851,274519,390.711629125196,414.412553078556,274519,0,0,274519,0.14550957453,32405.0844538,4172.9832373,0.147440434065,4910.35031847,2727.97239915,274519,0.04850319151,27341.2665153,2153.7977999,0,0,0,274519,5.28797487497817,4.6524542604034,274519,1023.17997178,31.8634271025,12.7552341663,-7.68318910416,1020.18157825,31.9251722199,12.8004517488,-7.67932573133,100,0,100,0,100,0,100,0,100,0,100,0
"74",2255595,260,"NLA12_KS-109",1,-95.04339042,39.34884684,274524,0.2178,1.5228,100,100,1,20,20,274524,318.378800236,303.298057851,274524,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,274524,1.66474586288416,2.02722813238771,133.104627659574,144.41646572104,2.1,1.9,107.13,117.27,274524,347.686761229314,350.677685950413,274524,0,0,274524,0.656685053848,92340.8983452,73710.7171001,4.59136822773,645623.140496,515365.84022,274524,0.656685053848,92340.8983452,73710.7171001,4.59136822773,645623.140496,515365.84022,274524,1.73254742816785,1.57560253143388,274524,974.430893593,31.9429075836,12.6180060947,-8,977.262470843,32,12.598849801,-8,100,0,100,0,100,0,100,0,100,0,100,0
"75",2260859,991,"NLA12_WI-147",1,-91.75370431,46.3452418,281843,21.2769,21.2769,100,100,1,60,60,281843,345.73941796,345.73941796,281843,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,281843,13.22,26.21,152.4,144.47,13.22,26.21,152.4,144.47,281843,580.03735036589,580.03735036589,281843,0,0,281843,0,0,0,0,0,0,281843,0,0,0,0,0,0,281843,1.73268004526881,1.73268004526881,281843,783.464996553,27.1951615573,4.99858872095,-19.153073448,783.464996553,27.1951615573,4.99858872095,-19.153073448,100,0,100,0,100,0,100,0,100,0,100,0
"76",2262729,423,"NLA12_MN-147",1,-92.58812118,46.01981243,76519,0.8748,0.8748,100,100,0,57,57,76519,300.373251029,300.373251029,76519,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,76519,14.4620987654321,27.9226851851852,152.4,123.046975308642,14.4620987654321,27.9226851851852,152.4,123.046975308642,76519,731.755144032922,731.755144032922,76519,0,0,76519,0,0,0,0,0,0,76519,0,0,0,0,0,0,76519,1.19050883192387,1.19050883192387,76519,786.298456262,11.6777375275,5.61554818192,-0.450416932534,786.298456262,11.6777375275,5.61554818192,-0.450416932534,100,0,100,0,100,0,100,0,100,0,100,0
"77",2332487,450,"NLA12_MO-119",1,-93.877775,38.43441184,52379,0.5112,0.5112,100,100,0,18,18,52379,230.092940141,230.092940141,52379,0,1.93661971830986,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0633802816901,0,0,0,1.93661971830986,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0633802816901,0,0,52379,1.02,1.55,146.05,58.82,1.02,1.55,146.05,58.82,52379,549.302816901409,549.302816901409,52379,0,0,52379,0,0,0,0,0,0,52379,0,0,0,0,0,0,52379,0.805715657193662,0.805715657193662,52379,1130.05571822,18.9420025282,12.7948621545,6.64102045331,1130.05571822,18.9420025282,12.7948621545,6.64102045331,100,0,100,0,100,0,100,0,100,0,100,0
"78",2350690,432,"NLA12_MN-167",1,-94.8104013,45.07766113,87474,6.2226,6.7761,100,100,0,52,52,87474,358.421965733,357.445862019,87474,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,87474,3.81028024970116,8.28116748572188,152.4,133.482276530748,3.83185565519236,8.0174587792884,152.4,132.610718831357,87474,563.089918979944,562.467312698872,87474,0,0,87474,0,0,0,0,0,0,87474,0,0,0,0,0,0,87474,1.15977465067738,1.1729922722129,87474,735.280083587,12.2573655242,6.70621111643,1.15041190534,735.264183833,12.2598679425,6.70983958665,1.15512642727,98.14868,1.851316,99.85537,0.1446341,100,0,98.24678,1.753221,99.86718,0.1328198,100,0
"79",2354274,404,"NLA12_MN-118",1,-94.0350912,44.94545187,282004,2.3769,2.3769,100,100,1,52.5539568345324,52.5539568345324,282004,306.165804619,306.165804619,282004,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,282004,4.23,3.33,152.4,123.79,4.23,3.33,152.4,123.79,282004,842.254449072321,842.254449072321,282004,0,0,282004,0,0,0,0,0,0,282004,0,0,0,0,0,0,282004,1.93323388265808,1.93323388265808,282004,754.011129985,28.4747443187,6.97886148864,-16.40586863,754.011129985,28.4747443187,6.97886148864,-16.40586863,100,0,100,0,100,0,100,0,100,0,100,0
"80",2365408,431,"NLA12_MN-163",1,-93.34520865,45.47428943,282093,12.1833,30.6468,100,100,1,55,54.801597556678,282093,285.993023611,284.237423358,282093,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,282093,13.3,28.01,152.4,111.86,13.3,28.01,152.4,111.86,282093,822.787765769999,799.659599615868,282093,0,0,282093,0,0,0,0,0,0,282093,0,0,0,0,0,0,282093,2.41990566453659,2.88659461286843,282093,823.860306311,28.1399042104,6.40237631088,-17.3910397582,826.817904743,28.1587063748,6.47808174119,-17.3531279025,100,0,100,0,100,0,100,0,100,0,100,0
"81",2484278,784,"NLA12_SD-154",1,-97.72143694,44.83195396,274085,9.2619,212.9535,100,100,1,24.8045865319211,25.3072079115863,274085,550.279655897,565.998549218,274085,0,0,0,0,0,0,0,72.5833104410118,0,27.4166895589882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.9506364784763,0,12.0493635215237,0,0,0,0,0,0,0,0,274085,1.92113288901271,6.35918179285515,152.4,152.663327304288,1.37936546496939,2.38673598289768,152.4,134.313780973666,274085,639.697445216914,624.844524341658,274085,0,0,274085,0,0,0,0,0,0,274085,0,0,0,0,0,0,274085,1.00474821069248,1.14144806177242,274085,600.800348811,28.8154455196,6.36167629263,-17.1744270542,589.557411563,28.6708584977,6.23943079383,-17.1598781728,100,0,100,0,100,0,97.52467,2.475329,99.03345,0.966549,96.06111,3.938888
"82",2485342,796,"NLA12_SD-198",1,-97.1985202,44.59545614,257269,11.2806,911.8053,100,100,1,26.3325355034307,26.2071902850312,257269,536.946968534,510.911201532,257269,0,0,0,0,0,0,0,87.1216256365257,0,12.8783743634743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.7686293282272,0,50.2313706717728,0,0,0,0,0,0,0,0,257269,2.20550476779837,3.18984769365539,152.4,155.554526967294,1.84077304964539,10.2581979695431,152.4,135.563245685279,257269,629.08518562022,866.504866762406,257269,0,0,257269,0,0,0,0,0,0,257269,0,0,0,0,0,0,257269,1.22870660389669,0.953162182024892,257269,626.729199742,29.0163482692,6.53229652731,-16.8716543425,633.690340637,29.1300467702,6.59210467334,-16.6922697085,95.38854,4.611457,97.67831,2.321685,98.89102,1.108984,97.59781,2.40219,97.42577,2.574234,96.24278,3.757217
"83",2487240,762,"NLA12_SD-109",1,-97.11673425,44.32793752,16891,9.7848,10.9224,100,100,0,28,28,16891,552.366761701,551.424797645,16891,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,16891,2.32,2.68,152.4,156.36,2.32,2.68,152.4,156.36,16891,546.987804878049,544.961736571008,16891,0,0,16891,0,0,0,0,0,0,16891,0,0,0,0,0,0,16891,1.93765316402439,2.08365068961553,16891,655.692128111,12.8111125596,6.99598207652,1.17609622159,655.675684173,12.8126413742,6.99531527588,1.17353376048,100,0,95.7781457,4.221854305,100,0,100,0,96.21786421,3.782135794,100,0
"84",2511525,451,"NLA12_MO-120",1,-91.28285684,38.93934838,68340,0.1152,0.1152,100,100,0,11,11,68340,233.356484375,233.356484375,68340,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,68340,0.72,0.94,152.4,51.73,0.72,0.94,152.4,51.73,68340,615.5859375,615.5859375,68340,0,0,68340,0,0,0,0,0,0,68340,0,0,0,0,0,0,68340,1.04983105742969,1.04983105742969,68340,1052.21351623,18.562790513,12.5674933195,6.57109893859,1052.21351623,18.562790513,12.5674933195,6.57109893859,51.5625,48.4375,100,0,100,0,51.5625,48.4375,100,0,100,0
"85",2529647,440,"NLA12_MO-103",1,-94.49779458,39.41430868,274769,121.0887,543.1977,100,100,1,21.9855436551883,21.0616433022452,274769,297.122268517,278.211617475,274769,0,19.9826692933346,0,0,0,0,0,76.341597175393,0,0,0,0,0,0,0,3.67573353127232,0,0,0,13.6038292590473,0,0,0,0,0,69.9070185739875,0,0,0,0,0,0,0,16.4891521669652,0,0,274769,1.04181304641132,1.27149817794004,149.822328590923,96.3403578699531,1.14834570367048,1.50582571953564,144.874212215382,109.959647154458,274769,510.8652844075,649.602721806411,274769,0,0,274769,0.0239323546473,565241.424255,331492.341297,0.0412920445921,2512846.47833,1474059.56856,274769,0.00736380142994,1121706.30141,658009.413589,0.0165168178368,5021985.04072,2945959.5817,274769,1.45532835558435,1.38692139179296,274769,990.657570291,31.3286503212,11.8132708853,-8.81711201286,980.971650194,31.4757073083,12.0730388663,-8.6100184625,99.88628,0.1137183,100,0,100,0,99.97465,0.02534989,100,0,100,0
"86",2554839,65,"NLA12_CA-208",1,-121.8782454,41.99178315,251585,49.4361,50.814,100,100,0,75.8436891259626,75.8274353524619,251585,1470.62452373,1469.3034277,251585,0,0,0,37.1307120085016,46.9394261424017,0,0,0,0,0,0,0,0,0,15.9298618490967,0,0,0,0,0,0,37.208032187005,46.4508729450745,0,0,0,0,0,0,0,0,0,16.3410948679204,0,0,0,251585,3.00655756287637,3.95444385405597,126.775815444563,163.445538788523,3.05011560377942,3.96259535036138,127.019671940141,162.916190354822,251585,482.868544102019,484.149775164303,251585,0,0,251585,0,0,0,0,0,0,251585,0,0,0,0,0,0,251585,2.25869798528162,2.24814349560342,251585,557.261749288,14.5762481441,7.65226261631,0.721637183309,555.932644033,14.5876174165,7.65800442735,0.721718360793,96.86322,3.136777,97.20548,2.794517,97.14359,2.856415,96.77294,3.227063,97.10592,2.894084,97.04924,2.950762
"87",2580363,815,"NLA12_TX-112",1,-97.74526454,31.14844072,319745,3.735,3.735,100,100,1,36.1520481927711,36.1520481927711,319745,285.016359036,285.016359036,319745,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319745,1.43057831325301,2.1324265060241,124.169530120482,182.88,1.43057831325301,2.1324265060241,124.169530120482,182.88,319745,525.994698795181,525.994698795181,319745,0,0,319745,0.267737617135,67370.7951807,23777.9277108,0.267737617135,67370.7951807,23777.9277108,319745,0.267737617135,67370.7951807,23777.9277108,0.267737617135,67370.7951807,23777.9277108,319745,3.40463527684337,3.40463527684337,319745,858.436374099,35.7000007629,19.3669541623,1.68289160349,858.436374099,35.7000007629,19.3669541623,1.68289160349,100,0,100,0,100,0,100,0,100,0,100,0
"88",2585375,597,"NLA12_NJ-101",1,-74.78413343,40.95091108,328469,1.6083,7.6446,100,100,1,58.9843312814773,58.5373204615022,328469,210.326134919,210.957716844,328469,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,328469,5.32189545561573,9.0414410171886,142.492635978338,100.938356486932,4.41407946278679,12.1206939003917,145.311969781757,97.6373810856184,328469,464.573228161055,510.494124230554,328469,0,0,328469,0,0,0,0,0,0,328469,0,0,0,0,0,0,328469,2.94730688617848,5.73873515836598,328469,1205.36227065,28.1463033652,9.70059184026,-8.80055330825,1211.0398978,27.906714932,9.69545900828,-8.95058752613,100,0,100,0,100,0,100,0,100,0,100,0
"89",2587231,734,"NLA12_PA-117",1,-75.16195457,40.92316393,176840,0.3825,0.3825,100,100,0,51,51,176840,235.965058824,235.965058824,176840,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,176840,1.2,3.04,144.39,63.09,1.2,3.04,144.39,63.09,176840,495.030588235294,495.030588235294,176840,0,0,176840,0,0,0,0,0,0,176840,0,0,0,0,0,0,176840,2.64241440604706,2.64241440604706,176840,1260.7988106,15.6664745555,9.7861119708,3.89979512664,1260.7988106,15.6664745555,9.7861119708,3.89979512664,100,0,100,0,100,0,100,0,100,0,100,0
"90",2599441,735,"NLA12_PA-118",1,-75.48540368,41.28167082,328644,0.8217,0.8217,100,100,1,49,49,328644,584.235564074,584.235564074,328644,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,328644,2.07,3.28,130.3,84.12,2.07,3.28,130.3,84.12,328644,752.254107338445,752.254107338445,328644,0,0,328644,1.2169891688,1217417.88974,944211.902154,1.2169891688,1217417.88974,944211.902154,328644,1.2169891688,1217417.88974,944211.902154,1.2169891688,1217417.88974,944211.902154,328644,9.83765604462213,9.83765604462213,328644,1248.30637376,25.0702083729,7.62908734262,-11.7297918177,1248.30637376,25.0702083729,7.62908734262,-11.7297918177,100,0,100,0,100,0,100,0,100,0,100,0
"91",2601509,728,"NLA12_PA-109",1,-76.28316084,41.34409259,328671,4.7601,7.6437,100,100,1,39.4798638684061,39.2988343341575,328671,692.905862475,689.037364341,328671,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,328671,0.690499234663841,2.45029082774049,131.813586482986,93.4846426468857,0.69,2.45,131.82,93.49,328671,594.414929942305,626.671393458121,328671,0,0,328671,0.130826693879,643874.720358,225920.954512,0.210079620176,1033924.74948,362780.613853,328671,0,0,0,0,0,0,328671,1.67714445019428,1.55743647898847,328671,1408.71528748,24.5763807602,7.22498141101,-10.3775931598,1411.58527136,24.6062018272,7.28509626606,-10.3429758941,100,0,100,0,100,0,100,0,100,0,100,0
"92",2616124,723,"NLA12_PA-103",1,-75.13281395,41.69578514,328920,0.9234,2.0502,100,100,1,41,41,328920,413.374543459,405.422621832,328920,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,328920,0.820755048287972,2.49512291483758,130.824920983319,92.6587884108867,0.791247563352827,2.48611111111111,131.02365497076,92.8247953216374,328920,524.929762949956,576.948343079922,328920,0,0,328920,0.487757291972,49695.3702078,0,0,0,0,328920,0.487757291972,49695.3702078,0,0,0,0,328920,1.40821178703687,1.93857194631579,328920,1171.58648993,26.650921974,7.63844438872,-10.9582088745,1171.67620314,26.7730994941,7.67518431029,-11.0810915341,100,0,100,0,100,0,100,0,100,0,100,0
"93",2643694,1003,"NLA12_WI-171",1,-92.53857737,45.7344156,77786,0.9072,0.9072,100,100,0,58,58,77786,293.243690476,293.243690476,77786,0,0,0,0,0,0,0,27.9761904761905,0,72.0238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9761904761905,0,72.0238095238095,0,0,0,0,0,0,0,0,77786,5.39464285714286,16.5122321428571,152.4,139.234732142857,5.39464285714286,16.5122321428571,152.4,139.234732142857,77786,754.116071428571,754.116071428571,77786,0,0,77786,0,0,0,0,0,0,77786,0,0,0,0,0,0,77786,2.2153675209623,2.2153675209623,77786,810.753504738,12.2232874972,6.17240514736,0.116002115473,810.753504738,12.2232874972,6.17240514736,0.116002115473,100,0,100,0,100,0,100,0,100,0,100,0
"94",2646734,996,"NLA12_WI-155",1,-92.47540024,45.38632167,282569,2.4138,40.2354,100,100,1,61,60.8669977184271,282569,357.173716727,337.978672632,282569,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,282569,2.11679128628701,19.918869246003,152.4,166.723439115104,1.7382475764355,21.5982624906786,152.4,167.9056748695,282569,626.846530667025,613.677852348993,282569,0,0,282569,0,0,0,0,0,0,282569,0,0,0,0,0,0,282569,1.81303241225339,1.81202655008203,282569,788.366716705,27.3191316497,6.28296723133,-17.5547557227,795.138313949,27.4746084043,6.3497651267,-17.6000003815,100,0,100,0,95.19016,4.809843,100,0,100,0,98.78092,1.219076
"95",2646860,968,"NLA12_WI-108",1,-92.42532377,45.32642671,282574,35.3529,284.8473,100,100,1,61.4562765713704,60.7906425653324,282574,355.581404184,327.201220947,282574,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,282574,2.73456747265843,16.6996261381896,152.352853843064,163.559753648902,2.32912659079785,15.1567737199486,151.969232886768,156.416111213067,282574,602.789792636265,707.423436266898,282574,0,0,282574,0.00702130580139,127744.444128,70584.2182812,0.0282862226295,251211.527201,150029.106523,282574,0.00702130580139,127744.444128,70584.2182812,0.0282862226295,251211.527201,150029.106523,282574,1.88050439450295,2.14890447397469,282574,800.93346159,27.3381431119,6.35293442529,-17.5315915778,801.943071887,27.5528018103,6.3596390654,-17.5228075512,100,0,100,0,99.37374,0.626257,100,0,99.90742,0.09257592,99.72417,0.275832
"96",2647022,964,"NLA12_WI-103",1,-92.56438162,45.31579972,282584,40.0932,40.0932,100,100,1,58.9694935799587,58.9694935799587,282584,346.981982356,346.981982356,282584,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,282584,2.5384964532639,18.9741240908683,152.4,163.49492816737,2.5384964532639,18.9741240908683,152.4,163.49492816737,282584,577.559778216755,577.559778216755,282584,0,0,282584,0,0,0,0,0,0,282584,0,0,0,0,0,0,282584,1.68120722286522,1.68120722286522,282584,783.784627043,27.4220076569,6.344076796,-17.5111026732,783.784627043,27.4220076569,6.344076796,-17.5111026732,100,0,100,0,99.70369,0.2963096,100,0,100,0,99.70369,0.2963096
"97",2647518,422,"NLA12_MN-145",1,-92.81783999,45.18204986,79753,3.8925,7.9092,100,100,0,57.9606936416185,57.5175238962221,79753,293.098819982,293.586991908,79753,0,0,0,0,0,0,0,6.34956759217114,0,93.6504324078289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9017341040462,0,87.0982658959538,0,0,0,0,0,0,0,0,79753,1.63740327719618,7.97474055530269,152.4,159.287858443332,1.63472369942197,10.2291907514451,152.4,160.72,79753,479.736117432863,469.642312138728,79753,0,0,79753,0,0,0,0,0,0,79753,0,0,0,0,0,0,79753,1.75600901833182,1.62439368150983,79753,825.955501224,12.6660961774,7.14969733514,1.6278499534,827.726428125,12.6438215112,7.14745779568,1.64614947482,100,0,100,0,100,0,99.84069,0.1593081,100,0,99.92035,0.07965407
"98",2675624,329,"NLA12_ME-126",1,-67.58003846,44.87076276,302944,0.6165,0.6165,100,100,1,57,57,302944,71.1629927007,71.1629927007,302944,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,302944,7.27,16.2,150.11,88.31,7.27,16.2,150.11,88.31,302944,471.973722627737,471.973722627737,302944,0,0,302944,0,0,0,0,0,0,302944,0,0,0,0,0,0,302944,1.43702862227883,1.43702862227883,302944,1250.79560458,25.7251098689,6.10656325069,-13.8999996185,1250.79560458,25.7251098689,6.10656325069,-13.8999996185,100,0,100,0,100,0,100,0,100,0,100,0
"99",2675794,317,"NLA12_ME-107",1,-67.69865499,44.76671955,302985,3.2598,3.2598,100,100,1,55,55,302985,87.3337603534,87.3337603534,302985,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,302985,3.78113749309774,10.2085753727223,148.926493649917,95.7700883489785,3.78113749309774,10.2085753727223,148.926493649917,95.7700883489785,302985,628.528161236886,628.528161236886,302985,0,0,302985,0,0,0,0,0,0,302985,0,0,0,0,0,0,302985,0.682183411540585,0.682183411540585,302985,1259.35537078,24.819050108,6.12370469199,-13.2218664047,1259.35537078,24.819050108,6.12370469199,-13.2218664047,100,0,100,0,100,0,100,0,100,0,100,0
"100",2677430,328,"NLA12_ME-122",1,-67.20470823,44.78163002,303039,18.0801,88.0596,100,100,1,58,58.0561914884919,303039,43.5120261845,40.0350654587,303039,0,0,0,0,0,0,0,0,9.17583091451699,0,90.824169085483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,303039,5.48158681165938,10.9947806712726,112.092824087323,99.3921800008176,6.24,12.03,111.17,99.79,303039,562.245891418994,529.739857633531,303039,0,0,303039,0.0227118905832,30171.7918319,23910.5146969,0.110618857197,146952.501369,116456.787297,303039,0.0227118905832,30171.7918319,23910.5146969,0.0553094285983,128532.271392,102812.172499,303039,0.883207268981235,1.14281901338046,303039,1276.03844912,24.102265799,6.2178227942,-11.366390395,1272.08177491,23.9239933468,6.21829290846,-11.1416545937,100,0,100,0,100,0,100,0,100,0,99.79559,0.204407
"101",2678904,311,"NLA12_ME-101",1,-68.22634141,44.87942422,303065,5.7879,25.9389,100,100,1,49.5325765821801,49.6638215190313,303065,147.323835051,120.170772819,303065,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,303065,1.60944727802644,9.26363831928108,147.639391762951,100.075175392943,1.69478774685119,10.768560099518,148.876126574405,106.009452651221,303065,574.413344436349,622.548126263412,303065,0,0,303065,0,0,0,0,0,0,303065,0,0,0,0,0,0,303065,1.24171067551438,0.649137581901726,303065,1164.55931226,25.8036153055,5.77267288085,-15.1821658513,1166.9249953,26.0154719919,5.93217832262,-14.745234145,100,0,100,0,100,0,100,0,100,0,100,0
"102",2775006,66,"NLA12_CA-212",1,-121.2222947,39.96955481,374430,1.7802,2.8431,100,100,1,67.6097067745197,67.1225071225071,374430,1952.62198797,1923.83985844,374430,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374430,1.55,30.92,57.65,182.88,1.55,30.92,57.65,182.88,374430,376.117758784425,405.767947421638,374430,0,0,374430,0,0,0,0,0,0,374430,0.35172874679,262913.327002,222565.242165,0.561734636558,419890.394338,355451.769464,374430,0.917940321443495,1.40037357656724,374430,2168.61859121,26.0106996299,8.51229996436,-4.94605883951,2100.33535196,26.1372597591,8.61672606673,-4.96395342246,100,0,100,0,100,0,100,0,100,0,100,0
"103",2797909,45,"NLA12_CA-132",1,-122.6943291,40.50757762,374473,3.2157,30.9204,100,100,1,56,56.1129060426126,374473,1055.82283997,697.550643717,374473,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374473,0.749182675515194,17.867587320992,90.025500058214,182.859439399232,0.75,17.92,89.93,182.88,374473,259.845674700198,372.604254128184,374473,0,0,374473,0,0,0,0,0,0,374473,0.0323411081357,143611.596228,143611.596228,0.310974282427,1380890.0084,1380890.0084,374473,0.185520531101118,1.16797726073608,374473,1613.62087543,30.4304924869,12.2827083795,-0.797601578627,1214.89314113,32.5875733409,12.8779460465,-1.97223622409,100,0,100,0,100,0,100,0,100,0,100,0
