SITE_ID,pet_201110,pet_201111,pet_201112,pet_201201,pet_201202,pet_201203,pet_201204,pet_201205,pet_201206,pet_201207,pet_201208,pet_201209,E_avg_11_12,precip_201110,precip_201111,precip_201112,precip_201201,precip_201202,precip_201203,precip_201204,precip_201205,precip_201206,precip_201207,precip_201208,precip_201209,precip_201210,precip_201211,precip_201212,Precip_PT_avg_11_12,Precip_WY_11_12,VP_201110,VP_201111,VP_201112,VP_201201,VP_201202,VP_201203,VP_201204,VP_201205,VP_201206,VP_201207,VP_201208,VP_201209,VP_201210,Vpsat_201110,Vpsat_201111,Vpsat_201112,Vpsat_201201,Vpsat_201202,Vpsat_201203,Vpsat_201204,Vpsat_201205,Vpsat_201206,Vpsat_201207,Vpsat_201208,Vpsat_201209,Vpsat_201210,RH_201110,RH_201111,RH_201112,RH_201201,RH_201202,RH_201203,RH_201204,RH_201205,RH_201206,RH_201207,RH_201208,RH_201209,RH_201210,RH_PT_avg_11_12,tmean_201110,tmean_201111,tmean_201112,tmean_201201,tmean_201202,tmean_201203,tmean_201204,tmean_201205,tmean_201206,tmean_201207,tmean_201208,tmean_201209,tmean_201210,tmean_201211,tmean_201212,TMEAN_PT_avg_11_12,tdmean_201110,tdmean_201111,tdmean_201112,tdmean_201201,tdmean_201202,tdmean_201203,tdmean_201204,tdmean_201205,tdmean_201206,tdmean_201207,tdmean_201208,tdmean_201209,tdmean_201210,tdmean_201211,tdmean_201212,WaterYearPrecip_Avg_Ws,HmaUS_Avg_Ws,HmaUS_PrecipWeighted_Avg_Ws,HmaCIUS_Avg_Ws,OmaUS_Avg_Ws,OmaUS_PrecipWeighted_Avg_Ws,OmCIUS_Avg_Ws,WaterYearPrecip_Site,HmaUs_Site,OmaUS_Site
NLA12_NH-112,32.68614418,17.72053854,12.20850588,10.36092894,13.63624426,27.66031154,40.38336941,77.43242531,97.27925642,126.3472303,103.5261693,57.51162883,51.39606274,196.7899933,107.8499985,117.9000015,91.91999817,25.61000061,43.15999985,80.26999664,122.9199982,103.8499985,41.29999924,145.6900024,119.6500015,191.2799988,13.05000019,123.25,106.7838452,1388.189987,8.248992103,6.075191143,4.104776902,3.131909954,3.072621435,4.695173011,4.941844588,10.61358295,12.41077558,14.6650453,15.31754339,11.41189028,8.892767795,11.55389702,8.744271138,6.101281056,4.66941156,5.519987937,8.392838754,10.17132492,16.2190886,19.24490507,25.05828026,23.79450548,16.81911944,12.33691917,0.713957558,0.694762439,0.672772958,0.670729045,0.556635534,0.559426095,0.485860458,0.65438837,0.644886298,0.5852375,0.643742876,0.678507001,0.720825651,2.49585136,9.225000381,5.115000248,-0.019999981,-3.715000153,-1.414999962,4.519999981,7.329999924,14.3949995,17.07500076,21.31000137,20.47000122,14.96000099,10.21000004,2.25,-0.939999938,9.189231101,4.269999981,-0.079999998,-5.460000038,-9.050000191,-9.300000191,-3.640000105,-2.940000057,7.960000038,10.30000019,12.84000015,13.51000023,9.039999962,5.360000134,-4.429999828,-5.650000095,1180.10312,-58.66717757,-58.66933502,1.300914816,-8.707029471,-8.707314629,0.251602634,1161.268213,-58.17948914,-8.642242432
NLA12_NH-115,32.82276373,16.55275182,11.08979028,9.098147074,11.9119264,25.76724064,41.57437766,77.21127026,98.91072873,127.278951,105.4100494,55.41567912,51.08697301,150.9900055,118.1299973,101.4000015,93.62999725,29.28000069,55.15999985,88.66999817,133.9499969,168.3200073,57.90999985,143.2899933,132.5599976,173.2200012,14.22999954,150.0299988,111.2699997,1446.509996,8.231879654,5.54592678,3.764225598,2.797545575,2.891855818,4.397549931,5.087969945,10.40088335,12.76068849,15.3274755,16.47689346,11.53461468,8.85011136,11.68577998,8.26899667,5.62845245,4.109356504,4.773225595,7.765460382,10.4184616,15.94944229,19.24490507,24.85887213,23.97890013,16.13569149,12.06946115,0.704435619,0.670689202,0.668785182,0.680774611,0.605849391,0.5662961,0.488360964,0.652115802,0.663068404,0.616579683,0.687141336,0.714850968,0.733264828,2.443824315,9.395000458,4.304999828,-1.144999981,-5.444999695,-3.414999962,3.400000095,7.684999943,14.13500023,17.07500076,21.18000031,20.59500122,14.31500053,9.880000114,1.700000048,-1.900000095,8.612307988,4.239999771,-1.350000024,-6.619999886,-10.52000046,-10.09000015,-4.53000021,-2.539999962,7.659999847,10.72000027,13.52000046,14.64000034,9.199999809,5.289999962,-4.880000114,-6.360000134,1294.825943,-61.11094452,-61.11115091,0.870575831,-8.948118042,-8.948144217,0.170535315,1290.576259,-61.08955383,-8.945420265
NLA12_NH-R04,33.75002796,18.00880029,12.24886573,10.34762201,13.67874434,28.60826126,41.47830138,80.26348663,100.5862527,128.9089116,105.6065533,59.53528395,52.75175926,173.3899994,107.5400009,123.0199966,82.12999725,20.72999954,38.16999817,66.73999786,188.1699982,137.7100067,64.86000061,116.3600006,130.1000061,156.1900024,8.869999886,127.5400009,108.0853849,1405.110004,8.747279131,6.224368313,4.291581155,3.209302421,3.278428996,4.978018016,5.169982736,11.02845778,13.27585394,15.9031807,16.62584461,12.182289,9.412768081,11.98146731,8.950952831,6.175749403,4.69689493,5.559939134,8.717238566,10.45016902,16.77061203,19.81828166,25.45355907,24.20185045,17.41658284,12.62636188,0.730067437,0.695386115,0.694908565,0.683281715,0.589651958,0.571054466,0.494727188,0.65760616,0.669879164,0.624792025,0.686965844,0.699464936,0.745485372,2.572414378,9.770000458,5.454999924,0.150000095,-3.635000229,-1.315000057,5.069999695,7.729999542,14.91499901,17.54000092,21.56500053,20.74500084,15.50499916,10.55999947,2.200000048,-1.00999999,9.542692258,5.119999886,0.25999999,-4.860000134,-8.729999542,-8.449999809,-2.839999914,-2.319999933,8.529999733,11.31999969,14.09000015,14.77999973,10.02000046,6.190000057,-3.910000086,-4.880000114,1253.51956,-60.7957599,-60.79349922,1.323683852,-8.973044477,-8.972737729,0.262016497,1258.329247,-60.23080063,-8.896429062
NLA12_NJ-101,38.66253135,20.76059653,15.19242717,13.15821933,16.85639591,35.6082302,46.65259703,89.81497136,110.1140338,144.2830911,111.9493663,67.81998846,59.23937071,113.3700027,117.8899994,119.8700027,81.37999725,24.81999969,33.52000046,76.94999695,120.5899963,87.16999817,162.6600037,82.33000183,124.1200027,172.2599945,26.87999916,134.9400024,101.3023074,1316.929996,9.115064554,6.820720827,4.988916311,3.674867332,3.987309547,6.075191143,5.790580678,13.27585394,14.68415728,18.69821388,18.26389949,13.95502276,10.34481137,13.66984996,10.08214455,7.459986015,5.916503875,6.898150011,11.04698191,12.04140071,19.32415362,22.42685565,29.2683687,26.14866575,20.01275928,13.99619251,0.666800629,0.676514882,0.668756791,0.621121427,0.578025926,0.549941259,0.480889293,0.687008301,0.654757738,0.638853982,0.698463916,0.697306282,0.739116111,2.824433888,11.76500034,7.199999809,2.824999809,-0.450000048,1.710000038,8.555000305,9.845000267,17.13999939,19.51499939,23.86000061,22.00500107,17.69499969,12.125,3.279999733,2.325000048,11.83000005,5.71999979,1.549999952,-2.809999943,-6.940000057,-5.849999905,-0.079999998,-0.75,11.31999969,12.85999966,16.62000084,16.25,12.07999992,7.579999924,-3.24000001,-2.269999981,1131.466131,-49.53474181,-49.53411618,1.274338747,-7.893645572,-7.893562947,0.135356944,1142.749672,-49.47431946,-7.886482716
NLA12_NJ-102,37.87671145,20.46727864,14.93575624,13.03493142,16.55255655,34.0660562,45.69576774,89.99348211,107.1176781,139.6254653,108.1882702,68.38277295,57.99472724,140.8399963,110.4199982,122.4599991,85.84999847,18.80999947,35.31000137,76.18000031,158.3500061,112.5699997,96.86000061,83.23999786,117.2399979,153.3800049,24.53000069,165.9100037,100.8853846,1311.51,8.603925829,6.61647738,4.803014258,3.525733813,3.77553175,5.724410085,5.427115316,12.49330078,14.02828816,17.37765377,17.48908892,13.50480319,9.679542088,13.37229017,9.919340205,7.310044929,5.846945294,6.753610743,10.52804084,11.77968218,19.3730685,21.82743158,28.36212515,25.29012786,20.18352775,13.63848765,0.643414532,0.667027972,0.657043056,0.603004413,0.559038993,0.543729852,0.460718314,0.644879812,0.642690741,0.612706336,0.691538177,0.669100237,0.709722539,2.795108692,11.42999935,6.960000038,2.534999847,-0.61500001,1.410000086,7.840000153,9.515000343,17.18000031,19.07999992,23.34000015,21.45999908,17.82999992,11.7300005,3.024999857,2.194999933,11.51499998,4.880000114,1.120000005,-3.329999924,-7.489999771,-6.579999924,-0.910000026,-1.649999976,10.39999962,12.15999985,15.47000027,15.56999969,11.57999992,6.599999905,-3.769999981,-2.549999952,1137.04738,-49.71178269,-49.71155124,1.32679989,-7.924756055,-7.924727202,0.138875536,1146.323212,-49.64317703,-7.915873051
NLA12_NJ-103,41.05635034,22.85795398,16.37660921,14.09179531,18.26334568,36.71662436,49.69464494,91.44568998,116.434841,153.6436368,119.4732745,73.51930723,62.79783944,123.0299988,96.15000153,104.7300034,75.41000366,27.88999939,38.36000061,74.91999817,128.7299957,74.83000183,71.26999664,113.5100021,105.7600021,90.59999847,33.90999985,143.6499939,86.55307711,1125.190002,9.209147243,7.020711816,5.003480716,3.713723883,3.981367932,5.971829782,5.646714722,12.87926887,14.5888174,18.27551869,18.29877687,14.30610224,10.41494376,14.54609469,11.15496873,8.073691595,6.372292659,7.535985379,11.41570777,12.90054779,19.73100356,23.78715444,31.19576766,27.92689698,21.72553816,14.63641851,0.63310101,0.629379784,0.61972651,0.582792424,0.528314179,0.523123918,0.437711236,0.652742717,0.613306541,0.585833274,0.655238456,0.658492422,0.711577341,2.946219765,12.71500015,8.699999809,3.960000038,0.589999914,2.96999979,9.045000076,10.88500023,17.46999931,20.46500015,24.92000008,23.08499908,19.00500107,12.81000042,4.260000229,3.295000076,12.81692309,5.869999886,1.960000038,-2.769999981,-6.800000191,-5.869999886,-0.319999993,-1.100000024,10.85999966,12.76000023,16.26000023,16.28000069,12.46000004,7.679999828,-2.859999895,-1.720000029,1062.141099,-47.30410372,-47.30559348,1.167286554,-7.611165047,-7.611358028,0.09987847,1043.917281,-46.99942017,-7.57109642
NLA12_NJ-104,42.65433976,24.60030025,17.61507443,15.69601008,19.24354742,38.62322457,51.91744433,96.84907081,120.1281802,158.0114007,123.8041702,76.50984473,65.47105062,101.5800018,87.87000275,108.4899979,72.19999695,23.48999977,41.95000076,72.13999939,100.8799973,99.33999634,99.86000061,124.7900009,156.4600067,158.8699951,42.90999985,134.4900055,95.99384587,1247.919996,9.899155796,7.787121931,5.654848349,4.172405169,4.489301444,6.961640575,6.345165025,13.87300749,15.22841434,19.86830674,20.13279623,15.3672605,11.20743798,15.07110518,11.91783148,8.589114795,7.082721893,7.923737846,12.04140071,13.58487255,21.109792,24.82068461,32.38428675,29.11849823,22.65802963,15.71932904,0.656830118,0.65340091,0.658373824,0.589096287,0.566563601,0.57814209,0.467075786,0.657183524,0.61353724,0.613516885,0.691409154,0.67822581,0.712971778,3.100912378,13.26000023,9.68999958,4.855000019,2.085000038,3.690000057,9.845000267,11.67000008,18.54500008,21.15499878,25.54499817,23.77500153,19.68000031,13.90999985,5.150000095,4.965000153,13.66961531,6.929999828,3.440000057,-1.080000043,-5.239999771,-4.25,1.840000033,0.529999971,11.98999977,13.42000008,17.57999992,17.79000092,13.56000042,8.770000458,-1.549999952,0.07,1084.772451,-42.64181767,-42.64239499,1.22228061,-7.028854269,-7.028945735,0.142048827,1078.279822,-42.40838623,-6.998241901
NLA12_NJ-105,37.98477995,19.7901284,13.76535471,12.23532177,15.69971341,32.48919148,44.62139407,86.59961977,107.0844653,138.5164218,107.9940371,65.39152728,56.84766292,153.1300049,104.1200027,132.1399994,81.08999634,24.70999908,31.04999924,70.80000305,123.8000031,112.7900009,110,68.29000092,173.5299988,197.3699951,31.31999969,178.2200012,106.3707695,1382.820004,8.550713023,6.440567652,4.562595148,3.397482561,3.644594231,5.514017542,5.283731818,11.88612736,13.69229078,17.17866329,16.90565891,12.99026018,9.587697486,13.42956948,9.594231699,6.698928164,5.45857279,6.372292659,10.00044596,11.46543765,18.57993314,21.7526667,28.06279829,25.1971603,19.27535112,13.65640073,0.636707903,0.671295822,0.681093309,0.622412248,0.571943949,0.551377165,0.460839959,0.639729286,0.629453435,0.61215076,0.670935086,0.673931183,0.702066209,2.737045878,11.49499989,6.46999979,1.294999957,-1.569999933,0.589999914,7.079999924,9.109999657,16.52000046,19.02499962,23.16500092,21.39999962,17.10000038,11.75,3.010000229,1.199999928,11.03307694,4.789999962,0.74000001,-4.03000021,-7.980000019,-7.050000191,-1.429999948,-2.019999981,9.649999619,11.78999996,15.28999996,15.03999996,10.98999977,6.460000038,-4.150000095,-3.319999933,1209.193897,-51.67869843,-51.67924294,1.571639702,-8.179672016,-8.179745548,0.176926963,1204.351857,-51.54256821,-8.161149025
NLA12_NJ-106,40.47113078,22.01870287,15.63637065,13.84757047,17.88652319,36.65710386,49.17254197,92.39033553,116.9756343,152.6910607,119.4974956,72.15088376,62.44961281,123.9499969,98.94999695,118.9400024,72.23999786,23.53000069,26.57999992,64.55000305,113.2799988,87.34999847,95.18000031,107.25,120.8700027,167.25,31.77000046,145.3399963,93.83999985,1219.919998,9.158862269,6.922507724,4.949060304,3.672105982,3.942941113,5.954757174,5.662992542,12.83680668,14.52240763,18.19432462,18.06738217,14.03747066,10.25427079,14.35287921,10.76477875,7.722299073,6.286743624,7.384674354,11.40044467,12.73119622,19.86830674,23.79450267,30.88853492,27.85916914,21.30218474,14.65072521,0.638120208,0.643070135,0.640879129,0.584103027,0.533935679,0.522326747,0.44481229,0.64609465,0.610326168,0.589031648,0.648525521,0.658968591,0.699915577,2.920867955,12.51000023,8.170000076,3.319999933,0.400000095,2.679999828,9.024999619,10.68500042,17.57999992,20.46999931,24.75500107,23.04500008,18.68999863,12.82499981,4.605000019,3.184999943,12.62730762,5.789999962,1.75999999,-2.920000076,-6.949999809,-6,-0.360000014,-1.059999943,10.81000042,12.68999958,16.19000053,16.07999992,12.17000008,7.449999809,-3.019999981,-2.069999933,1107.932809,-49.71944073,-49.74197584,1.367116606,-7.921429156,-7.924473357,0.134439359,1065.011165,-47.67353821,-7.64450407
NLA12_NJ-107,38.45517278,20.3036665,14.47334897,12.63627289,16.52360922,34.46527696,45.86342733,90.21173624,109.5364244,142.2409582,110.4911402,65.81932449,58.41836318,120.1800003,99.43000031,115.0699997,80.30999756,24.29999924,39.09999847,66.34999847,131.7200012,134.7899933,120.5,64.59999847,211.8300018,135.6199951,21.87000084,111.3300018,103.3692295,1343.799984,8.990959922,6.68709335,4.78196963,3.565856381,3.869979948,5.865842652,5.573983315,12.77756826,14.43742175,18.3220592,17.90696162,13.71026779,10.13007751,13.61612475,9.88907786,7.115160842,5.683399042,6.76555102,10.66736185,11.79932953,19.34248262,22.21160984,28.75114011,25.74379086,19.39756729,13.92307683,0.660317094,0.676210001,0.672081733,0.627416156,0.572012529,0.549886911,0.472398309,0.660596083,0.649994388,0.637263744,0.695583713,0.706803466,0.727574632,2.775252192,11.70499992,6.915000439,2.150000095,-1.009999871,1.434999943,8.034999847,9.539999962,17.15499878,19.36000061,23.56499863,21.75,17.20000076,12.04500008,3.63499999,2.045000076,11.5265384,5.519999981,1.269999981,-3.390000105,-7.340000153,-6.25,-0.569999993,-1.279999971,10.73999977,12.60000038,16.29999924,15.93999958,11.81000042,7.269999981,-3.789999962,-2.869999886,1209.306006,-51.35317993,-51.35317993,1.497938991,-8.120950699,-8.120950699,0.16113618,1209.306006,-51.35317993,-8.120950699
NLA12_NJ-108,42.69675229,24.89985567,18.26393233,16.27350911,19.84224162,39.94460683,52.3624254,99.10729995,121.5966124,159.5179688,124.2807247,76.10785144,66.24114838,96.27999878,86.61000061,112.4100037,80.41999817,30.95999908,30.53000069,70.44999695,103.0999985,70.12999725,81.87999725,112.7699966,208.9100037,150.8600006,37.95000076,132.8699951,95.02384553,1235.309992,10.06848678,7.743852716,5.687488197,4.191022282,4.539158675,6.956738152,6.251032249,13.91851833,15.15941243,19.73100356,19.99386547,15.28778149,11.20743798,15.07599824,12.04941148,8.914164822,7.358863424,8.18923798,12.48089126,13.71926335,21.63756864,25.16624069,32.73395564,29.25953188,22.54568249,15.98035067,0.667848764,0.642674767,0.638028162,0.569520324,0.5542834,0.557391136,0.45563906,0.643257039,0.602370955,0.60276869,0.683328276,0.678080227,0.701326161,3.101503341,13.26499939,9.854999542,5.394999981,2.630000114,4.164999962,10.38500023,11.81999969,18.93999863,21.38000107,25.72499847,23.85499954,19.60000038,14.16500092,5.209999561,5.289999962,13.93692292,7.179999828,3.359999895,-1,-5.179999828,-4.099999905,1.830000043,0.319999993,12.03999996,13.35000038,17.46999931,17.68000031,13.47999954,8.770000458,-1.580000043,0,1076.785629,-42.04986689,-42.04987932,1.335255552,-6.957247604,-6.957248073,0.184085662,1082.859777,-42.06682587,-6.959102154
NLA12_NJ-118,35.99108429,19.61790841,14.78406991,12.63653797,16.30282025,33.73531424,43.96521722,86.74019191,100.02571,132.0257224,101.5675999,63.36131694,55.06279112,111.2900009,123.8700027,116.4800034,89.37999725,22.28000069,40.41999817,76.12000275,119.75,93.30999756,101.9899979,104.5699997,130.2700043,159.4100037,27.22999954,146.0899963,99.16461608,1289.140009,8.387042175,6.327137545,4.774973219,3.441493949,3.677630683,5.695674529,5.283731818,12.58464552,13.56704244,17.20067302,17.20067302,13.32837877,9.522572525,12.65563792,9.448168258,7.203159489,5.624401375,6.628200047,10.41494409,11.30925071,18.68635546,20.40682651,26.89336303,23.77980541,18.68042763,12.84104742,0.662711925,0.66966817,0.662899832,0.611886265,0.55484606,0.54687519,0.467204411,0.673467094,0.664828626,0.639588028,0.723331109,0.713494307,0.74157288,2.656923263,10.59500027,6.244999886,2.325000048,-1.154999971,1.144999981,7.680000305,8.904999733,16.61000061,18.00500107,22.46500015,20.45999908,16.60499954,10.81500053,2.369999886,1.855000019,10.82307702,4.510000229,0.49000001,-3.410000086,-7.809999943,-6.929999828,-0.980000019,-2.019999981,10.51000023,11.64999962,15.31000042,15.31000042,11.38000011,6.360000134,-4.25,-2.440000057,1130.783475,-50.22914928,-50.22938513,1.346812405,-8.001514318,-8.001545457,0.16076473,1130.50256,-50.05867767,-7.979027271
NLA12_NJ-119,37.9321446,20.30733675,14.41659047,12.83081627,16.27284124,33.83944877,45.35068919,88.08325177,107.8170366,139.3469192,108.817855,66.52245549,57.62811545,143.0700073,108.4199982,126.4199982,81.56999969,22.38999939,29.32999992,71.94000244,123.9700012,105.3499985,101.7699966,67.22000122,152.8000031,194.0200043,28.04999924,175.5700073,102.1746162,1328.27001,8.586155273,6.532621584,4.729720329,3.504501542,3.738898009,5.691580041,5.372456286,12.32873703,13.87300749,17.41101755,17.30002511,13.31084963,9.66637341,13.40310616,9.85554952,7.045457165,5.75741008,6.632894328,10.45369783,11.6740891,18.92479714,21.92975281,28.25917793,25.40676845,19.61929677,13.63401245,0.640609361,0.662836869,0.671314894,0.608694099,0.563690272,0.544456147,0.460203468,0.651459402,0.632611212,0.616119039,0.680921903,0.678457021,0.708989628,2.758244836,11.46500015,6.865000248,2.00999999,-0.829999924,1.154999971,7.735000134,9.380000114,16.81000137,19.15500069,23.27999878,21.53499985,17.38000107,11.72500038,3.154999733,1.924999833,11.35884637,4.849999905,0.939999998,-3.539999962,-7.570000172,-6.710000038,-0.99000001,-1.789999962,10.19999981,11.98999977,15.5,15.39999962,11.35999966,6.579999924,-3.970000029,-2.839999914,1139.900341,-50.52886626,-50.52919018,1.413525105,-8.027288269,-8.027331755,0.150236468,1135.687255,-50.24404144,-7.989049911
NLA12_NJ-131,43.59678972,25.36681971,18.31278558,16.47094918,20.00684458,38.97472166,51.14048806,95.83290715,118.4266347,159.5263923,124.5918795,76.26647197,65.70947368,104.3499985,109.5400009,104.7699966,66.56999969,40.43999863,65.90000153,78.01999664,76.04000092,136.6399994,50.11999893,131.6999969,63.90000153,205.9400024,44.54000092,174.0800018,94.91769174,1233.929993,10.28900996,8.00117713,5.891124396,4.374877228,4.684853158,7.17539817,6.408624769,13.91851833,15.39715946,20.47745659,20.47745659,15.51727597,11.35096694,15.37224022,12.21064263,8.853152223,7.395021601,8.229030899,12.1499568,13.41633242,21.0174672,24.66087662,32.9100437,29.43668224,22.6158402,15.88265801,0.669324042,0.655262575,0.66542676,0.591597627,0.569308004,0.59056985,0.477673374,0.662235758,0.624355723,0.622225141,0.695644177,0.686124231,0.714676784,3.114861484,13.56500053,10.05500031,5.295000076,2.700000048,4.235000134,9.980000496,11.4800005,18.47500038,21.04999924,25.81499863,23.95499992,19.64999962,14.06999969,5.619999886,5.75,13.87115381,7.5,3.829999924,-0.50999999,-4.599999905,-3.670000076,2.269999981,0.670000017,12.03999996,13.59000015,18.05999947,18.05999947,13.71000004,8.960000038,-1.25,0.400000006,1031.997895,-39.73830907,-39.73856294,1.289140972,-6.67182428,-6.671857626,0.170202865,1020.684949,-39.62053299,-6.656228542
NLA12_NJ-R01,38.60486904,20.6351743,14.57758053,12.90678751,16.58865447,34.27727091,45.93870337,88.4885235,109.9098257,143.0488348,111.991394,67.29053015,58.68817902,160.8300018,105.6399994,142.1799927,83.37000275,25.20000076,29.86000061,81.34999847,120.4800034,119.75,126.0899963,63.63000107,187.1699982,208.5500031,34.24000168,173.9600067,111.853846,1454.099999,8.729243917,6.569772396,4.712418258,3.480753084,3.761403758,5.675228504,5.388022467,12.23905521,14.03747066,17.62365238,17.38876798,13.41633157,9.785471148,13.66536471,10.0514381,7.157781837,5.813484921,6.7894885,10.60285605,11.82688533,18.98482841,22.31553221,28.94304734,26.10872109,19.84328135,13.86846364,0.638786018,0.653615167,0.658362935,0.598737785,0.554003996,0.535254697,0.455574085,0.644675577,0.629044852,0.608907976,0.666013778,0.676114567,0.705591578,2.782428533,11.75999928,7.15500021,2.234999895,-0.694999933,1.484999895,7.944999695,9.574999809,16.86000061,19.43500137,23.67499924,21.97999954,17.56000137,11.98499966,3.700000286,2.054999828,11.61192313,5.090000153,1.019999981,-3.589999914,-7.659999847,-6.630000114,-1.029999971,-1.75,10.09000015,12.17000008,15.68999958,15.47999954,11.47999954,6.760000229,-3.75999999,-2.869999886,1233.116391,-51.88902716,-51.88910602,1.600487774,-8.206756765,-8.20676788,0.179567124,1233.746064,-51.89638138,-8.207793236
NLA12_NM-104,38.71868806,19.19857535,12.39645916,16.25108752,17.40539563,31.7789124,51.49971605,79.82853269,119.8473818,121.4492762,106.0352764,67.52386304,56.82776369,46.63000107,10.57999992,32.25999832,5.119999886,8.649999619,5.150000095,21.78000069,7.079999924,2.859999895,37.86999893,53.81999969,29.57999992,10.46000004,1.460000038,19.55999947,20.91076908,271.839998,5.192554958,3.58472061,2.989021761,3.079682202,3.136697372,2.607040618,4.059233724,4.26940044,5.732644131,10.6781471,10.33782159,7.210747374,3.951779157,13.31523082,8.550713023,5.255085861,6.808693258,6.794285101,9.692726817,13.80499078,18.13075437,26.14067126,26.33310028,25.86228975,20.1644904,14.25946141,0.389971081,0.419230607,0.568786475,0.452316191,0.461667022,0.26896875,0.294041031,0.235478367,0.219299806,0.405502846,0.399725689,0.357596311,0.27713383,2.611577988,11.36500072,4.789999962,-2.09499979,1.525000095,1.494999886,6.619999886,11.91499996,16.13500023,22,22.12000084,21.82500076,17.81500053,12.40999985,6.970000267,-0.450000048,11.37846176,-2.25999999,-7.269999981,-9.659999847,-9.270000458,-9.029999733,-11.43000031,-5.610000134,-4.929999828,-0.889999986,8.050000191,7.570000172,2.339999914,-5.96999979,-10.71000004,-11.05000019,537.7178751,-75.33753788,-77.0660011,3.437267641,-10.7922755,-11.02679148,0.413075461,266.1174234,-67.73240662,-9.761371613
NLA12_NM-105,37.5866013,19.69113136,12.09762546,17.26256239,16.5201535,31.28807051,48.00467396,72.24500731,109.3831046,112.8428072,96.60593904,61.74757751,52.93960451,37.41999817,0.49000001,45.54999924,1.799999952,3.25999999,3.24000001,15.77999973,37.68999863,8.760000229,43.06000137,39.22000122,36.54000092,4.369999886,0.439999998,18.04999924,21.32153841,277.1799994,4.657433143,3.049190669,2.957068123,2.911954078,2.887406668,2.379318629,3.855534277,4.011155858,5.924985509,9.792125847,9.234382288,6.233244934,3.925318492,12.88777667,8.768362764,5.08427011,7.264064012,6.388165175,9.525819113,12.82832894,16.39231264,23.94191757,24.54729028,23.61867337,18.41546171,13.18003934,0.361383756,0.347749147,0.581611138,0.400871203,0.451993114,0.249775752,0.300548442,0.244697374,0.247473307,0.398908626,0.390978026,0.338478884,0.297822972,2.413852853,10.86999989,5.15500021,-2.549999714,2.444999933,0.625,6.364999771,10.80000019,14.55999947,20.56999969,20.97500038,20.35000038,16.38000107,11.21000004,6.715000153,0.599999905,10.59653856,-3.75,-9.399999619,-9.800000191,-10,-10.10999966,-12.60000038,-6.300000191,-5.769999981,-0.430000007,6.769999981,5.909999847,0.280000001,-6.059999943,-12.35000038,-12.09000015,258.8792403,-63.8423263,-63.84166306,3.319484909,-9.19682182,-9.196716272,0.447584722,266.9257491,-63.43323517,-9.140312195
NLA12_NM-117,29.82709275,15.64106438,10.74824456,13.8171589,13.52732043,26.34022671,39.3685651,57.84959982,87.98024555,91.48669568,77.55914264,49.33482992,42.79001554,52.22999954,23.37999916,35.95000076,7.989999771,15.11999989,25.18000031,27.73999977,30.23999977,6.369999886,71.25,68.51999664,39.15000153,8.119999886,7.909999847,32.5,31.63384592,411.2399969,4.323447762,2.950261171,2.445482675,2.529039451,2.478214407,2.424511714,3.801082465,3.878670735,5.222788946,8.392838754,8.028998043,5.667068562,3.509798759,10.10266243,6.883572302,4.532482423,5.749144129,5.123240089,7.879788971,10.28900996,12.81562171,18.93678802,19.60691686,18.74571238,14.55083533,10.66017709,0.427951324,0.428594492,0.539545981,0.439898426,0.483720139,0.307687391,0.369431314,0.302651781,0.275801205,0.428054998,0.428311172,0.389466889,0.329243945,2.024091432,7.230000019,1.680000067,-4.119999886,-0.849999905,-2.444999933,3.610000134,7.5,10.78499985,16.81999969,17.36999893,16.65999985,12.71999931,8.024999619,3.795000076,-2.230000019,7.306538288,-4.760000229,-9.829999924,-12.25,-11.81999969,-12.07999992,-12.35999966,-6.489999771,-6.21999979,-2.180000067,4.519999981,3.880000114,-1.049999952,-7.550000191,-13.31000042,-13.42000008,427.3923034,-76.24099672,-76.24443103,4.016345043,-10.83794658,-10.8384304,0.583844591,429.501152,-76.30656433,-10.84712029
NLA12_NM-129,51.86175633,25.828998,15.41772786,21.67539159,22.89093824,47.40898613,73.76244902,109.0131962,163.350873,179.197782,148.0087445,90.02071393,79.03646307,22.34000015,3.410000086,44.88000107,0,5.929999828,3.410000086,12.17000008,30.82999992,41.47999954,13.43000031,38.70000076,16.37999916,7.75,0,9.68999958,18.51615392,240.710001,6.54189157,4.191022282,4.41055334,3.467622096,3.761403758,4.191022282,5.765686674,6.621164213,10.69974618,12.99026018,12.25531715,9.272350927,6.044879489,18.00994369,11.72482372,6.672916273,9.297740928,9.183973947,14.87650798,20.10114402,24.98909148,35.57003044,38.59940838,35.90764219,26.90975976,17.1347202,0.363237758,0.357448639,0.660963387,0.372953185,0.409561676,0.281720837,0.286833758,0.264962182,0.300807901,0.336540396,0.341301083,0.344572044,0.352785422,3.247877882,16.03000069,9.444999695,1.23999989,6.009999752,5.829999924,13.05999947,17.76499939,21.26499939,27.125,28.51499939,27.28499985,22.47500038,15.25,11.15999985,4.849999905,16.25346137,0.959999979,-5.179999828,-4.489999771,-7.710000038,-6.630000114,-5.179999828,-0.810000002,1.129999995,8.079999924,10.98999977,10.10999966,5.96999979,-0.150000006,-6.349999905,-9.170000076,310.7960174,-59.52260282,-60.81833565,3.771818271,-8.587809609,-8.763984296,0.501434127,228.0494377,-46.42436218,-6.886250496
