ecoregion,response,predictor,effect,est_std,se_std,z,pvalue,ci_lower,ci_upper
GREAT PLAINS,L_VertDD_use,Temp_degC_avg_yr,indirect,0.005530307,0.02062958,0.268076576,0.788640376,-0.034902927,0.045963541
GREAT PLAINS,L_VertDD_use,Precip_mm_total_yr_sc,indirect,-0.035432773,0.030811962,-1.149968076,0.25015702,-0.095823109,0.024957563
GREAT PLAINS,L_VertDD_use,PHDI,indirect,-0.008184868,0.009115353,-0.897921181,0.369227571,-0.026050631,0.009680895
GREAT PLAINS,L_VertDD_use,HydrAP,indirect,-0.035699289,0.023470222,-1.521046079,0.128248274,-0.081700078,0.010301501
GREAT PLAINS,L_HorizDD_use,L_LkAreakm2,total,0.173383068,0.087048585,1.991796517,0.046393389,0.002770977,0.34399516
GREAT PLAINS,L_HorizDD_use,L_DpthMx_mod,total,-0.122876093,0.072485508,-1.695181509,0.090040994,-0.264945078,0.019192892
GREAT PLAINS,L_HorizDD_use,L_SLD,total,-0.033182055,0.097886733,-0.338984191,0.734621639,-0.225036527,0.158672416
GREAT PLAINS,L_HorizDD_use,bffFlat_grad,total,0.091572824,0.034838705,2.628479574,0.008576751,0.023290217,0.159855431
GREAT PLAINS,L_HorizDD_use,L_VertDD_use,total,0.754289252,0.03197905,23.58698154,0,0.691611466,0.816967037
GREAT PLAINS,L_HorizDD_use,L_EI,total,0.094307915,0.056234426,1.677049489,0.093532805,-0.015909534,0.204525364
GREAT PLAINS,L_HorizDD_use,L_inflow,total,0.104597658,0.068761259,1.521171369,0.128216838,-0.030171933,0.239367249
GREAT PLAINS,L_HorizDD_use,BFIWs,total,-0.023781753,0.062053449,-0.383246269,0.701537174,-0.145404278,0.097840772
GREAT PLAINS,L_HorizDD_use,Temp_degC_avg_yr,total,0.019441706,0.124480603,0.156182616,0.875889079,-0.224535792,0.263419204
GREAT PLAINS,L_HorizDD_use,Precip_mm_total_yr_sc,total,-0.240303148,0.113742284,-2.11269846,0.034626585,-0.463233927,-0.017372368
GREAT PLAINS,L_HorizDD_use,PHDI,total,-0.304451514,0.067765131,-4.492745922,7.03E-06,-0.437268729,-0.171634299
GREAT PLAINS,L_HorizDD_use,HydrAP,total,-0.008146421,0.087983718,-0.092590091,0.926229216,-0.18059134,0.164298499
GREAT PLAINS,L_VertDD_use,L_LkAreakm2,total,0.120739013,0.093765871,1.287664812,0.197862668,-0.063038718,0.304516744
GREAT PLAINS,L_VertDD_use,L_DpthMx_mod,total,-0.033824703,0.080259079,-0.421443948,0.673430933,-0.191129607,0.123480201
GREAT PLAINS,L_VertDD_use,L_SLD,total,0.020223646,0.103107433,0.196141496,0.844499418,-0.181863209,0.222310501
GREAT PLAINS,L_VertDD_use,bffFlat_grad,total,0.008467445,0.009426711,0.898239527,0.369057865,-0.01000857,0.026943459
GREAT PLAINS,L_VertDD_use,L_EI,total,0.125028846,0.074657777,1.674692869,0.093994507,-0.021297707,0.2713554
GREAT PLAINS,L_VertDD_use,L_inflow,total,0.138670487,0.091060463,1.522839698,0.127798815,-0.03980474,0.317145714
GREAT PLAINS,L_VertDD_use,BFIWs,total,-0.031528691,0.082387433,-0.382688111,0.701951031,-0.193005093,0.12994771
GREAT PLAINS,L_VertDD_use,Temp_degC_avg_yr,total,-0.139595904,0.124314276,-1.122927381,0.261468338,-0.383247408,0.104055599
GREAT PLAINS,L_VertDD_use,Precip_mm_total_yr_sc,total,-0.01221425,0.139256176,-0.087710651,0.930106654,-0.285151339,0.260722839
GREAT PLAINS,L_VertDD_use,PHDI,total,-0.26692042,0.070060714,-3.809844441,0.000139054,-0.404236896,-0.129603945
GREAT PLAINS,L_VertDD_use,HydrAP,total,0.010592643,0.088733614,0.119375768,0.904977658,-0.163322044,0.18450733
GREAT PLAINS,L_EI,L_LkAreakm2,total,0.153915396,0.066013679,2.331568218,0.019723417,0.024530963,0.283299829
GREAT PLAINS,L_EI,L_DpthMx_mod,total,-0.294332475,0.058804537,-5.00526812,5.58E-07,-0.40958725,-0.1790777
GREAT PLAINS,L_EI,bffFlat_grad,total,0.067723928,0.057411361,1.179625886,0.238149043,-0.044800272,0.180248128
GREAT PLAINS,L_EI,L_inflow,total,-0.09069046,0.07958534,-1.13953726,0.254479137,-0.246674861,0.06529394
GREAT PLAINS,L_EI,BFIWs,total,-0.194644392,0.065441953,-2.974305955,0.002936521,-0.322908264,-0.06638052
GREAT PLAINS,L_EI,Temp_degC_avg_yr,total,0.04423225,0.162388436,0.272385469,0.785325645,-0.274043235,0.362507736
GREAT PLAINS,L_EI,Precip_mm_total_yr_sc,total,-0.283396782,0.167455006,-1.692375694,0.090574364,-0.611602563,0.044808999
GREAT PLAINS,L_EI,PHDI,total,-0.065463839,0.062148393,-1.053347247,0.292181872,-0.187272451,0.056344773
GREAT PLAINS,L_EI,HydrAP,total,-0.285528419,0.082643004,-3.454961764,0.000550371,-0.44750573,-0.123551107
MIDWEST,L_HorizDD_use,L_VertDD_use,direct,0.740238011,0.044653347,16.57743623,0,0.652719059,0.827756963
MIDWEST,L_HorizDD_use,L_DpthMx_mod,direct,-0.119103577,0.032840192,-3.626762548,0.000286997,-0.18346917,-0.054737984
MIDWEST,L_HorizDD_use,L_LkAreakm2,direct,0.004909118,0.061767653,0.079477163,0.936653096,-0.116153258,0.125971494
MIDWEST,L_HorizDD_use,L_SLD,direct,-0.012027729,0.049804926,-0.241496768,0.809170121,-0.10964359,0.085588133
MIDWEST,L_HorizDD_use,bffFlat_grad,direct,0.169691729,0.028492713,5.955618591,2.59E-09,0.113847038,0.225536419
MIDWEST,L_HorizDD_use,Temp_degC_avg_yr,direct,-0.102346484,0.060609642,-1.68861721,0.09129281,-0.221139199,0.016446231
MIDWEST,L_HorizDD_use,Precip_mm_total_yr_sc,direct,-0.026666639,0.039216506,-0.679985074,0.496513912,-0.103529578,0.050196301
MIDWEST,L_HorizDD_use,PHDI,direct,-0.039838132,0.038168691,-1.043738478,0.296606403,-0.114647392,0.034971129
MIDWEST,L_HorizDD_use,HydrAP,direct,-0.016741634,0.046190169,-0.362450151,0.717015668,-0.107272701,0.073789434
MIDWEST,L_VertDD_use,L_LkAreakm2,direct,0.263798336,0.066207146,3.984438999,6.76E-05,0.134034714,0.393561958
MIDWEST,L_VertDD_use,L_DpthMx_mod,direct,0.022559035,0.054372602,0.414897114,0.678217223,-0.084009305,0.129127376
MIDWEST,L_VertDD_use,L_SLD,direct,0.041545009,0.069376435,0.598834584,0.549283197,-0.094430305,0.177520322
MIDWEST,L_VertDD_use,L_EI,direct,0.214175717,0.052854178,4.052200303,5.07E-05,0.110583431,0.317768002
MIDWEST,L_VertDD_use,L_inflow,direct,0.169455095,0.070003786,2.420656145,0.015492524,0.032250195,0.306659994
MIDWEST,L_VertDD_use,BFIWs,direct,-0.178521848,0.06567013,-2.71846345,0.00655859,-0.307232938,-0.049810759
MIDWEST,L_VertDD_use,Temp_degC_avg_yr,direct,0.195614621,0.090246158,2.167567316,0.030191623,0.018735403,0.37249384
MIDWEST,L_VertDD_use,Precip_mm_total_yr_sc,direct,0.075212773,0.078914841,0.953087803,0.340545585,-0.079457474,0.229883019
MIDWEST,L_VertDD_use,PHDI,direct,-0.218810059,0.051300546,-4.265257871,2.00E-05,-0.319357282,-0.118262836
MIDWEST,L_VertDD_use,HydrAP,direct,-0.221916096,0.071046943,-3.12351366,0.001787056,-0.361165544,-0.082666647
MIDWEST,L_EI,L_LkAreakm2,direct,0.046611707,0.044365442,1.050630954,0.293428119,-0.040342962,0.133566375
MIDWEST,L_EI,L_DpthMx_mod,direct,-0.199990365,0.045808784,-4.365764551,1.27E-05,-0.289773932,-0.110206799
MIDWEST,L_EI,bffFlat_grad,direct,0.057621622,0.033823686,1.703587906,0.088458103,-0.008671584,0.123914827
MIDWEST,L_EI,L_inflow,direct,-0.520542225,0.048709498,-10.68666778,0,-0.616011087,-0.425073363
MIDWEST,L_EI,BFIWs,direct,-0.082228057,0.053139296,-1.547405834,0.121765415,-0.186379163,0.02192305
MIDWEST,L_EI,Temp_degC_avg_yr,direct,-0.039120595,0.080343504,-0.486916722,0.626317348,-0.196590969,0.118349778
MIDWEST,L_EI,Precip_mm_total_yr_sc,direct,-0.060939216,0.068508408,-0.889514397,0.373726689,-0.195213228,0.073334797
MIDWEST,L_EI,PHDI,direct,0.076110339,0.040176689,1.894390496,0.058173197,-0.002634526,0.154855203
MIDWEST,L_EI,HydrAP,direct,-0.000189837,0.061253312,-0.003099209,0.997527193,-0.120244121,0.119864448
MIDWEST,L_HorizDD_use,L_LkAreakm2,indirect,0.202663422,0.049108865,4.126819497,3.68E-05,0.106411815,0.298915029
MIDWEST,L_HorizDD_use,L_DpthMx_mod,indirect,-0.015007618,0.040040661,-0.374809458,0.70780218,-0.093485871,0.063470634
MIDWEST,L_HorizDD_use,L_SLD,indirect,0.030753195,0.051549627,0.596574531,0.55079148,-0.070282218,0.131788607
MIDWEST,L_HorizDD_use,bffFlat_grad,indirect,0.00913539,0.00572172,1.596615897,0.110351353,-0.002078976,0.020349756
MIDWEST,L_HorizDD_use,L_EI,indirect,0.158541007,0.040006758,3.96285568,7.41E-05,0.080129203,0.236952811
MIDWEST,L_HorizDD_use,L_inflow,indirect,0.042909814,0.043688375,0.982179218,0.326011564,-0.042717828,0.128537455
MIDWEST,L_HorizDD_use,BFIWs,indirect,-0.145185177,0.052532497,-2.763721249,0.005714634,-0.248146978,-0.042223376
MIDWEST,L_HorizDD_use,Temp_degC_avg_yr,indirect,0.13859916,0.068591897,2.020634603,0.043317604,0.004161513,0.273036807
MIDWEST,L_HorizDD_use,Precip_mm_total_yr_sc,indirect,0.046013989,0.059164285,0.777732526,0.436726713,-0.069945879,0.161973856
MIDWEST,L_HorizDD_use,PHDI,indirect,-0.149904913,0.039938207,-3.753421157,0.000174437,-0.228182361,-0.071627465
MIDWEST,L_HorizDD_use,HydrAP,indirect,-0.164300826,0.054901671,-2.992637975,0.002765776,-0.271906124,-0.056695528
MIDWEST,L_VertDD_use,L_LkAreakm2,indirect,0.009983096,0.009736982,1.025276153,0.305232905,-0.009101039,0.02906723
MIDWEST,L_VertDD_use,L_DpthMx_mod,indirect,-0.04283308,0.014169199,-3.022971251,0.00250306,-0.070604199,-0.015061961
MIDWEST,L_VertDD_use,bffFlat_grad,indirect,0.012341152,0.007675415,1.607880683,0.107861313,-0.002702386,0.02738469
MIDWEST,L_VertDD_use,L_inflow,indirect,-0.111487504,0.03021525,-3.689775947,0.000224452,-0.170708307,-0.052266702
MIDWEST,L_VertDD_use,BFIWs,indirect,-0.017611253,0.012390047,-1.421403218,0.155199572,-0.041895299,0.006672793
MIDWEST,L_VertDD_use,Temp_degC_avg_yr,indirect,-0.008378682,0.017452682,-0.48007988,0.631170595,-0.04258531,0.025827947
MIDWEST,L_VertDD_use,Precip_mm_total_yr_sc,indirect,-0.0130517,0.014911636,-0.875269499,0.381427286,-0.04227797,0.016174569
MIDWEST,L_VertDD_use,PHDI,indirect,0.016300986,0.009705281,1.679599645,0.093035237,-0.002721015,0.035322987
MIDWEST,L_VertDD_use,HydrAP,indirect,-4.07E-05,0.013118153,-0.003099402,0.997527039,-0.025751766,0.025670449
MIDWEST,L_HorizDD_use,L_LkAreakm2,total,0.20757254,0.073989699,2.805424844,0.00502503,0.062555395,0.352589686
MIDWEST,L_HorizDD_use,L_DpthMx_mod,total,-0.134111195,0.053336013,-2.514458592,0.01192153,-0.238647859,-0.029574531
MIDWEST,L_HorizDD_use,L_SLD,total,0.018725466,0.075196651,0.249019943,0.803345355,-0.128657263,0.166108194
MIDWEST,L_HorizDD_use,bffFlat_grad,total,0.178827119,0.029130579,6.138811046,8.31E-10,0.121732233,0.235922004
MIDWEST,L_HorizDD_use,L_VertDD_use,total,0.740238011,0.044653347,16.57743623,0,0.652719059,0.827756963
MIDWEST,L_HorizDD_use,L_EI,total,0.158541007,0.040006758,3.96285568,7.41E-05,0.080129203,0.236952811
MIDWEST,L_HorizDD_use,L_inflow,total,0.042909814,0.043688375,0.982179218,0.326011564,-0.042717828,0.128537455
MIDWEST,L_HorizDD_use,BFIWs,total,-0.145185177,0.052532497,-2.763721249,0.005714634,-0.248146978,-0.042223376
MIDWEST,L_HorizDD_use,Temp_degC_avg_yr,total,0.036252676,0.089207243,0.40638713,0.684458174,-0.138590308,0.211095659
MIDWEST,L_HorizDD_use,Precip_mm_total_yr_sc,total,0.01934735,0.070222481,0.275515042,0.782920571,-0.118286184,0.156980883
MIDWEST,L_HorizDD_use,PHDI,total,-0.189743045,0.058143956,-3.263332197,0.001101104,-0.303703105,-0.075782984
MIDWEST,L_HorizDD_use,HydrAP,total,-0.18104246,0.062207578,-2.910295911,0.003610867,-0.302967072,-0.059117847
MIDWEST,L_VertDD_use,L_LkAreakm2,total,0.273781432,0.065905856,4.154129061,3.27E-05,0.144608327,0.402954536
MIDWEST,L_VertDD_use,L_DpthMx_mod,total,-0.020274044,0.054152429,-0.374388456,0.70811533,-0.126410856,0.085862767
MIDWEST,L_VertDD_use,L_SLD,total,0.041545009,0.069376435,0.598834584,0.549283197,-0.094430305,0.177520322
MIDWEST,L_VertDD_use,bffFlat_grad,total,0.012341152,0.007675415,1.607880683,0.107861313,-0.002702386,0.02738469
MIDWEST,L_VertDD_use,L_EI,total,0.214175717,0.052854178,4.052200303,5.07E-05,0.110583431,0.317768002
MIDWEST,L_VertDD_use,L_inflow,total,0.057967591,0.058847079,0.985054688,0.324597209,-0.057370564,0.173305745
MIDWEST,L_VertDD_use,BFIWs,total,-0.196133101,0.066981211,-2.92818086,0.003409517,-0.327413863,-0.064852339
MIDWEST,L_VertDD_use,Temp_degC_avg_yr,total,0.18723594,0.092460997,2.025026179,0.042864676,0.006015715,0.368456164
MIDWEST,L_VertDD_use,Precip_mm_total_yr_sc,total,0.062161072,0.079461021,0.782283842,0.434047781,-0.093579666,0.217901811
MIDWEST,L_VertDD_use,PHDI,total,-0.202509072,0.053697152,-3.771318694,0.000162387,-0.307753556,-0.097264589
MIDWEST,L_VertDD_use,HydrAP,total,-0.221956754,0.072414743,-3.065076857,0.002176141,-0.363887043,-0.080026465
MIDWEST,L_EI,L_LkAreakm2,total,0.046611707,0.044365442,1.050630954,0.293428119,-0.040342962,0.133566375
MIDWEST,L_EI,L_DpthMx_mod,total,-0.199990365,0.045808784,-4.365764551,1.27E-05,-0.289773932,-0.110206799
MIDWEST,L_EI,bffFlat_grad,total,0.057621622,0.033823686,1.703587906,0.088458103,-0.008671584,0.123914827
MIDWEST,L_EI,L_inflow,total,-0.520542225,0.048709498,-10.68666778,0,-0.616011087,-0.425073363
MIDWEST,L_EI,BFIWs,total,-0.082228057,0.053139296,-1.547405834,0.121765415,-0.186379163,0.02192305
MIDWEST,L_EI,Temp_degC_avg_yr,total,-0.039120595,0.080343504,-0.486916722,0.626317348,-0.196590969,0.118349778
MIDWEST,L_EI,Precip_mm_total_yr_sc,total,-0.060939216,0.068508408,-0.889514397,0.373726689,-0.195213228,0.073334797
MIDWEST,L_EI,PHDI,total,0.076110339,0.040176689,1.894390496,0.058173197,-0.002634526,0.154855203
MIDWEST,L_EI,HydrAP,total,-0.000189837,0.061253312,-0.003099209,0.997527193,-0.120244121,0.119864448
WEST,L_HorizDD_use,L_VertDD_use,direct,0.795560656,0.028338441,28.07355064,0,0.740018332,0.851102979
WEST,L_HorizDD_use,L_DpthMx_mod,direct,-0.188899176,0.035443566,-5.329575866,9.84E-08,-0.25836729,-0.119431063
WEST,L_HorizDD_use,L_LkAreakm2,direct,0.145713053,0.042549357,3.424565321,0.000615784,0.062317845,0.229108261
WEST,L_HorizDD_use,L_SLD,direct,-0.108201187,0.036873955,-2.934352617,0.003342442,-0.180472811,-0.035929563
WEST,L_HorizDD_use,bffFlat_grad,direct,0.11176553,0.031263494,3.574953273,0.00035029,0.050490208,0.173040852
WEST,L_HorizDD_use,Temp_degC_avg_yr,direct,-0.098385245,0.030128977,-3.265469215,0.001092829,-0.157436954,-0.039333536
WEST,L_HorizDD_use,Precip_mm_total_yr_sc,direct,-0.0375426,0.028179047,-1.332287768,0.182765645,-0.092772517,0.017687318
WEST,L_HorizDD_use,PHDI,direct,0.048142958,0.033066722,1.455933805,0.14541092,-0.016666626,0.112952542
WEST,L_HorizDD_use,HydrAP,direct,0.131359677,0.030497179,4.307273028,1.65E-05,0.071586304,0.19113305
WEST,L_VertDD_use,L_LkAreakm2,direct,0.158081133,0.070643916,2.237717597,0.025239477,0.019621603,0.296540663
WEST,L_VertDD_use,L_DpthMx_mod,direct,0.040710814,0.053806945,0.756608914,0.449284199,-0.06474886,0.146170488
WEST,L_VertDD_use,L_SLD,direct,0.189314585,0.063886946,2.963274938,0.003043846,0.064098472,0.314530698
WEST,L_VertDD_use,L_EI,direct,0.081328358,0.051786236,1.57046281,0.11630748,-0.0201708,0.182827515
WEST,L_VertDD_use,L_inflow,direct,0.047404073,0.054925994,0.863053521,0.388108041,-0.060248898,0.155057043
WEST,L_VertDD_use,BFIWs,direct,0.18825099,0.056977526,3.303951611,0.000953323,0.07657709,0.299924889
WEST,L_VertDD_use,Temp_degC_avg_yr,direct,-0.018308691,0.058038922,-0.315455389,0.752415918,-0.132062888,0.095445507
WEST,L_VertDD_use,Precip_mm_total_yr_sc,direct,-0.00663041,0.053159803,-0.124726007,0.900740467,-0.110821708,0.097560889
WEST,L_VertDD_use,PHDI,direct,-0.148054882,0.052856895,-2.801051436,0.00509364,-0.251652492,-0.044457271
WEST,L_VertDD_use,HydrAP,direct,0.394633556,0.047462641,8.314614362,0,0.30160849,0.487658623
WEST,L_EI,L_LkAreakm2,direct,0.039759987,0.058258387,0.682476613,0.494937626,-0.074424354,0.153944328
WEST,L_EI,L_DpthMx_mod,direct,-0.28198171,0.058964073,-4.78226309,1.73E-06,-0.39754917,-0.166414251
WEST,L_EI,bffFlat_grad,direct,0.156462095,0.048158589,3.248892843,0.001158551,0.062072995,0.250851195
WEST,L_EI,L_inflow,direct,-0.267898025,0.049637961,-5.397039287,6.77E-08,-0.365186641,-0.17060941
WEST,L_EI,BFIWs,direct,-0.09505408,0.060897359,-1.560890006,0.118549706,-0.214410711,0.024302551
WEST,L_EI,Temp_degC_avg_yr,direct,0.158283668,0.055866294,2.833258797,0.004607607,0.048787744,0.267779591
WEST,L_EI,Precip_mm_total_yr_sc,direct,-0.148556267,0.06628461,-2.2411879,0.025013906,-0.278471716,-0.018640818
WEST,L_EI,PHDI,direct,0.001287648,0.054357626,0.023688454,0.981101116,-0.105251341,0.107826638
WEST,L_EI,HydrAP,direct,-0.147507861,0.055466159,-2.659420869,0.007827511,-0.256219536,-0.038796187
WEST,L_HorizDD_use,L_LkAreakm2,indirect,0.128335666,0.055055927,2.331005473,0.019753071,0.020428033,0.2362433
WEST,L_HorizDD_use,L_DpthMx_mod,indirect,0.014143242,0.041989877,0.336825046,0.736248791,-0.068155405,0.096441889
WEST,L_HorizDD_use,L_SLD,indirect,0.150611236,0.05248085,2.869832265,0.004106896,0.04775066,0.253471811
WEST,L_HorizDD_use,bffFlat_grad,indirect,0.010123354,0.007093087,1.427214201,0.153518162,-0.003778841,0.024025549
WEST,L_HorizDD_use,L_EI,indirect,0.064701641,0.04095364,1.579875241,0.11413544,-0.015566017,0.1449693
WEST,L_HorizDD_use,L_inflow,indirect,0.020379373,0.04206822,0.484436302,0.62807626,-0.062072824,0.10283157
WEST,L_HorizDD_use,BFIWs,indirect,0.143614926,0.046547621,3.085333328,0.002033241,0.052383266,0.234846586
WEST,L_HorizDD_use,Temp_degC_avg_yr,indirect,-0.004324461,0.0459744,-0.094062368,0.925059614,-0.094432629,0.085783707
WEST,L_HorizDD_use,Precip_mm_total_yr_sc,indirect,-0.014886728,0.041652232,-0.357405281,0.720788424,-0.096523602,0.066750147
WEST,L_HorizDD_use,PHDI,indirect,-0.117703326,0.042181313,-2.790413979,0.005264069,-0.20037718,-0.035029471
WEST,L_HorizDD_use,HydrAP,indirect,0.30441093,0.038375634,7.932401285,2.22E-15,0.229196069,0.379625791
WEST,L_VertDD_use,L_LkAreakm2,indirect,0.003233614,0.004978778,0.649479497,0.516028495,-0.006524612,0.012991841
WEST,L_VertDD_use,L_DpthMx_mod,indirect,-0.022933109,0.015786421,-1.452711119,0.146303979,-0.053873926,0.008007707
WEST,L_VertDD_use,bffFlat_grad,indirect,0.012724805,0.008960659,1.420074642,0.155585952,-0.004837765,0.030287375
WEST,L_VertDD_use,L_inflow,indirect,-0.021787706,0.014458159,-1.506948875,0.131823762,-0.050125177,0.006549764
WEST,L_VertDD_use,BFIWs,indirect,-0.007730592,0.006514857,-1.186609558,0.235381664,-0.020499478,0.005038294
WEST,L_VertDD_use,Temp_degC_avg_yr,indirect,0.012872951,0.009437852,1.363970411,0.172576878,-0.005624899,0.031370801
WEST,L_VertDD_use,Precip_mm_total_yr_sc,indirect,-0.012081837,0.008712555,-1.386715678,0.165528478,-0.029158132,0.004994458
WEST,L_VertDD_use,PHDI,indirect,0.000104722,0.00441195,0.02373606,0.981063142,-0.00854254,0.008751985
WEST,L_VertDD_use,HydrAP,indirect,-0.011996572,0.008877086,-1.351408832,0.176564506,-0.02939534,0.005402196
WEST,L_HorizDD_use,L_LkAreakm2,total,0.274048719,0.06639753,4.127393293,3.67E-05,0.143911952,0.404185486
WEST,L_HorizDD_use,L_DpthMx_mod,total,-0.174755934,0.053676072,-3.255751138,0.001130928,-0.279959103,-0.069552765
WEST,L_HorizDD_use,L_SLD,total,0.042410049,0.062881638,0.674442495,0.500030033,-0.080835697,0.165655794
WEST,L_HorizDD_use,bffFlat_grad,total,0.121888884,0.031426947,3.87848312,0.00010511,0.0602932,0.183484569
WEST,L_HorizDD_use,L_VertDD_use,total,0.795560656,0.028338441,28.07355064,0,0.740018332,0.851102979
WEST,L_HorizDD_use,L_EI,total,0.064701641,0.04095364,1.579875241,0.11413544,-0.015566017,0.1449693
WEST,L_HorizDD_use,L_inflow,total,0.020379373,0.04206822,0.484436302,0.62807626,-0.062072824,0.10283157
WEST,L_HorizDD_use,BFIWs,total,0.143614926,0.046547621,3.085333328,0.002033241,0.052383266,0.234846586
WEST,L_HorizDD_use,Temp_degC_avg_yr,total,-0.102709706,0.05665406,-1.812927557,0.069842995,-0.213749623,0.008330211
WEST,L_HorizDD_use,Precip_mm_total_yr_sc,total,-0.052429327,0.045894809,-1.142380326,0.253295965,-0.142381501,0.037522846
WEST,L_HorizDD_use,PHDI,total,-0.069560368,0.049953847,-1.392492705,0.163773249,-0.167468109,0.028347373
WEST,L_HorizDD_use,HydrAP,total,0.435770607,0.045629886,9.550113933,0,0.346337675,0.52520354
WEST,L_VertDD_use,L_LkAreakm2,total,0.161314747,0.069938764,2.306514147,0.021081921,0.02423729,0.298392205
WEST,L_VertDD_use,L_DpthMx_mod,total,0.017777705,0.05259368,0.338019788,0.735348276,-0.085304014,0.120859423
WEST,L_VertDD_use,L_SLD,total,0.189314585,0.063886946,2.963274938,0.003043846,0.064098472,0.314530698
WEST,L_VertDD_use,bffFlat_grad,total,0.012724805,0.008960659,1.420074642,0.155585952,-0.004837765,0.030287375
WEST,L_VertDD_use,L_EI,total,0.081328358,0.051786236,1.57046281,0.11630748,-0.0201708,0.182827515
WEST,L_VertDD_use,L_inflow,total,0.025616366,0.052928782,0.483978006,0.628401478,-0.07812214,0.129354872
WEST,L_VertDD_use,BFIWs,total,0.180520398,0.057514745,3.138680326,0.001697105,0.067793569,0.293247226
WEST,L_VertDD_use,Temp_degC_avg_yr,total,-0.00543574,0.057832745,-0.093990698,0.925116546,-0.118785837,0.107914357
WEST,L_VertDD_use,Precip_mm_total_yr_sc,total,-0.018712247,0.052392993,-0.35715171,0.720978235,-0.121400627,0.083976133
WEST,L_VertDD_use,PHDI,total,-0.147950159,0.052946683,-2.794323461,0.005200843,-0.251723752,-0.044176567
WEST,L_VertDD_use,HydrAP,total,0.382636984,0.048371383,7.910399998,2.66E-15,0.287830817,0.477443152
WEST,L_EI,L_LkAreakm2,total,0.039759987,0.058258387,0.682476613,0.494937626,-0.074424354,0.153944328
WEST,L_EI,L_DpthMx_mod,total,-0.28198171,0.058964073,-4.78226309,1.73E-06,-0.39754917,-0.166414251
WEST,L_EI,bffFlat_grad,total,0.156462095,0.048158589,3.248892843,0.001158551,0.062072995,0.250851195
WEST,L_EI,L_inflow,total,-0.267898025,0.049637961,-5.397039287,6.77E-08,-0.365186641,-0.17060941
WEST,L_EI,BFIWs,total,-0.09505408,0.060897359,-1.560890006,0.118549706,-0.214410711,0.024302551
WEST,L_EI,Temp_degC_avg_yr,total,0.158283668,0.055866294,2.833258797,0.004607607,0.048787744,0.267779591
WEST,L_EI,Precip_mm_total_yr_sc,total,-0.148556267,0.06628461,-2.2411879,0.025013906,-0.278471716,-0.018640818
WEST,L_EI,PHDI,total,0.001287648,0.054357626,0.023688454,0.981101116,-0.105251341,0.107826638
WEST,L_EI,HydrAP,total,-0.147507861,0.055466159,-2.659420869,0.007827511,-0.256219536,-0.038796187
