SITE_ID,VISIT_NO,DATE_COL,JULIAN_DAY,REPEAT,Chir_PCT_C,Chir_d13C,CAT_13C,Chir_PCT_N,Chir_d15N,CAT_15N,Lake_dD,P_dD_K,Lake_d18O,P_d18O_K,d-excess,E_I,BASINAREA_KM2,IRT,PRT,ORT,MRT,LON_DD,LAT_DD,ALBERS_X,ALBERS_Y,ST,STATE_NAME,EPA_REG,MDCATY,WGT,WGT_NLA,ADJWGT_CAT,URBAN,WSA_ECO3,WSA_ECO9,ECO_LEV_3,NUT_REG,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,REF_CLUSTER,RT_NLA,REF_NUTR,AREA_HA,LAKEAREA,LAKEPERIM,SLD,DEPTH_X,DEPTHMAX,Lake_Vol,ELEV_PT,Max_WSelev,Mean_WSelev,Stdev_WSelev,DOM_GEOL,GEOL_PT,Precip_WS,Precip_PT,P_WY,E,RH_WS,RH_PT,RH_COLMO,RH_FW,T_FW,TMAX_WS,TMEAN_WS,TMIN_WS,TMAX_PT,TMEAN_PT,TMIN_PT,LITRIPCVR_OE,LITRIPCVR_COND,OE5,OE5_COND_R,OE5_COND,LDC_ADJ,LDC_COND,RDis_IX,RDIS_COND,DO2_2M,DO2_COND,PTL_COND,NTL_COND,CHLA_COND,PTL,NTL,CHLA,RT_BUG,ECOBUG,MMI_NLABUG,totlrich,CHIRrich,totlnind,CHIRptax,CHIRpind,POP_DEN,FarmFert,LvStckCon,LvStckUnC,NnFarmFert,ATM_N,Hum_N,Fert,manure,largest_source,AN,AN_CAT,HN,HN_CAT,FertN,FN_CAT,ManureN,MN_CAT,N_CAT,Nload,MaxNload,EN,NEN,nsource,PCT_DEVELOPED_BSN,PCT_FOREST_BSN,PCT_SHRUBLAND_BSN,PCT_GRASS_BSN,PCT_PASTURE_BSN,PCT_CROPS_BSN,PCT_AGRIC_BSN,PCT_WETLAND_BSN,PCT_BURR,PCT_SPRL,PCT_CLIM,PCT_COLL,PCT_FILT,PCT_PRED,PCT_SHRD
NLA06608-1461,1,9/26/2007,268,N,38.37,-19.09,HIGH,9.94,1.99,LOW,-105.85,-122.17,-13.16,-16.52,-0.58,0.174,939.63,1.22,0.39,1.22,5.64,-118.7415562,37.59934642,-1969908.549,247965.8875,CA,California,Region_9,0.12642225,7.833853361,4.682523949,CA,NO, Western_Region,XER,13,III,III,MAN-MADE,WMTNS MAN-MADE,G,Fair,N,1966.933306,19.66933306,41.5300333,2.641572472,13.1,13.1,71446629.64,2063.39,4003,2482,400,Granitic,Granitic,609.12,429,0.19,0.52,55.82,51,0.24,0.29,16.06,24.63,5.55,-9.9,27.7,7.4,-9.1,0.101000919,Poor,0.78079,Fair,NOT POOR,-13.44344637,Fair,0.3,Intermediate,8.833333333,HIGH,LEAST DISTURBED,INTERMEDIATE DISTURBANCE,INTERMEDIATE DISTURBANCE,47,708,18.216,Fair,WMX,24.65827348,13,6,300,46.15384615,90,18.71971871,2490.792,1002.588,36552.485,948.377,135564.0039,95669.9734,3439.169,37555.073,Atmospheric,1.442736807,LOW,1.018165501,LOW,0.036601277,LOW,0.399679004,LOW,LOW,2.897182589,1.442736807,1.417844505,1.479338084,not enriched,1.8,26.5,54.6,4.1,0.1,0,0.1,1.8,83.73,10.38,5.9,80.19,9.2,10.38,4.25
NLA06608-1462,1,8/20/2007,231,N,44.07,-26.72,AVG,12.16,7.54,HIGH,-44.51,-107.08,-2.21,-14.64,-26.83,0.893,22.28,0.39,0.01,0.39,0.13,-106.0071156,46.53835681,-768579.4284,1050285.499,MT,Montana,Region_8,0.026000592,38.09041593,8.239346912,MT,NO,Plains,NPL,43,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,E,Fair,N,17.59068654,0.175906865,3.680874627,2.47573809,1,1,48113.5809,796.17,909,840,25,Sedimentary,Sedimentary,332.04,334,0.32,0.62,59,60,0.23,0.41,20.07,31.01,7.23,-14.31,31.5,7.4,-14.3,,NA,0.276041,Poor,POOR,-5.90911635, Good,0.923664122,Most,4.4,MODERATE,MOST DISTURBED,MOST DISTURBED,MOST DISTURBED,450,1404,26.8,Fair,PLN,7.559067402,11,2,126,18.18181818,23.01587302,0.5,0,0,8795.127,20.124,5869.804039,60.59966748,20.124,8795.127,Manure,2.634161662,LOW,0.027195,LOW,0.009030944,LOW,3.946943749,LOW,LOW,6.617331355,3.946943749,3.974138749,2.643192606,enriched,0.5,0,5,92.8,0,0,0,0.1,6.9,93.1,0,6.9,0,93.1,0
NLA06608-1465,1,8/21/2007,232,N,,,,,,,-44.74,-47.09,-6.73,-7.14,9.12,0.021,248.60,0.21,0.1,0.21,0.18,-75.58090694,40.87358233,1693788.414,560717.7757,PA,Pennsylvania,Region_3,0.12642225,7.833853361,3.283942861,PA,YES,  Eastern_Highlands,SAP,67,XI,XI,MAN-MADE,EHIGH MAN-MADE,B,Fair,N,448.9595751,4.489595751,37.73797728,5.024236422,24,28.5,27800684.88,272.8,628,332,99,Sedimentary,Sedimentary,1296.23,1277,1.16,0.61,65.98,67,0.51,0.59,17.89,27.52,8.63,-9.15,27.9,8.9,-9.1,0.787889755,Fair,1.05027, Good,NOT POOR,-11.79953387,Fair,0.478325123,Intermediate,7.366666667,HIGH,LEAST DISTURBED,INTERMEDIATE DISTURBANCE,INTERMEDIATE DISTURBANCE,5,497,5.973,Fair,SAP,74.20245295,50,21,300,42,37,195.6737174,121392.291,15507.735,14082.039,13818.211,301831.5719,264579.1811,135210.502,29589.774,Atmospheric,12.14117034,HIGH,10.64269349,INT,5.438840364,LOW,1.190248204,LOW,INT,29.4129524,12.14117034,11.83294169,17.5800107,not enriched,15.5,65.8,0,0,11.2,3.7,14.9,0.3,22.17,30.54,34.98,56.65,7.88,20.2,5.42
NLA06608-1469,1,7/10/2007,190,N,43.95,-23.35,AVG,8,2.71,LOW,-4.08,-25.42,0.08,-4.45,-4.68,0.288,0.63,0.16,0.04,0.16,0.22,-81.89267614,33.29943972,1300383.614,-373370.4979,GA,Georgia,Region_4,0.001312891,754.345388,402.5352728,GA,YES,Plains,CPL,65,IX,IX,NATURAL,PLNLOW NATURAL,D,Fair,Y,5.011115104,0.050111151,2.164182459,2.727229912,1.7,1.7,26010,31.76,33,31,0,Sedimentary,Sedimentary,1208,1208,0.93,0.92,70,70,0.47,0.54,24.34,33.3,17.8,1.3,33.3,17.8,1.3,0.880867668, Good,1.032396, Good,NOT POOR,-2.612340931, Good,0.1,Least,5.94,HIGH,INTERMEDIATE DISTURBANCE,LEAST DISTURBED,INTERMEDIATE DISTURBANCE,112,576,65.52,Fair,CPL,22.79172778,35,11,300,31.42857143,28,168,0,0,0,1.501,575.4574218,574.4505943,1.501,0,Atmospheric,9.15353514,INT,9.13752,LOW,0.023875713,LOW,0,LOW,LOW,18.31493085,9.15353514,9.13752,9.177410853,not enriched,3,5.4,1.6,46.6,0.8,0,0.8,42.5,58.14,12.79,9.88,29.07,34.88,12.21,36.63
NLA06608-1473,1,7/22/2007,202,N,37.95,-17.83,HIGH,10.84,3.4,AVG,-98.91,-106.79,-12.63,-13.73,2.13,0.066,123.57,1.51,0.27,1.51,0.45,-116.8933801,47.89085231,-1562113.9,1331750.345,ID,Idaho,Region_10,0.12642225,7.833853361,2.428401958,ID,YES, Western_Region,WMT,15,II,II,MAN-MADE,WMTNS MAN-MADE,F,Fair,N,157.7360606,1.577360606,12.1786398,2.73544734,18.6,18.6,20265266.72,703.45,1551,898,177,Gneiss,Gneiss,846.42,699,0.61,0.56,63.8,63,0.26,0.46,16.36,26.58,6.93,-7.1,27.5,7.8,-5.8,0.83891663,Fair,1.252099, Good,NOT POOR,20.26251091, Good,0.725,Intermediate,7.8,HIGH,LEAST DISTURBED,LEAST DISTURBED,INTERMEDIATE DISTURBANCE,8,181,2.007,Fair,WMX,29.85628517,27,12,80,44.44444444,26.25,45.05035964,0,0,3910.305,3531.363,55034.79816,30278.21372,3531.363,3910.305,Atmospheric,4.453735782,INT,2.450289061,LOW,0.285778422,LOW,0.316444611,LOW,LOW,7.506247876,4.453735782,2.766733672,4.739514204,not enriched,2.7,87,5.3,0.9,0,0,0,1.1,14.29,33.33,38.1,61.9,14.29,14.29,4.76
NLA06608-1476,1,6/14/2007,164,N,38.9,-24.15,AVG,10.8,8.11,HIGH,-83.91,-114.38,-9.47,-15.55,-8.16,0.292,10.46,0.23,0.06,0.23,0.54,-105.0447684,39.74858029,-766914.3554,288542.0245,CO,Colorado,Region_8,0.09089393,10.89592425,4.696018115,CO,YES,Plains,SPL,25,V,V,MAN-MADE,PLNLOW MAN-MADE,E,Fair,N,67.94222179,0.679422218,4.036971501,1.381595402,1.5,1.5,334779.4131,1617.33,1703,1649,22,Sedimentary,Sedimentary,427,416,0.52,0.64,52.5,53,0.24,0.4,20.15,31.71,10.72,-7.6,31.8,10.8,-7.4,0.169483225,Poor,0.451165,Poor,POOR,-16.71316694,Fair,0.84010989,Most,5.55,HIGH,MOST DISTURBED,MOST DISTURBED,INTERMEDIATE DISTURBANCE,183,1891,62,Fair,PLN,24.94337644,22,9,300,40.90909091,33.66666667,5150.185298,0,0,0,5615.559,4630.68713,293070.9196,5615.559,0,Sewage,4.426032775,INT,280.1185784,HIGH,5.367377991,LOW,0,LOW,HIGH,289.9119891,280.1185784,280.1185784,9.793410766,enriched,91.6,1.4,0,0,0,0,0,0.3,77.58,18.79,3.64,78.79,3.03,17.58,2.42
NLA06608-1481,1,8/14/2007,225,N,41.19,-17.16,HIGH,10.74,2.75,LOW,-79.97,-102.14,-9.48,-14.00,-4.15,0.232,4.98,3.71,0.82,3.71,1.28,-121.1629233,40.4943852,-2090064.268,613910.1204,CA,California,Region_9,0.009704465,102.0533731,61.00029473,CA,NO, Western_Region,WMT,5,II,II,NATURAL,WMTNS NATURAL,F,Fair,N,39.18399626,0.391839963,3.412279261,1.537748356,20.8,20.8,2793350.397,1973.92,2370,2084,81,Volcanic,Volcanic,1216.14,1136,0.68,0.45,58.5,58,0.17,0.34,13.45,24.31,5.51,-7.53,25,5.7,-7.7,1.073058316, Good,1.166875, Good,NOT POOR,,NA,0.541666667,Intermediate,9.833333333,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,3,135,0.489,Fair,WMX,74.0487519,44,20,300,45.45454545,64.66666667,1,0,0,281.436,0,1245.11523,27.0937582,0,281.436,Atmospheric,2.499535756,LOW,0.05439,LOW,0,LOW,0.564975295,LOW,LOW,3.118901051,2.499535756,0.619365295,2.499535756,not enriched,0,73.8,18,0,0,0,0,0,6.48,22.44,44.39,18.7,37.91,13.22,33.42
NLA06608-1482,1,7/24/2007,204,N,43.59,-25.43,AVG,7.52,4.17,AVG,10.44,-22.03,3.37,-3.96,-16.51,0.596,29.38,0.27,0.01,0.27,0.08,-83.65565657,30.96113096,1172609.079,-654376.8677,GA,Georgia,Region_4,0.015596398,63.5001337,33.88506651,GA,NO,Plains,CPL,65,IX,IX,MAN-MADE,PLNLOW MAN-MADE,D,Fair,N,87.25734654,0.872573465,7.399583458,2.234607951,1.3,1.3,373051.1608,47.06,87,68,9,Sedimentary,Sedimentary,1347.77,1352,0.97,0.96,73,73,0.49,0.57,24.9,33.2,19.46,4.15,33.2,19.5,4.2,0.673989803,Fair,1.067094, Good,NOT POOR,-2.941769309, Good,0.55,Intermediate,7.05,HIGH,INTERMEDIATE DISTURBANCE,INTERMEDIATE DISTURBANCE,LEAST DISTURBED,80,1099,23.52,Fair,CPL,53.59029868,46,19,300,41.30434783,54,22.76292869,111180.093,14406.849,23145.459,12.896,20055.59138,3637.617049,111192.989,37552.308,Fertilizer,6.825990705,INT,1.238075691,LOW,37.84492289,INT,12.78105943,INT,INT,58.69004872,37.84492289,14.01913512,44.6709136,not enriched,3.8,28.1,0.4,9,11.5,31.4,42.9,15,26.15,37.23,20.31,31.38,15.08,34.46,11.08
NLA06608-1483,1,7/25/2007,205,N,39.66,-25.38,AVG,10.44,4.13,AVG,-122.96,-125.22,-16.32,-16.81,7.57,0.02,18.80,0.46,0.25,0.46,0.39,-105.7469295,40.05555836,-822728.1717,328644.2726,CO,Colorado,Region_8,0.04653754,21.28117139,9.171940265,CO,NO, Western_Region,WMT,21,II,II,MAN-MADE,WMTNS MAN-MADE,F,Fair,N,51.02802743,0.510280274,3.609073659,1.425234819,18.7,18.7,3916438.018,3029.04,3881,3217,149,Granitic,Granitic,934.04,841,0.83,0.34,54.8,53,0.25,0.39,10.24,18.7,0.19,-14.27,20.7,1.7,-12.6,0.543626962,Poor,1.028285, Good,NOT POOR,11.97491325, Good,0.142857143,Least,6.633333333,HIGH,LEAST DISTURBED,LEAST DISTURBED,MOST DISTURBED,13,274,4.805,Fair,WMX,47.41971204,23,12,300,52.17391304,53,9.897882975,0,0,889.665,0,4295.402698,1012.081258,0,889.665,Atmospheric,2.284808873,LOW,0.538345855,LOW,0,LOW,0.473230248,LOW,LOW,3.296384976,2.284808873,1.011576103,2.284808873,not enriched,0,74.6,0,6.2,0,0,0,3.7,5.99,39.7,22.85,28.46,4.49,30.34,1.87
NLA06608-1484,1,8/26/2007,237,N,,,,,,,-23.84,-27.87,-4.02,-4.73,8.3,0.034,44.57,0.18,0.03,0.18,0.07,-93.63792628,35.56344263,212219.0495,-214289.9038,AR,Arkansas,Region_6,0.011183655,88.5554301,42.97269703,AR,NO,  Eastern_Highlands,SAP,37,IX,IX,MAN-MADE,EHIGH MAN-MADE,A, Good,N,44.682125,0.44682125,4.738599411,1.999761277,13,13,1879467.217,203.73,630,440,114,Sedimentary,Sedimentary,1295.96,1238,1.3,0.81,66,66,0.4,0.59,23.06,32.26,14.69,-3.12,33.8,15.8,-2.3,1.069784882, Good,1.195434, Good,NOT POOR,12.92700881, Good,0.422727273,Intermediate,6.133333333,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,11,105,3.795, Good,SAP,72.07385785,53,19,300,35.8490566,25,4.857217584,7615.377,3.0546571,10762.72,146.37,49721.41936,1177.504648,7761.747,10765.77466,Atmospheric,11.15546055,HIGH,0.264184064,LOW,1.741419766,LOW,2.41540117,LOW,INT,15.57646555,11.15546055,2.679585235,12.89688032,not enriched,2.5,85.5,0,2,9.1,0,9.1,0.1,28.46,26.15,39.23,37.69,31.54,30,20.77
NLA06608-1487,1,8/20/2007,231,N,,,,,,,-46.51,-55.13,-5.96,-8.22,1.16,0.099,2090.85,0.49,0.01,0.49,0.02,-83.58492288,42.21592161,1015293.094,594689.6272,MI,Michigan,Region_5,0.12642225,7.833853361,3.743461174,MI_LP,YES,Plains,UMW,56,VII,VII,MAN-MADE,PLNLOW MAN-MADE,E,Fair,N,384.9125554,3.849125554,17.21914202,2.475856886,10,10,12416256.81,218.11,366,284,17,Sedimentary,Sedimentary,825.63,852,0.93,0.65,71.66,70,0.47,0.54,18.97,28.21,8.8,-8.97,28.9,9.3,-8.6,0.895342694, Good,0.695207,Poor,POOR,-14.96440501,Fair,0.406097561,Intermediate,6.833333333,HIGH,INTERMEDIATE DISTURBANCE,INTERMEDIATE DISTURBANCE,INTERMEDIATE DISTURBANCE,61,1071,14.592,,,,,,,,,595.9793101,2711236.732,530899.564,239964.003,866612.587,2802192.001,6777542.808,3577849.319,770863.567,Sewage,13.40219281,HIGH,32.41531468,INT,17.11197034,INT,3.686850206,LOW,INT,66.61632803,32.41531468,36.10216488,30.51416315,enriched,30.9,20.7,0.2,1.9,13.4,12.6,26,15.7,,,,,,,
NLA06608-1488,1,7/31/2007,211,N,,,,,,,-4.6,-36.31,0.83,-6.05,-11.28,0.534,7.84,0.24,0.01,0.24,0.08,-99.69530507,34.73428918,-335559.8199,-303185.7594,OK,Oklahoma,Region_6,0.019220973,51.52566236,14.15104596,OK,NO,Plains,SPL,27,V,V,MAN-MADE,PLNLOW MAN-MADE,E,Fair,N,12.99924829,0.129992483,2.400493247,1.87817665,1.7,1.7,54047.16533,464.12,511,480,9,Sedimentary,Sedimentary,681.55,681,0.85,0.92,59,59,0.44,0.56,23.58,36.74,16.79,-3.24,36.8,16.9,-3.1,0.063020417,Poor,0.434193,Poor,POOR,-25.91546431,Poor,0.912280702,Most,7.82,HIGH,MOST DISTURBED,MOST DISTURBED,MOST DISTURBED,160,3409,114.624,Fair,PLN,27.92309847,18,4,300,22.22222222,1.333333333,1.854543548,25432.277,684.331,6729.536,7.388,5464.181013,79.10600372,25439.665,7413.867,Fertilizer,6.967415769,INT,0.100868624,LOW,32.43829636,INT,9.45347413,LOW,INT,48.96005489,32.43829636,9.554342754,39.40571213,not enriched,3.5,0.4,30.7,2.1,0,62.4,62.4,0,25,25,25,25,0,25,25
NLA06608-1489,1,8/29/2007,240,N,42.51,-29.61,LOW,11.13,3.17,AVG,-38.43,-65.24,-2.94,-9.25,-14.91,0.43,0.96,0.66,0.17,0.66,0.23,-122.5690307,46.98630288,-2004147.756,1341384.019,WA,Washington,Region_10,0.013743443,72.06151606,21.49824829,WA,YES, Western_Region,WMT,2,II,II,NATURAL,WMTNS NATURAL,F,Fair,N,22.24595447,0.222459545,2.041042209,1.220735381,2.5,2.5,202045.5893,108.21,136,114,5,Quaternary,Quaternary,1099,1101,1.27,0.59,75,75,0.5,0.64,14.86,23.8,10.3,0.5,23.8,10.3,0.4,1.308301621, Good,0.421158,Poor,POOR,9.453796568, Good,0.519820972,Intermediate,9.3,HIGH,INTERMEDIATE DISTURBANCE,MOST DISTURBED,MOST DISTURBED,18,721,17.94,Fair,WMX,58.42290989,36,15,300,41.66666667,39.66666667,181.5,0,0,34.556,0,585.5758325,947.1385061,0,34.556,Sewage,6.103308737,INT,9.871785,LOW,0,LOW,0.360168444,LOW,LOW,16.33526218,9.871785,10.23195344,6.103308737,enriched,0,70,1.5,3.5,0,0,0,3.6,12.92,48.33,35.42,46.25,26.25,22.5,25.83
NLA06608-1492,1,6/28/2007,178,N,41.33,-29.13,LOW,11.2,6.55,AVG,-30.65,-39.27,-4.59,-6.16,6.03,0.09,12.49,0.21,0.1,0.21,0.18,-85.19021469,39.27166676,922045.134,251068.8766,IN,Indiana,Region_5,0.046222887,21.42603888,6.704792023,IN,YES,Plains,TPL,55,VI,VI,MAN-MADE,PLNLOW MAN-MADE,C,Fair,N,76.30828514,0.763082851,13.32444878,4.302872452,6.4,6.4,1196297.769,300.27,307,299,3,Sedimentary,Sedimentary,1136.13,1151,0.97,0.68,69,69,0.4,0.54,20.64,29.47,11.05,-7.36,29.4,11,-7,0.868359223, Good,0.629145,Poor,POOR,-21.89481999,Poor,0.641269841,Intermediate,8.366666667,HIGH,LEAST DISTURBED,LEAST DISTURBED,INTERMEDIATE DISTURBANCE,41,758,40.608,Fair,PLN,64.43076007,34,11,300,32.35294118,16.33333333,109.1,51810.304,4880.568,8079.764,101.331,19010.98698,7412.899788,51911.635,12960.332,Fertilizer,15.21809688,HIGH,5.933949,LOW,41.55472263,INT,10.37461065,INT,INT,73.08137917,41.55472263,16.30855965,56.77281952,not enriched,16.3,20.1,0,0.1,17.4,38.8,56.2,0.1,17.02,35.11,45.74,32.98,31.91,36.17,23.4
NLA06608-1496,1,9/6/2007,248,N,,,,,,,-15.1,-27.75,-2.52,-4.72,5.09,0.159,6.53,0.08,0,0.08,0.01,-97.58547265,33.66930447,-145987.7777,-427541.9799,TX,Texas,Region_6,0.001312891,754.345388,210.5049403,TX,NO,Plains,SPL,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,E,Fair,N,4.897939908,0.048979399,1.272271983,1.621691742,1.6,1.6,22360.11567,340.04,399,374,14,Sedimentary,Sedimentary,913.88,915,1.18,0.94,64,64,0.49,0.63,23.58,35.29,17.63,-0.43,35.3,17.6,-0.6,0.794041791, Good,0.652021,Poor,POOR,-4.882388084, Good,0.532506527,Intermediate,4.4,MODERATE,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,16,356,12.98,Fair,PLN,73.31675314,46,12,300,26.08695652,18,8.3,0,0,8750.75,9.215,7216.001189,294.9238285,9.215,8750.75,Manure,11.04546196,HIGH,0.451437,LOW,0.01410531,LOW,13.39468685,INT,INT,24.90569112,13.39468685,13.84612385,11.05956727,enriched,6.7,24.2,0,67.7,0,0,0,0,4.95,88.12,5.94,8.91,6.93,84.16,3.96
NLA06608-1499,1,8/8/2007,219,N,42.29,-21.65,HIGH,10.85,5.57,AVG,-27.4,-45.11,-2.56,-6.90,-6.94,0.227,8.87,2.17,0.35,2.17,0.86,-85.4301129,41.24575191,877121.8585,468548.039,IN,Indiana,Region_5,0.07748997,12.78066524,3.999418784,IN,NO,Plains,UMW,56,VII,VII,NATURAL,PLNLOW NATURAL,C,Fair,N,52.82229999,0.528223,3.043865062,1.181440379,19.2,19.2,3252721.675,287.1,307,285,7,Sedimentary,Sedimentary,955.18,954,1.05,0.64,70,70,0.5,0.56,19.35,28.65,9.52,-9.01,28.7,9.5,-9,0.716245207,Fair,1.251468, Good,NOT POOR,-16.88731097,Fair,0.78372093,Most,7.2,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,17,483,2.907,Fair,UMW,53.63402528,45,15,300,33.33333333,9.333333333,345.8868135,29525.003,4641.559,1816.672,1014.042,11486.93397,16694.25145,30539.045,6458.231,Fertilizer,12.94464779,HIGH,18.81278379,INT,34.41450804,INT,7.277792827,LOW,INT,73.44973244,34.41450804,26.09057661,47.35915583,not enriched,13.7,15.7,0.8,0.6,0,46.2,46.2,4.3,24.49,46.94,24.49,40.82,10.2,40.82,14.29
NLA06608-1504,1,8/27/2007,238,N,37.39,-27.6,AVG,10.02,1.5,LOW,-20.56,-35.30,-2.87,-6.47,2.44,0.202,3361.68,0.21,0.01,0.21,0.01,-90.35313417,36.97055086,497733.9496,-44537.80832,MO,Missouri,Region_7,0.12642225,7.833853361,2.084172406,MO,NO,  Eastern_Highlands,SAP,39,XI,XI,MAN-MADE,EHIGH MAN-MADE,A,Fair,Y,2844.070693,28.44070693,191.848235,10.14805196,4.1,4.1,23583440.41,109.07,540,244,73,Sedimentary,Sedimentary,1185.44,1233,1.18,0.81,67.14,68,0.41,0.57,23.24,32.02,13.06,-6.06,32.8,14.2,-4.5,0.532132733,Poor,0.690524,Poor,POOR,-18.72155849,Fair,0.364285714,Intermediate,6.4,HIGH,MOST DISTURBED,MOST DISTURBED,MOST DISTURBED,68,1199,155.077,Fair,SAP,36.15106121,38,9,300,23.68421053,63.33333333,36.42631317,1478747.337,371913.723,1604631.951,50047.414,3471440.047,666024.9616,1528794.751,1976545.674,Atmospheric,10.32650688,HIGH,1.981227173,LOW,4.54771199,LOW,5.879638489,LOW,INT,22.73508454,10.32650688,7.860865662,14.87421887,not enriched,4.2,76,0.1,1.5,14.8,0.6,15.4,1,89.8,5.38,4.53,6.8,91.5,5.38,87.54
NLA06608-1508,1,8/20/2007,231,N,45.53,-14.9,HIGH,11.77,3.83,AVG,-12.25,-59.94,1.21,-8.58,-21.93,0.677,711.30,0.55,0,0.55,0.01,-103.6053539,36.42564729,-674920.8844,-93355.63067,NM,New Mexico,Region_6,0.090581597,10.93349421,14.22581185,NM,NO,Plains,SPL,26,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,E,Fair,N,15.72299259,0.157229926,2.572308487,1.829997573,2,2,79696.14258,1695.5,2684,2026,132,Volcanic,Sedimentary,434.83,418,0.35,0.63,52.15,51,0.26,0.39,18.93,28.73,9.51,-8.97,30.7,10.9,-8.3,0.267034951,Poor,0.726025,Fair,NOT POOR,-10.0984396,Fair,0.796907216,Most,4.966666667,MODERATE,MOST DISTURBED,MOST DISTURBED,LEAST DISTURBED,313,1680,11.744,Fair,PLN,40.13810821,24,10,300,41.66666667,18,0.531516602,0,0,337768.125,26.874,200014.0154,2056.323043,26.874,337768.125,Manure,2.811933071,LOW,0.028909188,LOW,0.000377813,LOW,4.74857404,LOW,LOW,7.589794112,4.74857404,4.777483228,2.812310884,enriched,0.2,3.3,6.3,90,0,0,0,0.1,11.36,31.82,17.05,23.86,3.41,15.91,35.23
NLA06608-1510,1,8/17/2007,228,N,39.77,-27.87,AVG,10.88,7.88,HIGH,-82.21,-97.10,-8.28,-12.68,-15.94,0.196,11.55,0.17,0.01,0.17,0.18,-105.0491133,47.82117438,-681747.7354,1184132.168,MT,Montana,Region_8,0.001312891,754.345388,163.17263,MT,NO,Plains,NPL,42,V,V,MAN-MADE,PLNLOW MAN-MADE,E,Fair,N,6.965835101,0.069658351,1.928186811,2.060903141,2.5,2.5,36269.27261,692.46,777,729,18,Sedimentary,Sedimentary,336.08,336,0.35,0.6,62,62,0.26,0.45,19.17,29.53,5.8,-16.99,29.6,5.8,-17.1,1.389114449, Good,0.285085,Poor,POOR,-19.42760448,Poor,0.703846154,Intermediate,6.6,HIGH,MOST DISTURBED,MOST DISTURBED,LEAST DISTURBED,653,2440,28.48,Fair,PLN,23.8512977,17,5,300,29.41176471,2.333333333,0.9,12954.317,261.196,5698.421,27.52,3568.620669,56.55657106,12981.837,5959.617,Fertilizer,3.088722444,LOW,0.048951,LOW,11.23607551,INT,5.158184209,LOW,INT,19.53193316,11.23607551,5.207135209,14.32479795,not enriched,2.7,0,0,57.1,0,39.1,39.1,0.5,55.56,33.33,11.11,33.33,22.22,33.33,33.33
NLA06608-1511,1,6/12/2007,162,N,34.76,-22.55,HIGH,9.52,12.12,HIGH,-45.2,-72.82,-4.4,-9.80,-10.02,0.363,441.16,1.22,0.01,1.22,0.3,-98.61521182,45.53504992,-204266.9129,901245.941,SD,South Dakota,Region_8,0.12642225,7.833853361,3.957354262,SD,NO,Plains,TPL,46,VI,VI,MAN-MADE,PLNLOW MAN-MADE,E,Fair,N,191.754935,1.91754935,16.43894886,3.348851098,6.6,6.6,3996619.467,414.2,629,471,56,Sedimentary,Sedimentary,506.76,515,0.62,0.62,66.88,68,0.47,0.58,18.42,29.43,5.96,-17.91,29.7,6.2,-17.9,0.73888354,Fair,0.386543,Poor,POOR,-20.64885622,Poor,0.686065574,Intermediate,8.7,HIGH,MOST DISTURBED,INTERMEDIATE DISTURBANCE,LEAST DISTURBED,373,1446,5.24,Fair,PLN,27.62496501,22,12,300,54.54545455,51.66666667,4.514096556,1036978.287,221886.697,370336.527,2795.913,272912.7314,10831.47575,1039774.2,592223.224,Fertilizer,6.18623007,INT,0.245521712,LOW,23.56900826,INT,13.42417811,INT,INT,43.42493816,23.56900826,13.66969983,29.75523833,not enriched,3.2,0.3,0.5,19.8,62.4,8.7,71.1,2.3,22.92,9.09,67.98,25.3,7.51,6.72,67.98
NLA06608-1515,1,8/29/2007,240,N,,,,,,,-42.56,-61.16,-5.08,-10.12,-1.91,0.276,5.45,0.31,0.05,0.31,0.1,-86.06684183,42.4782951,810096.0153,599989.0732,MI,Michigan,Region_5,0.005801054,170.7230091,81.58117426,MI_LP,NO,Plains,UMW,56,VII,VII,NATURAL,PLNLOW NATURAL,E,Fair,N,38.0113383,0.380113383,2.316003173,1.059687076,1.8,1.8,265326.7157,199.5,221,206,4,Sedimentary,Sedimentary,993.38,990,1.01,0.62,69,69,0.48,0.55,18.59,28.01,9.11,-7.98,27.9,9.1,-7.9,0.793459146,Fair,0.949382, Good,NOT POOR,-29.78198483,Poor,0.627586207,Intermediate,10.2,HIGH,INTERMEDIATE DISTURBANCE,INTERMEDIATE DISTURBANCE,INTERMEDIATE DISTURBANCE,33,845,11.6,,,,,,,,,117.0832547,129.58,72.754,383.638,148.169,7595.779085,3472.2708,277.749,456.392,Atmospheric,13.93068854,HIGH,6.368158223,LOW,0.509392752,LOW,0.837024712,LOW,INT,21.64526422,13.93068854,7.205182935,14.44008129,not enriched,6.1,61.1,1.2,16.2,0,0.4,0.4,8.2,,,,,,,
