SITE_ID,pet_200610,pet_200611,pet_200612,pet_200701,pet_200702,pet_200703,pet_200704,pet_200705,pet_200706,pet_200707,pet_200708,pet_200709,E_avg_06_07,precip_200610,precip_200611,precip_200612,precip_200701,precip_200702,precip_200703,precip_200704,precip_200705,precip_200706,precip_200707,precip_200708,precip_200709,Precip_PT_avg_06_07,Precip_WY_06_07,RH_200610,RH_200611,RH_200612,RH_200701,RH_200702,RH_200703,RH_200704,RH_200705,RH_200706,RH_200707,RH_200708,RH_200709,RH_PT_avg_06_07,tmean_200610,tmean_200611,tmean_200612,tmean_200701,tmean_200702,tmean_200703,tmean_200704,tmean_200705,tmean_200706,tmean_200707,tmean_200708,tmean_200709,TMEAN_PT_avg_06_07,tdmean_200610,tdmean_200611,tdmean_200612,tdmean_200701,tdmean_200702,tdmean_200703,tdmean_200704,tdmean_200705,tdmean_200706,tdmean_200707,tdmean_200708,tdmean_200709
NLA06608-0546,34.38,17.84,10.91,9.65,12.86,22.25,41.98,70.65,102.35,131.08,100.15,61.27,51.28,153.35,149.24,51.79,70.57,55.9,122.86,198.13,103.4,75.85,108.81,22.62,56.02,97.37833333,1168.54,59.22,68.95,58.27,55.82,48.64,48.27,52.27,46.21,59.89,60.42,57.65,56.61,56.02,12.43,9.35,4.54,0.31,-3.66,3.45,8.50,17.37,21.02,23.80,23.65,20.17,11.74444444,427.4623765,166.8800969,49.56053368,2.959891221,-47.05741056,76.7614857,356.8322015,1226.945883,2151.483813,3120.093089,2368.19735,1235.888552
NLA06608-0547,30.02,13.48,7.63,6.80,9.83,19.60,39.96,76.98,105.47,126.66,95.89,57.89,49.18,54.59,39.15,42.05,27.92,34.42,50.64,59.49,87.59,50.63,77.2,183.36,68.34,64.615,775.38,58.34,64.55,72.09,65.28,59.24,63.03,49.49,48.62,53.61,55.11,63.39,61.46,59.52,8.31,4.49,-0.97,-4.09,-9.09,3.07,8.66,18.11,22.27,23.72,22.58,18.61,9.639722222,249.6047823,60.57071747,-7.426370495,-27.77059964,-89.38295081,60.11750733,346.0619136,1394.188969,2349.069128,3004.875924,2165.14176,1077.10045
NLA06608-0550,28.27,14.42,8.18,7.28,9.27,18.43,33.12,63.68,92.72,104.77,84.46,51.09,42.97,205.46,93.28,89.32,75.34,55.28,73.67,112.75,57.85,75.79,144.18,84.26,86.36,96.12833333,1153.54,75.23,75.44,72.54,72.70,64.05,58.18,65.62,54.21,64.72,70.33,63.91,68.05,67.08,7.94,5.57,-0.02,-6.65,-10.21,-1.77,4.42,13.79,18.36,19.28,19.86,16.10,7.223888889,224.4752654,80.30399895,-0.136341953,-48.37450248,-94.69692873,-32.68732311,146.5048606,878.2942794,1702.37032,2020.24927,1677.56755,822.7971274
NLA06608-0551,29.86,12.47,6.58,5.88,9.15,19.58,40.22,77.89,113.87,136.69,102.95,58.03,51.10,19.14,20.07,42.77,12.85,35.88,76.46,62.04,55.23,59.11,38.72,148.25,101.83,56.02916667,672.35,56.37,63.28,74.40,71.31,67.43,70.73,51.07,51.77,53.54,55.24,64.36,58.90,61.53,9.04,3.39,-1.72,-6.25,-10.29,2.79,8.66,18.72,23.33,25.01,22.44,19.00,9.510277778,269.8017292,42.22494984,-11.32013012,-36.77949465,-94.12968633,54.68963701,348.4513434,1458.288573,2656.874967,3418.226534,2309.759253,1102.844749
NLA06608-0555,34.51,16.94,10.41,9.19,12.16,22.27,41.81,74.60,107.86,122.11,99.56,61.17,51.05,117.85,63.6,92.9,98.33,26.01,53.36,95.81,50.94,57.28,82.81,297.64,40.17,89.725,1076.7,61.12,65.29,69.55,73.01,68.44,56.34,54.80,50.27,55.97,54.54,66.01,58.77,61.18,10.43,6.75,2.96,-1.04,-7.49,6.18,9.07,18.92,23.01,23.56,24.18,20.48,11.41805556,360.0173054,114.4094559,30.802056,-9.525825297,-91.09263849,137.6192558,379.0739605,1411.58781,2481.542089,2877.267972,2406.937014,1252.816712
NLA06608-0558,27.74,10.65,5.53,4.68,7.44,16.21,38.26,74.96,110.28,123.97,98.55,54.83,47.76,35.68,4.18,25.94,3.21,23.15,45.77,84.88,127.22,121.99,54.06,42.8,66.82,52.975,635.7,55.78,59.41,68.00,70.19,63.82,68.41,55.09,56.02,59.21,60.12,63.06,58.99,61.51,7.84,1.44,-2.97,-9.11,-11.84,1.27,6.60,17.09,22.00,24.26,21.12,17.57,7.940555556,217.5729764,15.30426694,-16.40664774,-42.61205946,-88.10708057,20.64543957,252.6484858,1281.39293,2426.05198,3007.195993,2081.465654,963.3321592
NLA06608-0560,48.58,23.68,17.09,16.82,21.11,36.84,58.53,95.06,127.03,154.01,128.80,82.21,67.48,51.08,9.17,80.04,20.39,3.15,110.92,52.33,55.92,58.09,35.52,43.61,50.46,47.55666667,570.68,43.44,37.74,50.03,56.57,45.76,41.24,47.22,52.40,50.61,45.89,43.04,48.04,46.83,18.16,12.07,5.31,1.68,6.31,15.12,14.08,20.70,24.89,28.02,29.60,25.23,16.76444444,882.2869136,285.8954588,90.75977316,28.19337803,133.1866402,556.9647854,824.0447565,1967.367597,3161.826729,4315.992386,3812.943673,2074.233157
NLA06608-0561,21.92,10.38,7.48,8.04,11.04,17.30,31.35,44.50,65.03,88.33,70.87,39.99,34.69,25.53,182.93,136.38,44.23,116.45,44.93,43.26,56.75,35.76,7.01,13.54,66.56,64.44416667,773.33,50.02,66.68,63.11,57.02,63.44,50.66,49.16,44.66,41.32,34.87,32.88,43.77,49.80,7.66,0.74,-3.64,-5.39,-0.19,4.70,7.15,11.93,16.18,23.62,19.52,13.49,7.981388889,167.9486478,7.67826516,-27.18857789,-43.32486358,-2.09705565,81.24548559,224.0455058,530.9246792,1052.460297,2086.731077,1383.214709,539.485969
NLA06608-0562,36.72,19.19,12.55,11.08,13.77,25.21,41.81,74.56,107.79,129.92,105.88,61.17,53.30,169.54,173.2,57.64,93.87,57.03,151.76,201.36,67.81,75.8,96.35,39.13,59.09,103.5483333,1242.58,59.49,69.15,59.26,57.92,48.41,47.98,51.45,46.46,57.85,61.09,57.80,58.23,56.26,12.75,9.93,5.38,1.49,-2.32,4.46,9.04,17.63,21.25,24.00,23.80,20.50,12.32638889,468.3333141,190.6262194,67.45329964,16.50421744,-31.90808245,112.519214,377.8196717,1314.446891,2290.9748,3118.0356,2519.65151,1253.904107
NLA06608-0564,35.57,18.40,13.26,13.05,17.48,28.74,42.98,65.76,99.56,113.30,94.72,60.34,50.26,35.93,7.05,40.8,16.03,12.55,16.02,20.15,31.02,19.08,40.96,29.57,45.38,26.21166667,314.54,35.95,31.27,49.12,53.20,45.04,31.70,31.60,34.60,24.62,35.01,35.07,36.60,36.98,13.05,8.07,1.07,-0.86,3.47,9.49,11.94,16.70,22.44,24.92,25.06,21.02,13.03138889,464.1820272,148.5427374,14.18513231,-11.22469076,60.70019215,272.6533837,513.0951219,1097.90022,2234.459748,2823.863264,2374.079662,1268.407106
NLA06608-0565,51.29,31.63,24.09,25.31,32.15,44.30,55.47,80.22,95.08,108.14,95.67,72.87,59.68,5.24,12,46.56,2.85,97.33,0,14.87,9.01,0.18,0.21,0.05,7.79,16.34083333,196.09,47.06,62.56,54.91,49.10,62.38,51.58,46.73,44.16,43.72,48.75,45.71,46.69,50.28,18.09,14.29,11.44,10.16,12.55,16.19,17.02,19.39,21.89,23.29,23.74,21.64,17.47388889,927.6501033,451.9441847,275.6723031,257.0218339,403.6276154,717.2876188,943.9304276,1555.154489,2081.309759,2518.120932,2271.489322,1577.25677
NLA06608-0569,40.54,22.56,16.38,17.10,21.30,30.63,45.40,68.95,104.02,126.24,99.65,68.10,55.07,24.87,0.32,5.38,10.35,20.83,31.5,3.97,2.84,0.22,82.24,40.78,38.58,21.82333333,261.88,35.93,28.01,36.83,35.89,35.16,24.92,23.62,18.47,12.82,28.02,38.06,31.33,29.09,15.23,11.13,5.83,4.35,8.49,12.27,15.24,20.49,25.68,27.78,26.37,22.83,16.30777778,617.5614355,251.0608494,95.42592452,74.45203879,180.7958914,375.7186037,691.9552684,1413.031072,2671.331954,3506.973869,2627.789038,1554.963723
NLA06608-0570,29.77,14.00,8.87,9.56,13.21,23.57,37.89,65.03,95.22,121.39,97.18,54.61,47.53,72.92,10.4,8.07,5.52,6.55,18.55,42.73,69.92,71.58,22,5.94,25.15,29.94416667,359.33,46.60,41.01,42.19,43.14,48.21,37.24,46.39,42.09,40.27,29.69,29.79,33.98,40.05,8.62,3.81,1.23,-2.19,-0.72,8.28,8.32,14.72,19.39,26.49,22.90,17.55,10.69888889,256.6569658,53.30545376,10.87873982,-20.90836503,-9.51114672,195.0511297,315.1575135,957.305264,1845.93423,3215.632491,2225.483326,958.4517092
NLA06608-0579,27.73,10.64,5.52,4.97,8.42,17.25,35.98,75.01,110.36,132.09,104.91,54.84,48.98,42.37,2.38,20.07,3.44,16.34,53.37,20.38,156.03,102.83,42.17,76.83,46.25,48.53833333,582.46,55.32,54.91,62.85,73.26,73.10,62.79,51.55,55.18,59.89,54.85,56.52,52.06,59.36,7.00,0.62,-3.22,-9.54,-12.33,2.62,6.93,16.19,21.02,25.16,21.30,17.69,7.786388889,194.122572,6.634495083,-17.80323167,-47.45971623,-103.8416953,45.13656585,249.3655095,1214.6511,2319.733148,3322.884227,2234.858564,970.0377484
NLA06608-0580,40.02,23.20,15.61,14.48,18.40,30.54,49.00,80.22,107.63,130.24,108.30,68.49,57.18,113.55,57.45,36.44,57.52,30.27,70.39,130.21,53.72,68.25,130.55,27.87,29.14,67.11333333,805.36,62.15,56.98,52.77,60.33,51.84,49.03,48.92,52.83,59.67,66.91,64.29,58.83,57.05,12.83,9.35,6.52,4.18,0.33,12.28,13.00,19.80,22.99,22.96,26.29,22.45,14.41638889,513.5080483,217.0146464,101.7663898,60.542284,6.134288667,374.9711754,637.1881307,1588.578545,2474.83018,2990.335656,2846.800524,1537.916637
NLA06608-0581,28.39,12.89,8.32,8.36,11.25,20.89,37.32,63.13,86.22,110.36,94.97,54.26,44.70,22.75,41.63,44.2,17.35,48.54,15.43,30.32,9.13,15.62,0.96,5.93,16.06,22.32666667,267.92,44.46,64.18,69.97,61.32,64.79,51.17,46.51,34.64,28.89,25.33,25.15,31.77,45.68,10.42,2.39,-3.13,-5.92,0.36,5.62,9.25,15.11,19.85,26.96,24.09,17.26,10.18888889,295.8049294,30.79544158,-26.04769129,-49.49882555,4.086965537,117.4473486,345.3581163,953.9229637,1711.661725,2975.345231,2287.551753,936.3864064
NLA06608-0582,34.49,19.15,11.76,10.38,12.93,23.69,41.84,74.67,108.00,130.15,106.01,61.19,52.85,166.17,141.65,49.63,77.66,46.99,112.64,197.39,57.94,86.73,117.94,42.88,38.3,94.66,1135.92,58.62,67.13,57.76,56.33,50.48,48.82,51.50,46.36,58.36,58.87,58.95,56.74,55.83,13.06,9.72,4.99,0.91,-3.58,3.72,9.15,18.11,21.63,24.02,23.69,20.85,12.19,450.5512445,186.2203757,58.66673639,9.44979581,-46.24227267,88.04850977,382.8674852,1352.285544,2336.011881,3126.577255,2511.666769,1275.52473
NLA06608-0583,63.55,38.58,28.45,27.74,33.74,53.72,73.26,116.52,144.76,155.64,140.87,98.11,81.24,283.49,64.39,138.5,183.72,49.25,19.98,97.3,95.87,91.89,198.1,49.89,150.34,118.56,1422.72,57.01,58.30,59.32,64.04,56.82,54.20,55.24,60.29,62.96,67.71,59.76,64.35,60.00,22.16,16.78,12.99,11.03,11.92,19.61,19.74,25.01,28.47,28.18,30.95,27.58,21.20305556,1408.388166,647.5293974,369.4933674,305.9638282,402.2224246,1053.585196,1445.876917,2914.549598,4121.350795,4386.503885,4360.396067,2706.112677
NLA06608-0585,37.18,18.66,13.18,13.92,19.19,32.40,46.68,72.65,104.35,134.13,110.41,64.72,55.62,4.22,7.85,6.64,2.91,6.41,2.18,15.46,6.99,2.3,0.99,0.59,4.39,5.0775,60.93,31.19,41.56,47.65,43.70,38.23,28.14,30.14,18.97,15.46,14.99,16.15,23.91,29.18,13.76,7.95,2.20,0.86,7.69,12.01,14.13,20.47,25.67,31.06,28.66,20.44,15.40777778,511.575183,148.289115,28.9881438,11.97246334,147.5440697,388.9935355,659.7472931,1487.353497,2678.411377,4165.506784,3163.985146,1323.045452
NLA06608-0587,36.82,18.17,10.53,9.28,13.00,25.23,44.34,78.89,113.90,129.01,105.43,65.00,54.13,103.79,71.04,103.46,99.98,43.32,69.62,116.89,51.76,84.76,125.61,223.93,31.85,93.83416667,1126.01,59.88,64.47,69.19,71.43,67.31,58.20,54.01,47.07,54.34,56.80,64.98,54.86,60.21,11.38,7.50,2.89,-0.47,-7.50,7.89,10.04,20.34,23.71,23.61,24.84,21.67,12.15833333,418.8804024,136.3288662,30.42361667,-4.393221134,-97.49340783,199.1097122,445.189423,1604.616844,2700.548609,3045.569011,2618.532747,1408.793628
NLA06608-0588,42.12,19.90,12.43,11.59,15.95,30.46,52.79,87.33,133.41,161.19,132.79,77.92,64.82,38.36,2.28,69.35,21.77,31.56,75.51,65.04,242.57,65.9,57.74,82.18,95.97,70.68583333,848.23,50.84,50.59,53.05,63.36,60.36,57.10,55.70,62.64,59.60,55.39,53.65,54.82,56.42,14.35,8.55,4.31,-1.23,-0.13,12.81,12.48,20.59,24.45,27.93,29.76,22.93,14.73277778,604.3440797,170.1025119,53.56401195,-14.26062861,-2.1273104,390.1523254,658.8136838,1797.909647,3262.297192,4502.026645,3951.682493,1786.872041
NLA06608-0590,26.23,11.53,6.04,5.42,8.00,16.24,33.59,65.41,95.91,108.03,86.23,48.30,42.58,39.77,34.57,40.58,13.4,11.74,48.18,50.28,68.98,59.88,60.2,51.61,82.45,46.80333333,561.64,62.81,72.04,85.15,75.35,62.01,61.52,49.13,49.74,56.68,59.91,59.93,63.54,63.15,6.14,1.98,-3.94,-7.52,-11.45,1.12,5.96,15.97,20.16,21.16,20.61,16.29,7.207222222,160.9592498,22.87449535,-23.79942777,-40.75183979,-91.62682361,18.23780419,200.1853263,1044.585946,1933.839834,2286.189823,1776.960736,786.8729256
NLA06608-0591,48.93,29.08,21.15,19.50,24.20,41.78,61.75,93.58,124.57,142.15,127.24,81.94,67.99,109.58,112.1,46.19,113.37,63.68,52.32,50.16,27.03,60.15,106.99,55.69,35.71,69.41416667,832.97,57.51,55.37,51.83,53.00,41.13,43.65,45.25,46.04,49.79,61.63,49.81,52.64,50.64,17.17,12.48,10.58,8.53,7.43,16.86,16.48,22.97,27.29,26.45,30.73,25.79,18.56361111,840.008157,362.8091397,223.7412816,166.2980054,179.8500649,704.5914662,1017.910975,2149.458683,3399.536313,3759.736044,3910.166635,2113.578419
NLA06608-0593,30.97,16.79,11.63,12.73,18.40,30.05,41.33,68.14,83.85,100.01,83.65,55.17,46.06,65.95,434.88,171.89,216.41,149.09,228.35,110.32,49.36,77.93,51.49,21.71,49.19,135.5475,1626.57,59.62,75.06,74.36,73.11,73.08,68.85,59.12,56.30,58.81,57.76,58.55,59.82,64.54,11.40,6.19,4.89,3.12,6.10,8.48,10.94,13.96,16.22,20.19,18.30,15.49,11.27305556,353.037594,103.9237986,56.91029364,39.67882563,112.18897,254.8033851,451.9894226,951.4032504,1360.077169,2018.913751,1531.061717,854.5891862
NLA06608-0594,63.20,38.03,27.89,27.26,31.42,50.42,73.69,110.83,146.93,157.66,142.18,98.35,80.65,60.47,52.65,109.9,95.58,63.85,38.68,46.84,12.43,175.56,151.04,128.33,96.21,85.96166667,1031.54,58.27,62.65,67.44,63.23,53.04,52.29,45.95,53.63,63.96,64.17,65.46,68.94,59.92,20.61,15.75,14.23,12.58,11.52,18.68,20.07,24.60,28.09,28.78,30.91,26.81,21.05111111,1302.264244,598.8925639,396.9039284,342.7996628,361.9541376,941.8412849,1478.700005,2726.391678,4126.731242,4536.964374,4394.710852,2637.0694
NLA06608-0595,27.93,10.87,6.06,5.78,9.07,18.38,38.00,73.92,108.33,129.93,110.36,58.16,49.73,9.52,1.57,21.04,1.85,13.91,50.86,40.97,133.27,108.2,29.81,84.89,34.8,44.22416667,530.69,50.81,49.79,54.18,68.69,72.39,60.26,52.63,52.02,56.73,49.68,54.57,47.40,55.76,8.10,1.62,-2.10,-8.77,-11.51,3.93,7.13,17.58,21.81,25.95,22.61,19.03,8.780833333,226.1418675,17.6035275,-12.7514272,-50.71980861,-104.4828944,72.3034498,270.805665,1299.691284,2362.38838,3371.3477,2495.495078,1106.912735
NLA06608-0596,22.69,11.43,8.09,8.02,9.73,16.39,25.05,41.40,59.41,71.76,59.20,37.01,30.85,26.25,16.62,8.21,11.83,7.69,14.56,27.86,21.02,16.11,30.43,56.12,25.69,21.86583333,262.39,42.62,31.99,42.25,39.04,43.37,38.25,39.39,37.94,27.60,32.07,36.80,37.96,37.44,5.67,2.45,-2.96,-5.67,-3.39,1.34,3.77,9.08,14.56,18.42,16.94,12.15,6.031111111,128.7044003,27.95582375,-23.91138085,-45.4621735,-33.00052689,21.96044394,94.51608719,376.087605,865.2215704,1321.547716,1002.632646,449.7679106
NLA06608-0597,36.31,16.43,10.59,11.33,17.31,30.29,47.91,76.32,104.33,133.42,114.72,65.41,55.36,7.72,24.2,35.14,3.2,25.55,6.22,24.54,7.27,19.37,0.55,4,35.78,16.12833333,193.54,41.68,55.96,63.96,55.12,56.79,41.14,40.55,31.55,31.31,28.73,28.76,34.74,42.52,12.88,7.39,1.38,0.41,5.86,11.28,13.53,19.85,23.59,29.89,26.05,20.39,14.37583333,467.5933841,121.4616354,14.6077692,4.64419382,101.4167698,341.6162777,648.3659359,1515.233817,2461.057889,3987.375061,2988.763366,1333.874951
NLA06608-0599,67.87,41.45,28.84,28.07,33.96,53.77,77.61,115.57,152.46,164.03,148.93,104.21,84.73,200.75,19.08,100.7,161.93,4.03,174.29,61.73,146.04,110.04,181.32,49.69,38.44,104.0033333,1248.04,57.16,56.83,60.87,66.46,58.87,58.03,64.07,65.51,66.78,69.80,62.27,61.21,62.32,23.48,18.35,13.51,9.63,13.20,20.11,19.56,25.30,28.67,28.44,30.69,28.64,21.63194444,1593.492177,760.7659104,389.5900856,270.4204501,448.26474,1081.277959,1518.034739,2923.935168,4370.982328,4664.582171,4571.277223,2984.120791
NLA06608-0606,26.21,11.51,6.03,5.41,8.00,17.27,33.61,69.67,96.05,115.09,86.31,51.41,43.88,42.38,25.45,29.27,22.86,12.78,47.06,57.97,54.85,85.63,59.17,66.83,97.96,50.18416667,602.21,65.90,74.22,86.72,82.82,70.42,67.40,52.58,56.47,59.53,63.96,64.40,68.64,67.75,6.29,2.02,-3.34,-7.56,-11.53,1.28,6.37,15.87,21.12,21.95,21.26,16.71,7.537222222,164.9756301,23.29786388,-20.1058848,-40.84719744,-92.20170656,22.05022282,214.0885083,1105.95469,2028.235604,2526.247011,1834.946646,858.8338328
NLA06608-0608,48.36,26.49,16.81,15.57,19.69,36.80,58.81,95.97,136.78,155.66,129.76,82.38,68.59,113.38,106.02,138.33,154.84,82.47,38.26,91.41,55.31,96.33,60.85,21.87,90.47,87.46166667,1049.54,55.25,59.83,64.54,65.87,55.18,50.83,49.65,51.76,54.64,58.63,47.59,53.37,55.60,16.14,10.88,7.55,4.74,3.05,16.33,15.56,24.24,27.15,27.23,31.87,25.75,17.54055556,780.4831259,288.2594711,126.8800301,73.86049245,60.0414948,600.8976768,914.8999964,2326.091858,3713.248113,4238.579594,4135.57613,2121.544792
NLA06608-0609,82.43,54.27,43.08,41.80,46.96,69.05,87.00,120.74,149.03,150.88,138.02,110.46,91.14,35.96,56.15,86.95,38.7,42.4,27.87,72.93,25.53,125.11,287.8,153.81,105.84,88.25416667,1059.05,55.26,59.59,65.46,61.53,57.12,51.33,51.06,52.27,62.59,65.45,62.53,64.09,59.03,25.53,20.74,21.17,19.47,17.72,22.40,23.36,26.50,28.70,29.75,30.78,29.23,24.61305556,2104.615078,1125.536239,912.2311523,813.9712736,832.1096879,1546.410616,2032.622289,3199.669095,4276.80169,4488.81685,4248.264218,3228.719201
NLA06608-0610,32.24,17.73,10.81,9.58,12.04,22.24,39.55,70.98,102.95,123.87,100.51,57.65,50.01,164.71,139.65,49,71.82,39.99,99.5,202.73,93.72,70.52,118.46,27.26,78.66,96.335,1156.02,60.05,69.45,59.16,58.20,49.26,48.64,53.95,45.58,59.96,61.86,57.90,57.94,56.83,12.18,8.70,4.10,-0.61,-4.25,2.60,7.90,17.10,20.87,23.42,23.35,19.72,11.25805556,392.5927563,154.314765,44.3537958,-5.809422771,-51.157539,57.74543935,312.6127382,1213.516493,2148.992534,2901.377093,2347.296779,1137.009872
NLA06608-0611,32.18,15.59,8.91,7.43,10.60,22.23,39.63,75.80,110.04,132.35,100.80,61.38,51.41,91.43,71.04,38.73,25.2,52.33,64.41,127.12,37.76,98.97,64.19,375.05,50.38,91.38416667,1096.61,60.22,64.20,72.55,68.30,63.94,68.61,54.79,50.79,57.25,58.31,67.91,58.18,62.09,9.60,5.94,-0.03,-2.86,-8.70,4.29,8.93,18.99,22.77,24.07,23.84,20.14,10.58333333,309.0811706,92.63098656,-0.267299994,-21.23914307,-92.18960637,95.36389863,353.9115454,1439.132164,2506.057307,3186.15285,2403.368897,1236.474043
NLA06608-0614,38.67,21.10,15.40,16.48,22.21,34.29,47.87,71.62,91.97,110.57,95.13,61.45,52.23,33.35,279.49,212.51,108.37,153.14,72.43,70.58,27.84,19.29,19.86,23.27,35.34,87.95583333,1055.47,54.51,79.40,77.66,78.10,74.55,64.05,59.52,52.27,49.41,48.82,44.95,47.12,60.86,14.12,9.18,6.36,4.06,7.60,11.43,12.64,16.42,19.28,23.40,22.36,19.12,13.83138889,546.0881177,193.6826143,97.97329416,66.89681894,168.7791052,391.8121271,605.0514189,1176.212495,1772.967118,2587.618336,2127.387671,1175.000958
NLA06608-0616,48.32,23.35,15.75,14.60,19.66,34.59,58.87,96.14,137.09,165.95,138.25,87.68,70.02,16.21,4.95,88.62,22.66,13.33,120.18,63.58,139.73,211.36,66.34,59.3,50.95,71.43416667,857.21,47.99,49.14,57.62,64.30,65.38,57.92,61.52,68.22,65.08,62.29,54.17,58.16,59.32,18.02,11.22,5.84,1.91,3.47,15.35,13.83,21.59,25.04,27.87,30.36,25.12,16.63611111,870.8324595,262.0150691,91.95350976,27.9253009,68.2776231,530.7678429,814.1157428,2075.426105,3433.104918,4625.69785,4197.834069,2202.262864
NLA06608-0617,31.56,17.50,12.67,13.24,16.55,23.89,33.38,54.08,76.78,93.09,78.07,53.20,42.00,56.22,5.3,15.54,38.43,28.44,17.14,11.05,7.33,3.08,82.43,87.76,52.36,33.75666667,405.08,44.72,32.82,41.82,49.78,45.94,31.80,30.57,25.21,15.99,31.20,47.78,39.55,36.43,11.09,8.03,2.17,-0.45,3.92,8.68,11.02,16.06,21.46,24.60,22.33,18.44,12.27916667,350.1157726,140.4491204,27.49014373,-5.915248653,64.93353636,207.2691764,367.7755527,868.7151384,1647.461834,2290.070974,1743.316051,981.0013985
NLA06608-0618,59.65,36.14,26.62,25.97,31.65,50.47,68.94,103.22,136.53,146.69,132.68,98.16,76.39,106.49,119.15,65.35,123.26,65.5,57.74,164.03,8.04,114.44,155.16,80.84,83.8,95.31666667,1143.8,55.28,54.95,56.24,61.11,53.92,48.40,53.07,49.00,54.57,62.75,57.11,59.91,55.53,20.10,14.80,13.13,11.17,10.56,18.47,18.27,24.23,28.47,28.72,31.21,26.95,20.50666667,1198.759213,534.7943105,349.5138774,290.1340583,334.0826918,932.3960187,1259.765592,2500.910354,3887.371662,4212.336126,4141.078876,2645.484064
NLA06608-0619,34.38,17.84,10.25,9.65,12.08,23.67,41.97,79.98,115.87,131.00,106.56,65.19,54.04,105.82,73.42,75.7,77.68,20.64,53.6,81.2,70.34,48.98,24.67,195.01,42.6,72.47166667,869.66,64.84,67.19,72.40,76.72,69.42,55.33,52.50,46.39,52.00,50.68,62.27,59.57,60.78,10.72,7.20,3.01,-1.11,-6.42,6.60,10.06,19.94,24.04,24.47,24.59,20.69,11.9825,368.4427723,128.401329,30.82622884,-10.68134658,-77.62133284,156.3197195,422.2057055,1594.994688,2785.4309,3205.56168,2620.189909,1349.056238
NLA06608-0622,27.92,11.55,6.06,5.10,8.01,17.28,38.01,78.69,108.41,130.02,103.77,54.67,49.12,24.02,11.59,27.95,5.13,37.17,65.95,78.05,77.53,67.16,22.27,71.03,114.38,50.18583333,602.23,59.39,61.86,72.01,72.14,70.85,71.56,56.54,53.74,59.01,59.78,66.91,62.06,63.82,7.96,2.32,-2.33,-7.60,-11.53,1.93,7.09,17.96,22.52,24.81,21.79,18.20,8.593611111,222.3556335,26.76230245,-14.12869337,-38.75560515,-92.35910763,33.40038653,269.6218915,1412.997818,2441.440492,3225.393064,2261.086199,994.9429308
NLA06608-0623,36.85,19.37,11.95,10.53,13.85,25.23,44.31,78.77,106.85,128.79,105.31,64.98,53.90,133.06,58.33,73.38,109.45,20.96,97.4,58.8,53.1,76.66,81.93,187.02,62.54,84.38583333,1012.63,65.45,64.19,60.42,71.07,69.37,56.85,55.60,47.30,54.12,56.14,64.99,58.75,60.35,11.01,8.04,4.46,0.75,-6.39,6.53,9.49,19.20,22.59,22.95,24.44,21.06,12.01,405.7913658,155.7294534,53.34119847,7.8644496,-88.57259427,164.8308387,420.320048,1512.42407,2413.79052,2955.298676,2573.379181,1368.270939
NLA06608-0624,42.11,21.15,12.41,10.88,14.98,28.62,52.80,87.42,125.54,142.47,117.39,73.25,60.75,105.43,53.89,110.78,102.17,58.76,56.85,77.19,59.88,115.43,52.28,52.91,43.83,74.11666667,889.4,58.24,65.72,74.64,72.61,63.01,60.36,51.86,52.47,56.17,60.76,55.08,48.19,59.93,13.40,9.16,3.97,1.20,-3.21,12.19,12.85,22.53,25.18,25.16,28.98,24.38,14.64888889,564.0730804,193.8039869,49.29353888,13.0564776,-48.04878633,349.0081461,678.5163141,1969.490388,3160.607735,3584.065269,3401.448908,1785.50844
NLA06608-0625,23.32,11.75,7.95,8.56,11.74,19.58,27.69,47.35,65.03,82.97,70.87,42.55,34.95,27.5,164.36,108.8,45.67,104.07,40.39,51.34,26.89,35.18,16.95,23.57,17.36,55.17333333,662.08,43.69,59.36,61.12,54.54,63.10,55.20,59.59,49.64,44.59,32.86,32.97,41.76,49.87,6.89,0.76,-2.52,-2.74,0.58,4.47,5.00,10.09,13.54,21.13,17.75,12.71,7.305555556,160.7364512,8.965987383,-20.01865638,-23.41883152,6.771850873,87.53253234,138.42699,477.7600975,880.7716143,1752.859083,1258.004838,540.6623515
NLA06608-0627,29.90,13.32,7.49,6.29,9.17,18.41,37.75,73.00,106.64,120.36,96.55,54.51,47.78,75.69,36.47,48.04,28.82,21.67,50,56.83,49.92,67.21,108.95,69.25,38.85,54.30833333,651.7,58.85,65.90,72.83,64.71,54.89,61.67,49.65,48.07,53.18,56.76,59.20,58.02,58.64,7.80,4.00,-1.48,-4.72,-9.23,2.03,8.12,17.36,22.02,22.95,22.46,18.63,9.161111111,233.2948052,53.22390176,-11.06533935,-29.68317518,-84.6937592,37.4280628,306.3795245,1267.261598,2348.30088,2761.805957,2168.123056,1015.56305
NLA06608-0628,33.47,18.46,13.32,13.94,17.51,27.02,37.93,61.64,87.66,99.84,83.51,56.68,45.92,40.61,3.06,25.55,16.59,5.57,16.27,14.03,76.22,74.88,73.14,36.71,63.81,37.20333333,446.44,35.24,28.40,42.11,49.94,37.92,29.78,34.06,41.81,34.24,43.02,37.44,39.54,37.79,12.86,8.54,2.24,-0.78,4.13,9.17,10.56,15.08,20.45,22.70,23.91,19.78,12.38611111,430.3376138,157.6397063,29.78770971,-10.92171587,72.3855332,247.8708053,400.6496243,929.3556304,1792.445501,2266.315268,1996.671809,1121.212645
