"","COMID","X.x","SITE_ID","VISIT_NO","LONdd_use","LATdd_use","X.y","CatAreaSqKm","WsAreaSqKm","CatPctFull","WsPctFull","inStreamCat","BFICat","BFIWs","X.x","ElevWs","ElevCat","X.y","PctCarbResidWs","PctNonCarbResidWs","PctAlkIntruVolWs","PctSilicicWs","PctExtruVolWs","PctColluvSedWs","PctGlacTilClayWs","PctGlacTilLoamWs","PctGlacTilCrsWs","PctGlacLakeCrsWs","PctGlacLakeFineWs","PctHydricWs","PctEolCrsWs","PctEolFineWs","PctSalLakeWs","PctAlluvCoastWs","PctCoastCrsWs","PctWaterWs","PctCarbResidCat","PctNonCarbResidCat","PctAlkIntruVolCat","PctSilicicCat","PctExtruVolCat","PctColluvSedCat","PctGlacTilClayCat","PctGlacTilLoamCat","PctGlacTilCrsCat","PctGlacLakeCrsCat","PctGlacLakeFineCat","PctHydricCat","PctEolCrsCat","PctEolFineCat","PctSalLakeCat","PctAlluvCoastCat","PctCoastCrsCat","PctWaterCat","X.x","OmWs","PermWs","RckdepWs","WtDepWs","OmCat","PermCat","RckdepCat","WtDepCat","X.y","AvgWetIndxWs","AvgWetIndxCat","X.x","CanalDensWs","CanalDensCat","X.y","DamDensWs","DamNIDStorWs","DamNrmStorWs","DamDensCat","DamNIDStorCat","DamNrmStorCat","X.x","NABD_DensWs","NABD_NIDStorWs","NABD_NrmStorWs","NABD_DensCat","NABD_NIDStorCat","NABD_NrmStorCat","X.y","RdDensWs","RdDensCat","X","Precip8110Ws","Tmax8110Ws","Tmean8110Ws","Tmin8110Ws","Precip8110Cat","Tmax8110Cat","Tmean8110Cat","Tmin8110Cat","PctNoDataCat_2002","PctIrrigated.AgLandCat_2002","PctNoDataCat_2007","PctIrrigated.AgLandCat_2007","PctNoDataCat_2012","PctIrrigated.AgLandCat_2012","PctNoDataWs_2002","PctIrrigated.AgLandWs_2002","PctNoDataWs_2007","PctIrrigated.AgLandWs_2007","PctNoDataWs_2012","PctIrrigated.AgLandWs_2012"
"62",1492358,985,"NLA06608-3083",1,-95.34226,30.85368,319168,623.3544,42922.0251,100,100,1,19.2556712521801,12.8502374204147,319168,172.158325864,44.0424938205,319168,8.32704792393405,70.0102339765884,0,0,0,5.79500103782382,0,0,0,0,0,0,0,0,0,13.4308513789113,0,2.43686568274245,0,20.0282696328124,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0164939880107,0,43.9552363791769,319168,1.04063887905855,3.5171460360692,136.852510061666,149.848529328522,1.20930279063954,3.7074505821471,145.550208131754,112.341178183213,319168,576.477698613992,1156.64846177391,319168,0.00331717806111,0,319168,0.0398163878805,472210.698195,218914.246659,0.0112295670007,4049887.84916,3540613.70168,319168,0.0193606894843,461513.279806,216215.591885,0.00160422385725,4046601.09883,3538055.14167,319168,2.576773086275,1.56054011976333,319168,1020.20795237,35.4725020048,18.5324460508,0.970937890666,1247.5933976,34.7374800253,19.2614442922,3.19110027712,99.99928,0.000721901,99.9229,0.077099,100,0,99.86083,0.1391726,99.82182,0.178184,99.7225,0.2775023
"63",1538095,678,"NLA06608-1356",1,-94.9704606,35.5204336,291662,0.504,1.3131,100,100,1,29,29,291662,210.842810144,205.190839286,291662,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291662,0.876415352981494,4.08769705277587,122.522940370117,148.770376970528,0.796,3.087125,137.733607142857,114.026375,291662,357.854009595613,411.641071428571,291662,0,0,291662,0,0,0,0,0,0,291662,0,0,0,0,0,0,291662,1.13231548989719,1.20825056673214,291662,1197.47415582,34.0647694023,15.8383671543,-2.33989034523,1195.80474309,34.0999984741,15.8761530382,-2.29999995232,100,0,100,0,100,0,100,0,100,0,100,0
"64",1573494,950,"NLA06608-2663",1,-95.35805,29.20586,133899,0.5895,0.5895,100,100,0,23,23,133899,3.64160305344,3.64160305344,133899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,133899,2.94,1.66,152.4,135.71,2.94,1.66,152.4,135.71,133899,1167.62900763359,1167.62900763359,133899,1.67938931298,1.67938931298,133899,0,0,0,0,0,0,133899,0,0,0,0,0,0,133899,1.62653470184733,1.62653470184733,133899,1357.76981192,26.1357145353,20.8869181189,15.6303693976,1357.76981192,26.1357145353,20.8869181189,15.6303693976,100,0,100,0,100,0,100,0,100,0,100,0
"65",1594371,449,"NLA06608-0864",1,-102.7612671,38.30009665,109165,22.8222,22.8222,100,100,0,20.6653915923969,20.6653915923969,109165,1198.14032574,1198.14032574,109165,0,58.7428030601782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2571969398218,0,58.7428030601782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2571969398218,109165,0.296224465651865,4.10424875778847,152.4,182.88,0.296224465651865,4.10424875778847,152.4,182.88,109165,876.101348686805,876.101348686805,109165,0.00131450955648,0.00131450955648,109165,0,0,0,0,0,0,109165,0,0,0,0,0,0,109165,0.33328104631004,0.33328104631004,109165,378.106650426,20.2255961961,11.5545681783,2.87930748766,378.106650426,20.2255961961,11.5545681783,2.87930748766,100,0,100,0,100,0,100,0,100,0,100,0
"66",1629479,605,"NLA06608-1191",1,-97.82158001,30.00954296,319487,3.0105,21.1833,100,100,1,38.4926756352765,36.6567107107958,319487,214.136245911,200.403449925,319487,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319487,1.51261460678931,1.61967625440795,147.774646726431,163.699158346433,1.52163826606876,1.6186307922272,145.141650224215,164.536050822123,319487,558.880103666567,816.523766816144,319487,0,0,319487,0,0,0,0,0,0,319487,0,0,0,0,0,0,319487,4.17886029002847,3.2777784658296,319487,885.519138369,35.5995268834,20.0505712781,3.27115179038,879.825969519,35.5999984741,20.0856395978,3.32068757534,100,0,100,0,100,0,100,0,100,0,98.84437,1.155627
"67",1768378,180,"NLA06608-0318",1,-92.4346949,47.4614856,200914,3.4794,8.5824,100,100,0,52,52,200914,444.423071518,429.788233316,200914,0,0,0,0,0,0,66.6421979865772,33.3578020134228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,200914,12.9905316694631,4.65656984060403,152.212852348993,89.6753911493289,15.1820227625453,6.50427056389033,152.4,82.5405923435075,200914,561.154991610738,646.788670460424,200914,0,0,200914,0,0,0,0,0,0,200914,0,0,0,0,0,0,200914,3.79297782870176,1.70553941882049,200914,695.957514002,9.76852946004,3.59769230296,-2.5778339045,696.338610986,9.79444824102,3.5057080904,-2.78839127486,100,0,100,0,100,0,100,0,100,0,100,0
"68",1823118,638,"NLA06608-1263",1,-84.6432059,38.7922116,253051,11.6082,20.6811,100,100,1,15,15,253051,263.176372775,259.714675919,253051,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,253051,0.537426345793986,1.2273401801645,93.6425135993733,167.984109839419,0.536932857807412,1.21951232749263,93.4310513257869,168.266463792836,253051,369.150441707646,374.691967746938,253051,0,0,253051,0.0483533274342,194662.374052,146960.012765,0.0861460002412,346809.326511,261823.083682,253051,0.0483533274342,194662.374052,146960.012765,0.0861460002412,346809.326511,261823.083682,253051,2.76799402115845,2.46708027743061,253051,1075.43644255,30.5,12.8076683891,-5.2252185834,1075.7723829,30.5,12.813678927,-5.23778100471,100,0,100,0,100,0,100,0,100,0,100,0
"69",1849431,483,"NLA06608-0926",1,-91.0361196,46.278362,76758,3.4263,4.482,100,100,0,64,64,76758,454.499746988,449.274152876,76758,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,76758,9.1663453815261,4.77177108433735,130.440174698795,82.4735963855422,9.88853427895981,4.87326241134752,134.995035460993,79.1821276595745,76758,612.280722891566,666.512739690045,76758,0,0,76758,0,0,0,0,0,0,76758,0,0,0,0,0,0,76758,1.74077713795984,1.57072467628054,76758,858.112289831,10.8348205654,4.8403658054,-1.16138738954,858.117310964,10.8531309205,4.85206438332,-1.15672075298,100,0,100,0,100,0,100,0,100,0,100,0
"70",1849933,229,"NLA06608-0414",1,-91.60870009,46.13099234,281596,4.5855,4.5855,100,100,1,65.4100098135427,65.4100098135427,281596,373.294268891,373.294268891,281596,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,281596,10.74,14.92,152.4,96.46,10.74,14.92,152.4,96.46,281596,673.158783120707,673.158783120707,281596,0,0,281596,0.21807872642,94148.5116127,37659.4046451,0.21807872642,94148.5116127,37659.4046451,281596,0.21807872642,94148.5116127,37659.4046451,0.21807872642,94148.5116127,37659.4046451,281596,0.513936764019627,0.513936764019627,281596,806.092414067,27.1656139782,5.18631201904,-18.7539743717,806.092414067,27.1656139782,5.18631201904,-18.7539743717,100,0,100,0,100,0,100,0,100,0,100,0
"71",1918274,525,"NLA06608-1007",1,-83.7764875,38.934359,253166,14.6304,15.8607,100,100,1,20.0260211614173,20.0724621233615,253166,311.997812518,311.802180118,253166,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,253166,0.658642273964318,1.64019895984519,150.874846395743,53.8575901064344,0.653132911392405,1.64446041268376,150.815867888457,54.9797158678885,253166,579.59008114396,580.339628444882,253166,0,0,253166,0,0,0,0,0,0,253166,0,0,0,0,0,0,253166,4.96409373066447,5.06970853981914,253166,1117.75593971,29.2541282013,11.5001319861,-5.92019527555,1118.12134273,29.2542262151,11.503965219,-5.92189352921,100,0,100,0,100,0,100,0,100,0,100,0
"72",1935812,242,"NLA06608-0447",1,-82.87261725,38.48626189,253189,3.5514,14.1399,100,100,1,25,25,253189,238.468824391,214.347833249,253189,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,253189,0.760009547450831,2.22026732862326,87.3820278785564,113.84436509452,0.760038013177902,2.22106436898125,87.4178890015205,113.857379624937,253189,292.100884730444,380.869488089204,253189,0,0,253189,0,0,0,0,0,0,253189,0,0,0,0,0,0,253189,0.869727612087073,0.769969804125697,253189,1082.10662118,30.2669341178,11.9423962844,-5.43060277765,1080.51427412,30.4875316379,12.1265926726,-5.43862144729,100,0,100,0,100,0,100,0,100,0,100,0
"73",2032039,656,"NLA06608-1303",1,-93.5289501,44.2311524,281728,21.3255,564.4467,100,100,1,49,48.5891945156203,281728,325.67909907,318.302157839,281728,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,281728,2.75217043599568,4.54741208022049,152.4,115.980928645355,2.12670141380038,11.3377197721038,152.4,132.669459379616,281728,595.521169137848,721.047098543997,281728,0.0234388827147,0,281728,0.00708658585478,235902.10732,193382.91045,0,0,0,281728,0.0017716464637,10904.5994954,7633.21964678,0,0,0,281728,1.55643514277309,2.00729569819371,281728,793.834311066,28.6445075967,7.20345886813,-15.825447165,795.695846124,28.7281876974,7.22906912045,-15.7962567575,100,0,100,0,100,0,99.81233,0.1876705,99.93016,0.0698383,100,0
"74",2065290,729,"NLA06608-1482",1,-83.6556566,30.961131,359792,5.5818,29.4048,100,100,1,40.1623669783941,40.3397404505387,359792,68.0645044687,57.0083069977,359792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,359792,0.714706170421156,12.1426282443683,152.4,84.8774479676787,0.932171880038697,12.8976781683328,152.4,87.9807674943567,359792,586.038993633692,640.124798452112,359792,0,0,359792,0,0,0,0,0,0,359792,0,0,0,0,0,0,359792,1.33506462022527,1.31601608469365,359792,1289.54001615,33.200000763,19.5666100305,4.15713746033,1290.64540523,33.200000763,19.462667806,4.19000304357,99.54853,0.4514673,100,0,100,0,98.08093,1.919074,95.77926,4.220739,98.1299,1.870103
"75",2087743,818,"NLA06608-1775",1,-84.2755008,38.7132817,253211,9.5859,80.298,100,100,1,15.2212937752324,15.6251513113652,253211,247.87397254,217.335734673,253211,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,253211,0.52,0.92,85.34,179.07,0.52,0.92,85.34,179.07,253211,296.403194351042,345.568397333584,253211,0,0,253211,0.0124536103016,71429.9484421,37827.1501158,0.1043198865,598345.69524,316865.86549,253211,0.0124536103016,71429.9484421,37827.1501158,0.1043198865,598345.69524,316865.86549,253211,1.22173398697601,2.43625295208901,253211,1080.91896943,30.4173837124,12.6856499466,-5.64035308573,1074.83913752,30.4956248072,12.6089700972,-5.91003670207,100,0,100,0,100,0,99.99552,0.0044833,99.67608,0.3239184,100,0
"76",2146549,248,"NLA06608-0458",1,-83.5418964,31.163782,360219,5.1336,1470.3507,100,100,1,42.0773141654979,45.6841074037643,360219,99.9280878888,62.7646020337,360219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,360219,0.61995982795125,11.1149576152138,152.4,100.897596177565,1.12892180925666,16.2663867461431,152.4,75.5019740532959,360219,551.230443594171,855.514375876578,360219,0,0,360219,0.053048568617,10716.451689,6442.55688796,0.19479507558,336386.161758,252289.621318,360219,0.0476076897845,8664.49763475,5044.94631791,0,0,0,360219,1.92675689024394,1.21950860364306,360219,1230.93444196,33.0221081112,19.0984594856,3.53674295127,1258.97494312,33.299929112,19.5101356215,3.94535418939,100,0,99.57924,0.4207574,100,0,92.66246,7.337535,87.65268,12.34732,88.44504,11.55496
"77",2266861,581,"NLA06608-1143",1,-92.1679386,45.7235156,78170,1.0773,1.0773,100,100,0,63,63,78170,324.568120301,324.568120301,78170,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,78170,3.9,20.96,152.4,144.47,3.9,20.96,152.4,144.47,78170,525.941520467836,525.941520467836,78170,0,0,78170,0,0,0,0,0,0,78170,0,0,0,0,0,0,78170,1.29946405263158,1.29946405263158,78170,806.318806456,11.9926276888,6.08007442742,0.159775238621,806.318806456,11.9926276888,6.08007442742,0.159775238621,100,0,100,0,100,0,100,0,100,0,100,0
"78",2332715,762,"NLA06608-1576",1,-93.9527628,38.3067683,274679,16.3224,368.6076,100,100,1,16.11071901191,14.8522843804631,274679,259.232993574,232.812437693,274679,0,75.5151819984178,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9673311130861,0,4.51748688849606,0,24.1508601676224,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5774150860168,0,52.2717247463608,274679,0.994618148704191,1.76653298450452,136.864277254917,77.1567754336569,1.00544657356285,1.822182241781,147.850372120114,64.0056387522651,274679,517.24309997949,949.701091751213,274679,0,0,274679,0,0,0,0,0,0,274679,0,0,0,0,0,0,274679,1.31732537499145,1.53178221884098,274679,1107.76560832,32.5769485577,12.8418354544,-6.55333935397,1114.44355393,32.6157244626,12.9213994629,-6.59412761204,100,0,100,0,100,0,99.81224,0.1877606,99.81834,0.1816566,99.25701,0.7429852
"79",2354274,95,"NLA06608-0167",1,-94.0350912,44.94545187,282004,2.3769,2.3769,100,100,1,52.5539568345324,52.5539568345324,282004,306.165804619,306.165804619,282004,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,282004,4.23,3.33,152.4,123.79,4.23,3.33,152.4,123.79,282004,842.254449072321,842.254449072321,282004,0,0,282004,0,0,0,0,0,0,282004,0,0,0,0,0,0,282004,1.93323388265808,1.93323388265808,282004,754.011129985,28.4747443187,6.97886148864,-16.40586863,754.011129985,28.4747443187,6.97886148864,-16.40586863,100,0,100,0,100,0,100,0,100,0,100,0
"80",2377351,329,"NLA06608-0618",1,-86.4372834,31.4484229,351894,23.1867,1667.8386,100,100,1,44,42.064792240688,351894,120.377405046,73.0380355549,351894,2.75562635377308,81.4684046765676,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7759689696593,0,0,0,14.2801692349493,0,0,0,0,0,0,0,0,0,0,0,0,0,85.7198307650507,0,0,351894,0.463604819762259,6.82996386206643,151.328677141634,151.670314438449,1.04158808933002,11.2580725540491,151.228158666178,99.3235883107365,351894,456.465764852786,784.254745177192,351894,0,0,351894,0.0155890384118,13378.7844939,12856.6495103,0.0862563452324,784453.849836,782432.335779,351894,0.00839409760633,2294.8793966,1740.94299053,0,0,0,351894,1.21349349123171,2.34758282786943,351894,1399.01721712,32.8455633729,18.1627347849,2.54650649442,1482.85073172,33.1580364023,18.5291026327,2.31057718658,100,0,100,0,100,0,99.8168,0.1832012,99.90319,0.09680793,99.73613,0.2638745
"81",2385648,489,"NLA06608-0935",1,-93.4604842,44.6510154,79597,2.7396,2.7396,100,100,0,52.0607752956636,52.0607752956636,79597,296.123439553,296.123439553,79597,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,79597,12.4980486202365,3.57183968462549,152.4,107.660955978975,12.4980486202365,3.57183968462549,152.4,107.660955978975,79597,712.587385019711,712.587385019711,79597,0,0,79597,0,0,0,0,0,0,79597,0,0,0,0,0,0,79597,1.90562120080158,1.90562120080158,79597,778.274052444,12.8192210699,7.33756144665,1.85076745209,778.274052444,12.8192210699,7.33756144665,1.85076745209,100,0,100,0,100,0,100,0,100,0,100,0
"82",2409582,899,"NLA06608-2154",1,-86.94776,31.26784,215084,1.1916,1.4112,100,100,0,50,50,215084,85.5097895408,85.3584063444,215084,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215084,0.9115625,4.48505739795918,151.119177295918,164.813692602041,1.00768126888218,4.52837613293051,151.305158610272,163.128119335347,215084,645.151785714286,649.342900302115,215084,0,0,215084,0,0,0,0,0,0,215084,0,0,0,0,0,0,215084,1.23265836528699,1.18306442244713,215084,1601.7117737,25.0979208813,18.6230496022,12.141763144,1602.43109702,25.1002107128,18.6245990995,12.1427887761,100,0,100,0,100,0,100,0,100,0,100,0
"83",2483666,354,"NLA06608-0663",1,-97.43991096,44.92726106,17329,7.9479,12.2598,100,100,0,27.8989921866153,27.6385259139627,17329,552.522117163,549.12422489,17329,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,17329,2.13452943767435,2.46574952283071,140.216502716194,143.859923652914,2.03390782470841,2.3495142113011,133.60670365757,137.078373910089,17329,571.78138305682,584.420450685087,17329,0,0,17329,0,0,0,0,0,0,17329,0,0,0,0,0,0,17329,1.04559504103656,1.0685755027109,17329,601.373226871,12.0364984261,6.31756274894,0.592835032853,601.223919501,12.0667321038,6.33621723889,0.59986530475,100,0,100,0,98.65247424,1.347525762,100,0,100,0,97.10762003,2.892379974
"84",2487240,894,"NLA06608-2123",1,-97.11673425,44.32793752,16891,9.7848,10.9224,100,100,0,28,28,16891,552.366761701,551.424797645,16891,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,16891,2.32,2.68,152.4,156.36,2.32,2.68,152.4,156.36,16891,546.987804878049,544.961736571008,16891,0,0,16891,0,0,0,0,0,0,16891,0,0,0,0,0,0,16891,1.93765316402439,2.08365068961553,16891,655.692128111,12.8111125596,6.99598207652,1.17609622159,655.675684173,12.8126413742,6.99531527588,1.17353376048,100,0,95.7781457,4.221854305,100,0,100,0,96.21786421,3.782135794,100,0
"85",2529647,47,"NLA06608-0076",1,-94.49779458,39.41430868,274769,121.0887,543.1977,100,100,1,21.9855436551883,21.0616433022452,274769,297.122268517,278.211617475,274769,0,19.9826692933346,0,0,0,0,0,76.341597175393,0,0,0,0,0,0,0,3.67573353127232,0,0,0,13.6038292590473,0,0,0,0,0,69.9070185739875,0,0,0,0,0,0,0,16.4891521669652,0,0,274769,1.04181304641132,1.27149817794004,149.822328590923,96.3403578699531,1.14834570367048,1.50582571953564,144.874212215382,109.959647154458,274769,510.8652844075,649.602721806411,274769,0,0,274769,0.0239323546473,565241.424255,331492.341297,0.0412920445921,2512846.47833,1474059.56856,274769,0.00736380142994,1121706.30141,658009.413589,0.0165168178368,5021985.04072,2945959.5817,274769,1.45532835558435,1.38692139179296,274769,990.657570291,31.3286503212,11.8132708853,-8.81711201286,980.971650194,31.4757073083,12.0730388663,-8.6100184625,99.88628,0.1137183,100,0,100,0,99.97465,0.02534989,100,0,100,0
"86",2567126,45,"NLA06608-0072",1,-98.405152,32.2376622,319649,1.188,6.9552,100,100,1,11,11.8136645962733,319649,451.934367236,441.110825758,319649,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319649,0.71810817805383,2.12401397515528,117.783020186335,180.75038431677,0.498393939393939,2.34160606060606,140.502818181818,179.898590909091,319649,498.697463768116,534.247727272727,319649,0,0,319649,0.14377731769,254137.456867,23941.7701863,0.841750841751,1487859.29293,140168.181818,319649,0,0,0,0,0,0,319649,1.78154360798395,1.48159760205303,319649,842.027483568,35.1998323416,17.6917612673,0,841.545648795,35.2297730359,17.7375860084,0,93.63636,6.363636,100,0,100,0,98.34369,1.656315,100,0,99.84472,0.1552795
"87",2580363,18,"NLA06608-0023",1,-97.74526454,31.14844072,319745,3.735,3.735,100,100,1,36.1520481927711,36.1520481927711,319745,285.016359036,285.016359036,319745,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319745,1.43057831325301,2.1324265060241,124.169530120482,182.88,1.43057831325301,2.1324265060241,124.169530120482,182.88,319745,525.994698795181,525.994698795181,319745,0,0,319745,0.267737617135,67370.7951807,23777.9277108,0.267737617135,67370.7951807,23777.9277108,319745,0.267737617135,67370.7951807,23777.9277108,0.267737617135,67370.7951807,23777.9277108,319745,3.40463527684337,3.40463527684337,319745,858.436374099,35.7000007629,19.3669541623,1.68289160349,858.436374099,35.7000007629,19.3669541623,1.68289160349,100,0,100,0,100,0,100,0,100,0,100,0
"88",2585375,407,"NLA06608-0781",1,-74.78413343,40.95091108,328469,1.6083,7.6446,100,100,1,58.9843312814773,58.5373204615022,328469,210.326134919,210.957716844,328469,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,328469,5.32189545561573,9.0414410171886,142.492635978338,100.938356486932,4.41407946278679,12.1206939003917,145.311969781757,97.6373810856184,328469,464.573228161055,510.494124230554,328469,0,0,328469,0,0,0,0,0,0,328469,0,0,0,0,0,0,328469,2.94730688617848,5.73873515836598,328469,1205.36227065,28.1463033652,9.70059184026,-8.80055330825,1211.0398978,27.906714932,9.69545900828,-8.95058752613,100,0,100,0,100,0,100,0,100,0,100,0
"89",2615500,254,"NLA06608-0469",1,-75.3378393,41.9097341,328842,0.8181,5.5044,100,100,1,42,41.2331589274035,328842,482.287418247,456.098646865,328842,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,328842,1.83776487900589,3.10262916939176,129.560031066056,85.7468230869849,1.23496149614961,2.64915291529153,127.668184818482,89.9060506050605,328842,408.220732504905,517.96699669967,328842,0,0,328842,0,0,0,0,0,0,328842,0,0,0,0,0,0,328842,1.37709584951602,1.44391756676568,328842,1172.30103703,25.8751961117,7.07293895432,-10.8524032871,1161.60004179,26.1858092897,7.23684043642,-10.8744771305,100,0,100,0,100,0,100,0,100,0,100,0
"90",2616124,779,"NLA06608-1637",1,-75.13281395,41.69578514,328920,0.9234,2.0502,100,100,1,41,41,328920,413.374543459,405.422621832,328920,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,328920,0.820755048287972,2.49512291483758,130.824920983319,92.6587884108867,0.791247563352827,2.48611111111111,131.02365497076,92.8247953216374,328920,524.929762949956,576.948343079922,328920,0,0,328920,0.487757291972,49695.3702078,0,0,0,0,328920,0.487757291972,49695.3702078,0,0,0,0,328920,1.40821178703687,1.93857194631579,328920,1171.58648993,26.650921974,7.63844438872,-10.9582088745,1171.67620314,26.7730994941,7.67518431029,-11.0810915341,100,0,100,0,100,0,100,0,100,0,100,0
"91",2639424,649,"NLA06608-1283",1,-93.2755908,45.8881639,80556,7.7787,14.3019,100,100,0,50.7565660071734,50.8358190170537,80556,313.38026493,312.67830383,80556,0,0,0,0,0,0,0,47.3035051286892,0,52.6964948713108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9430753210691,0,56.0569246789309,0,0,0,0,0,0,0,0,80556,3.94910074885155,11.7398357560884,152.4,95.1186313007363,4.10777276408654,12.9077507809788,152.4,100.110684947356,80556,617.185639670254,591.3334490339,80556,0,0,80556,0,0,0,0,0,0,80556,0,0,0,0,0,0,80556,1.87009313497577,1.92539263995141,80556,762.316546806,11.571592097,5.56416012554,-0.448810741634,762.057357264,11.5739405344,5.56595554576,-0.448543735873,100,0,100,0,100,0,96.30609,3.693915,100,0,100,0
"92",2644338,426,"NLA06608-0823",1,-92.427586,45.5021281,282532,7.5789,22.3011,100,100,1,60.9168744804655,60.8391783364946,282532,375.119874894,367.632483078,282532,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,282532,3.57313854473546,13.3989519351063,152.4,162.133638968481,2.68754779717373,17.4518382614891,152.4,164.986733167082,282532,548.329876104766,617.433083956775,282532,0,0,282532,0,0,0,0,0,0,282532,0,0,0,0,0,0,282532,1.4149025655434,1.28918206240352,282532,812.735688627,27.2613662691,6.46961102425,-17.4436294714,809.942993403,27.2898818234,6.43075099233,-17.5139532654,100,0,100,0,100,0,100,0,100,0,100,0
"93",2646860,107,"NLA06608-0183",1,-92.42532377,45.32642671,282574,35.3529,284.8473,100,100,1,61.4562765713704,60.7906425653324,282574,355.581404184,327.201220947,282574,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,282574,2.73456747265843,16.6996261381896,152.352853843064,163.559753648902,2.32912659079785,15.1567737199486,151.969232886768,156.416111213067,282574,602.789792636265,707.423436266898,282574,0,0,282574,0.00702130580139,127744.444128,70584.2182812,0.0282862226295,251211.527201,150029.106523,282574,0.00702130580139,127744.444128,70584.2182812,0.0282862226295,251211.527201,150029.106523,282574,1.88050439450295,2.14890447397469,282574,800.93346159,27.3381431119,6.35293442529,-17.5315915778,801.943071887,27.5528018103,6.3596390654,-17.5228075512,100,0,100,0,99.37374,0.626257,100,0,99.90742,0.09257592,99.72417,0.275832
