SITE_ID,VISIT_NO,UID,DATE_COL,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,BORD_LAKE,CAT_UNIQUE,CH0712_CAT,CH0712_USE,CH0712_WGT,COMID2007,COMID2012,COMIDS2007,ELEVATION,EPA_REG,EVALSTAT,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,EVAL_NAME,NARS_NAME,PERIM_KM,RCHCODE,EVALSTAT,STATUS,RT_NLA12,SITEID_07,SITETYPE,SIZE_CLASS,STATE,STRATUM,WGT_ALL,WGT_CAT,XCOORD,YCOORD,REF_NLA12_NUTR,RT_NLA12_BENT,RT_NLA12_ZOOP,TNT
NLA12_ID-126,NA,NA,NA,WMTNS,WMT,5.213844013,No,NLA12NEW,NLA12_BASE,Include,12.10496977,23380260,23380260,23380260,2405.66,Region_10,Inaccessible-Effort,17,17050111,NATURAL,NATURAL,43.85057023,-115.1084685,Unnamed,NA,0.959484103,1.71E+13,Inaccessible-Effort,Target_Inacc,NA,NA,PROB,"(4,10]",ID,ID_NLA12NEW,12.10496977,ID_>4,-1520120.717,864210.5434,NA,NA,NA,Target_Presumed
NLA12_ID-127,NA,NA,NA,WMTNS,XER,16.84982304,No,NLA12NEW,NLA12_BASE,Include,4.894451307,23326780,23326780,23326780,1665.38,Region_10,Nontarget-Ephemeral,17,17050104,MAN_MADE,RESERVOIR,42.1920992,-116.090688,Squaw Creek Reservoir,NA,2.527149339,1.71E+13,Nontarget-Ephemeral,Non_Target,NA,NA,PROB,"(10,20]",ID,ID_NLA12NEW,4.894451307,ID_>4,-1635993.079,699189.5328,NA,NA,NA,NonTarget
NLA12_ID-128,NA,NA,NA,WMTNS,WMT,35.8240975,No,NLA12NEW,NLA12_BASE,Include,3.290387433,22908269,22908269,22908269,536.79,Region_10,Nontarget-Ephemeral,17,17010104,NA,NA,48.72366667,-116.3997826,Unnamed,NA,4.139447138,1.70E+13,Nontarget-Ephemeral,Non_Target,NA,NA,PROB,"(20,50]",ID,ID_NLA12NEW,3.290387433,ID_>4,-1506245.449,1413355.48,NA,NA,NA,NonTarget
NLA12_ID-129,NA,NA,NA,WMTNS,WMT,5.994567205,No,NLA12NEW,NLA12_BASE,Include,12.10496977,23490879,23490879,23490879,2471,Region_10,Inaccessible-Effort,17,17060201,NATURAL,NATURAL,44.20928245,-115.1168013,Hanson Lakes (middle),NA,1.036871485,1.71E+13,Inaccessible-Effort,Target_Inacc,NA,NA,PROB,"(4,10]",ID,ID_NLA12NEW,12.10496977,ID_>4,-1512782.452,903537.2208,NA,NA,NA,Target_Presumed
NLA12_ID-130,NA,NA,NA,WMTNS,XER,1043.40434,No,NLA12NEW,NLA12_BASE,Include,5.355105547,4472023,4472023,4472023,1806.54,Region_10,Nontarget-NotLake,16,16010201,MAN_MADE,RESERVOIR,42.13883542,-111.3064688,Mud Lake,Mud Lake,21.55978447,1.60E+13,Nontarget-NotLake,Not_Lake,NA,NA,PROB,>50,ID,ID_NLA12NEW,5.355105547,ID_>4,-1251278.052,620641.9208,NA,NA,NA,NonTarget
NLA12_ID-131,NA,NA,NA,WMTNS,WMT,2.244580883,No,NLA12NEW,NLA12_BASE,Exclude,45.45833333,23380148,23380148,23380148,2438.58,Region_10,Inaccessible-Barrier/Safety,17,17050111,NATURAL,NATURAL,43.94575524,-115.1447342,Johnson Lake,NA,0.702710409,1.71E+13,Inaccessible-Barrier/Safety,Target_Inacc,NA,NA,PROB,"(1,4]",ID,ID_NLA12NEW,45.45833333,"ID_(1,4]",-1520842.297,875193.2495,NA,NA,NA,Target_Presumed
NLA12_ID-132,NA,NA,NA,WMTNS,WMT,21.66510501,No,NLA12NEW,NLA12_BASE,Include,3.290387433,23516588,23516588,23516588,1916.43,Region_10,Nontarget-TooSmall,17,17060204,NA,NA,44.60366169,-113.2619569,Unnamed,NA,1.767869319,1.71E+13,Nontarget-TooSmall,Lake_LT_1ha,NA,NA,PROB,"(20,50]",ID,ID_NLA12NEW,3.290387433,ID_>4,-1359769.914,918646.5096,NA,NA,NA,NonTarget
NLA12_ID-133,NA,NA,NA,WMTNS,WMT,4.93767065,No,NLA12NEW,NLA12_BASE,Include,12.10496977,23546802,23546802,23546802,2249.28,Region_10,Inaccessible-Effort,17,17060207,NATURAL,NATURAL,45.62465324,-115.0299819,Saddle Lake,NA,0.887124636,1.71E+13,Inaccessible-Effort,Target_Inacc,NA,NA,PROB,"(4,10]",ID,ID_NLA12NEW,12.10496977,ID_>4,-1474671.146,1056535.333,NA,NA,NA,Target_Presumed
NLA12_ID-134,NA,NA,NA,WMTNS,XER,57.50859599,No,NLA12NEW,NLA12_BASE,Include,5.355105547,23226104,23226104,23226104,1459.89,Region_10,Nontarget-TooShallow,17,17040214,MAN_MADE,MAN_MADE,43.92645388,-112.2368531,Sandhole Lake,NA,8.530967687,1.70E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,>50,ID,ID_NLA12NEW,5.355105547,ID_>4,-1292665.614,830029.4727,NA,NA,NA,NonTarget
NLA12_ID-135,NA,NA,NA,WMTNS,XER,11.33736686,No,NLA12NEW,NLA12_BASE,Include,4.894451307,24500360,24500360,24500360,1281.91,Region_10,Nontarget-Ephemeral,17,17040212,NA,NA,42.42522196,-114.4182541,Unnamed,NA,1.358336717,1.70E+13,Nontarget-Ephemeral,Non_Target,NA,NA,PROB,"(10,20]",ID,ID_NLA12NEW,4.894451307,ID_>4,-1496574.033,697160.2569,NA,NA,NA,NonTarget
NLA12_ID-136,NA,NA,NA,WMTNS,WMT,12.75199776,No,NLA12NEW,NLA12_BASE,Include,4.894451307,23547024,23547024,23547024,2174.09,Region_10,Inaccessible-Effort,17,17060207,NATURAL,NATURAL,45.38787848,-115.3205531,Fish Lake,NA,1.412069143,1.71E+13,Inaccessible-Effort,Target_Inacc,NA,NA,PROB,"(10,20]",ID,ID_NLA12NEW,4.894451307,ID_>4,-1502192.548,1035305.103,NA,NA,NA,Target_Presumed
NLA12_ID-137,NA,NA,NA,WMTNS,WMT,4.614040783,No,NLA12NEW,NLA12_BASE,Include,12.10496977,24381335,24381335,24381335,650.33,Region_10,Nontarget-NotLake,17,17010303,NA,NA,47.48871574,-116.5874819,NA,NA,1.01180318,1.70E+13,Nontarget-NotLake,Not_Lake,NA,NA,PROB,"(4,10]",ID,ID_NLA12NEW,12.10496977,ID_>4,-1549147.33,1283400.446,NA,NA,NA,NonTarget
NLA12_ID-138,NA,NA,NA,WMTNS,WMT,8.86668827,No,NLA12NEW,NLA12_BASE,Include,12.10496977,24486635,24486635,24486635,1942.86,Region_10,Nontarget-Ephemeral,17,17040207,NA,NA,42.81338258,-111.4170868,Unnamed,NA,2.678076026,1.70E+13,Nontarget-Ephemeral,Non_Target,NA,NA,PROB,"(4,10]",ID,ID_NLA12NEW,12.10496977,ID_>4,-1248061.535,696524.1714,NA,NA,NA,NonTarget
NLA12_ID-139,NA,NA,NA,WMTNS,XER,5.339067358,No,NLA12NEW,NLA12_BASE,Include,12.10496977,24567039,24567039,24567039,1339.11,Region_10,Nontarget-NoRecAquatUse,17,17040206,NA,NA,42.75270367,-112.940211,Unnamed,NA,1.23279286,1.70E+13,Nontarget-NoRecAquatUse,Lake_Special_Purpose,NA,NA,PROB,"(4,10]",ID,ID_NLA12NEW,12.10496977,ID_>4,-1371316.409,710832.4948,NA,NA,NA,NonTarget
NLA12_ID-140,NA,NA,NA,WMTNS,WMT,15.43123637,No,NLA12NEW,NLA12_BASE,Include,4.894451307,23556326,23556326,23556326,1862.42,Region_10,Inaccessible-Effort,17,17060208,NATURAL,NATURAL,44.88676481,-115.5832096,Caton Lake,NA,1.582688566,1.71E+13,Inaccessible-Effort,Target_Inacc,NA,NA,PROB,"(10,20]",ID,ID_NLA12NEW,4.894451307,ID_>4,-1533732.434,984919.6088,NA,NA,NA,Target_Presumed
NLA12_ID-141,1,6940,7/3/2012,WMTNS,WMT,71.57221559,No,NLA12NEW,NLA12_BASE,Include,5.355105547,24173230,24173230,24173230,1506.97,Region_10,TargetSampleable,17,17050122,MAN_MADE,RESERVOIR,44.32909632,-116.1841073,Sage Hen Reservoir,NA,4.729076455,1.71E+13,TargetSampleable,Target_Sampled,S,NA,PROB,>50,ID,ID_NLA12NEW,5.355105547,ID_>4,-1593187.817,934048.5918,R,S,S,Target
NLA12_ID-142,1,7477,7/27/2012,WMTNS,WMT,5.646490065,No,NLA12NEW,NLA12_BASE,Include,12.10496977,23491307,23491307,23491307,2164.74,Region_10,TargetSampleable,17,17060201,NATURAL,NATURAL,43.99802567,-114.8891906,McDonald Lake,NA,1.446164572,1.71E+13,TargetSampleable,Target_Sampled,R,NA,PROB,"(4,10]",ID,ID_NLA12NEW,12.10496977,ID_>4,-1499660.951,876845.2039,R,R,B,Target
NLA12_ID-143,1,1000122,8/6/2012,WMTNS,XER,35.54598079,No,NLA12NEW,NLA12_BASE,Include,3.290387433,23326744,23326744,23326744,1690.02,Region_10,TargetSampleable,17,17050104,MAN_MADE,RESERVOIR,42.26425757,-116.3104956,Shoofly Reservoir,NA,3.797761178,1.71E+13,TargetSampleable,Target_Sampled,R,NA,PROB,"(20,50]",ID,ID_NLA12NEW,3.290387433,ID_>4,-1651908.727,710879.8811,R,R,R,Target
NLA12_ID-144,NA,NA,NA,WMTNS,WMT,2.627266838,No,NLA12NEW,NLA12_BASE,Exclude,45.45833333,22908305,22908305,22908305,1764.31,Region_10,AccessDenied,17,17010104,NATURAL,NATURAL,48.69935872,-116.5874312,Cooks Lake,Cooks Lake,0.825308392,1.70E+13,AccessDenied,Target_Denied,NA,NA,PROB,"(1,4]",ID,ID_NLA12NEW,45.45833333,"ID_(1,4]",-1520458.892,1413732.493,NA,NA,NA,Target_Presumed
NLA12_ID-145,1,7413,7/23/2012,WMTNS,WMT,27.93849885,No,NLA12NEW,NLA12_BASE,Include,3.290387433,24161763,24161763,24161763,2117.46,Region_10,TargetSampleable,17,17050120,NATURAL,NATURAL,44.29971223,-115.2539785,Bull Trout Lake,NA,2.222828963,1.71E+13,TargetSampleable,Target_Sampled,S,NA,PROB,"(20,50]",ID,ID_NLA12NEW,3.290387433,ID_>4,-1521461.234,915601.7528,NA,S,S,Target
NLA12_ID-146,NA,NA,NA,WMTNS,XER,1.493588624,No,NLA12NEW,NLA12_BASE,Exclude,45.45833333,23146069,23146069,23146069,1588.28,Region_10,Nontarget-Ephemeral,17,17040203,NA,NA,44.06924467,-111.4838611,Unnamed,NA,0.477150134,1.70E+13,Nontarget-Ephemeral,Non_Target,NA,NA,PROB,"(1,4]",ID,ID_NLA12NEW,45.45833333,"ID_(1,4]",-1230679.136,835735.0779,NA,NA,NA,NonTarget
NLA12_ID-147,NA,NA,NA,WMTNS,WMT,2.845325564,No,NLA12NEW,NLA12_BASE,Exclude,45.45833333,23246820,23246820,23246820,2820.62,Region_10,Inaccessible-Effort,17,17040218,NATURAL,NATURAL,43.64212229,-113.8506468,Fishpole Lake,NA,0.685086945,1.70E+13,Inaccessible-Effort,Target_Inacc,NA,NA,PROB,"(1,4]",ID,ID_NLA12NEW,45.45833333,"ID_(1,4]",-1425622.877,821897.2209,NA,NA,NA,Target_Presumed
NLA12_ID-148,1,1000068,7/16/2012,WMTNS,XER,38.08818946,No,NLA12NEW,NLA12_BASE,Include,3.290387433,24231049,24231049,24231049,1034.14,Region_10,TargetSampleable,17,17060103,MAN_MADE,RESERVOIR,46.20607125,-116.8343671,Lake Waha,"Waha, Lake",3.60179902,1.71E+13,TargetSampleable,Target_Sampled,R,NA,PROB,"(20,50]",ID,ID_NLA12NEW,3.290387433,ID_>4,-1598310.555,1148845.798,R,R,R,Target
NLA12_ID-149,1,1000067,7/15/2012,WMTNS,WMT,6.488524087,No,NLA12NEW,NLA12_BASE,Include,12.10496977,23616696,23616696,23616696,677.78,Region_10,TargetSampleable,17,17060306,NATURAL,NATURAL,46.68823022,-116.649551,Atwater Lake,NA,1.137585074,1.71E+13,TargetSampleable,Target_Sampled,S,NA,PROB,"(4,10]",ID,ID_NLA12NEW,12.10496977,ID_>4,-1572835.001,1197941.413,NA,S,S,Target
NLA12_ID-150,NA,NA,NA,WMTNS,XER,11.18088107,No,NLA12NEW,NLA12_BASE,Include,4.894451307,24457181,24457181,24457181,1454.64,Region_10,Nontarget-TooShallow,17,17040201,NA,NA,43.72575869,-112.1664428,Unnamed,NA,4.3313125,1.70E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(10,20]",ID,ID_NLA12NEW,4.894451307,ID_>4,-1290904.534,807008.7324,NA,NA,NA,NonTarget
NLA12_ID-151,1,1000025,6/27/2012,WMTNS,XER,44.60233911,No,NLA12NEW,NLA12_BASE,Include,3.290387433,23258613,23258613,23258613,1678.67,Region_10,TargetSampleable,17,17040219,MAN_MADE,RESERVOIR,43.19840666,-114.5997261,Thorn Creek Reservoir,NA,6.977021396,1.70E+13,TargetSampleable,Target_Sampled,T,NA,PROB,"(20,50]",ID,ID_NLA12NEW,3.290387433,ID_>4,-1494330.044,784779.2117,NA,T,T,Target
NLA12_ID-152,NA,NA,NA,WMTNS,WMT,1.034730609,No,NLA12NEW,NLA12_BASE,Exclude,45.45833333,24181129,24181129,24181129,2247.4,Region_10,Nontarget-MapError,17,17050123,NA,NA,45.14123559,-116.0634175,NA,NA,0.479485384,1.71E+13,Nontarget-MapError,Not_Lake,NA,NA,PROB,"(1,4]",ID,ID_NLA12NEW,45.45833333,"ID_(1,4]",-1564854.343,1020450.626,NA,NA,NA,NonTarget
NLA12_ID-153,NA,NA,NA,WMTNS,WMT,7.429512378,No,NLA12NEW,NLA12_BASE,Include,12.10496977,24381257,24381257,24381257,653.39,Region_10,Nontarget-Ephemeral,17,17010303,NATURAL,NATURAL,47.54435818,-116.463527,Porters lake,Porters lake,1.086500441,1.70E+13,Nontarget-Ephemeral,Non_Target,NA,NA,PROB,"(4,10]",ID,ID_NLA12NEW,12.10496977,ID_>4,-1538651.785,1287390.545,NA,NA,NA,NonTarget
NLA12_ID-154,NA,NA,NA,WMTNS,WMT,36.26492082,No,NLA12NEW,NLA12_BASE,Include,3.290387433,NA,30910903,NA,2023.15,Region_10,Inaccessible-Effort,17,17040104,NATURAL,NATURAL,43.43440528,-111.1223048,Upper Palisades Lake,Upper Palisades Lake,4.121740611,1.70E+13,Inaccessible-Effort,Target_Inacc,NA,NA,PROB,"(20,50]",ID,ID_NLA12NEW,3.290387433,ID_>4,-1213411.107,761174.1694,NA,NA,NA,Target_Presumed
NLA12_ID-155,NA,NA,NA,WMTNS,XER,3.440995993,No,NLA12NEW,NLA12_BASE,Exclude,45.45833333,23326670,23326670,23326670,1749.01,Region_10,Nontarget-TooShallow,17,17050104,NA,NA,42.55580085,-116.3292885,Unnamed,NA,0.909791649,1.71E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(1,4]",ID,ID_NLA12NEW,45.45833333,"ID_(1,4]",-1646494.025,743059.7468,NA,NA,NA,NonTarget
NLA12_ID-156,NA,NA,NA,WMTNS,WMT,16.46667461,No,NLA12NEW,NLA12_BASE,Include,4.894451307,23556278,23556278,23556278,2324.97,Region_10,Inaccessible-Effort,17,17060208,NATURAL,NATURAL,45.00490405,-115.8937881,Thirtythree Lake,NA,1.705998544,1.71E+13,Inaccessible-Effort,Target_Inacc,NA,NA,PROB,"(10,20]",ID,ID_NLA12NEW,4.894451307,ID_>4,-1554970.769,1002832.119,NA,NA,NA,Target_Presumed
NLA12_ID-157,NA,NA,NA,WMTNS,XER,23.62832394,No,NLA12NEW,NLA12_BASE,Include,3.290387433,24173258,24173258,24173258,867.79,Region_10,Nontarget-Ephemeral,17,17050122,MAN_MADE,RESERVOIR,44.02038809,-116.5035492,Unnamed,NA,2.730858274,1.71E+13,Nontarget-Ephemeral,Non_Target,NA,NA,PROB,"(20,50]",ID,ID_NLA12NEW,3.290387433,ID_>4,-1625380.364,905829.3232,NA,NA,NA,NonTarget
NLA12_ID-158,1,7478,7/26/2012,WMTNS,WMT,9.078302308,No,NLA12NEW,NLA12_BASE,Include,12.10496977,23491007,23491007,23491007,2494.5,Region_10,TargetSampleable,17,17060201,NATURAL,NATURAL,44.10981036,-114.9661056,Bench Lake,NA,1.325485277,1.71E+13,TargetSampleable,Target_Sampled,R,NA,PROB,"(4,10]",ID,ID_NLA12NEW,12.10496977,ID_>4,-1503215.203,890278.5168,R,B,R,Target
NLA12_ID-159,NA,NA,NA,WMTNS,XER,15.66138569,No,NLA12NEW,NLA12_BASE,Include,4.894451307,23326704,23326704,23326704,1604.53,Region_10,Nontarget-Ephemeral,17,17050104,MAN_MADE,RESERVOIR,42.4641365,-116.7573115,Unnamed,NA,2.214341478,1.71E+13,Nontarget-Ephemeral,Non_Target,NA,NA,PROB,"(10,20]",ID,ID_NLA12NEW,4.894451307,ID_>4,-1682833.363,740548.5781,NA,NA,NA,NonTarget
NLA12_ID-160,NA,NA,NA,WMTNS,WMT,6.216693166,No,NLA12NEW,NLA12_BASE,Include,12.10496977,22908337,22908337,22908337,536.3,Region_10,Nontarget-NotLake,17,17010104,NA,NA,48.68686581,-116.4040648,NA,NA,0.991528548,1.70E+13,Nontarget-NotLake,Not_Lake,NA,NA,PROB,"(4,10]",ID,ID_NLA12NEW,12.10496977,ID_>4,-1507419.013,1409469.25,NA,NA,NA,NonTarget
NLA12_ID-161,NA,NA,NA,WMTNS,WMT,5.186330593,No,NLA12NEW,NLA12_BASE,Include,12.10496977,23585113,23585113,23585113,1895.91,Region_10,Inaccessible-Effort,17,17060302,NATURAL,NATURAL,46.26888911,-114.8067374,Isaac Lake,NA,0.850938035,1.71E+13,Inaccessible-Effort,Target_Inacc,NA,NA,PROB,"(4,10]",ID,ID_NLA12NEW,12.10496977,ID_>4,-1443538.758,1123211.146,NA,NA,NA,Target_Presumed
NLA12_ID-162,NA,NA,NA,WMTNS,XER,4.765030293,No,NLA12NEW,NLA12_BASE,Include,12.10496977,24475486,24475486,24475486,1580.84,Region_10,Nontarget-NotLake,17,17040204,NA,NA,43.93103408,-111.3808565,Teton River,NA,1.649118524,1.70E+13,Nontarget-NotLake,Not_Lake,NA,NA,PROB,"(4,10]",ID,ID_NLA12NEW,12.10496977,ID_>4,-1225047.669,819194.2348,NA,NA,NA,NonTarget
NLA12_ID-163,NA,NA,NA,WMTNS,WMT,4.57400901,No,NLA12NEW,NLA12_BASE,Include,12.10496977,23501593,23501593,23501593,3071.39,Region_10,Inaccessible-Effort,17,17060202,NATURAL,NATURAL,44.09032617,-113.7573625,Pass Lake,NA,0.933090148,1.71E+13,Inaccessible-Effort,Target_Inacc,NA,NA,PROB,"(4,10]",ID,ID_NLA12NEW,12.10496977,ID_>4,-1408972.502,869625.9632,NA,NA,NA,Target_Presumed
NLA12_ID-164,NA,NA,NA,WMTNS,WMT,10.69719629,No,NLA12NEW,NLA12_BASE,Include,4.894451307,23516562,23516562,23516562,2715.96,Region_10,Inaccessible-Effort,17,17060204,NATURAL,NATURAL,44.62611277,-113.6126156,Everson Lake,NA,1.347625424,1.71E+13,Inaccessible-Effort,Target_Inacc,NA,NA,PROB,"(10,20]",ID,ID_NLA12NEW,4.894451307,ID_>4,-1386617.676,926171.9257,NA,NA,NA,Target_Presumed
NLA12_ID-165,1,7187,7/15/2012,WMTNS,WMT,21.3905073,No,NLA12NEW,NLA12_BASE,Include,3.290387433,24118307,24118307,24118307,656.52,Region_10,TargetSampleable,17,17010214,NATURAL,NATURAL,48.01025724,-116.7078838,Kelso Lake,Blanchard Lake,2.700148447,1.70E+13,TargetSampleable,Target_Sampled,T,NA,PROB,"(20,50]",ID,ID_NLA12NEW,3.290387433,ID_>4,-1545619.245,1341572.887,NA,T,T,Target
NLA12_ID-166,1,7533,7/30/2012,WMTNS,XER,21.25854419,No,NLA12NEW,NLA12_BASE,Include,3.290387433,24566893,24566893,24566893,1338.82,Region_10,TargetSampleable,17,17040206,MAN_MADE,RESERVOIR,43.07839868,-112.6936589,Springfield Reservoir,NA,3.992512505,1.70E+13,TargetSampleable,Target_Sampled,S,NA,PROB,"(20,50]",ID,ID_NLA12NEW,3.290387433,ID_>4,-1345205.987,743128.6733,NA,S,S,Target
NLA12_ID-167,NA,NA,NA,WMTNS,XER,1.393303981,No,NLA12NEW,NLA12_BASE,Exclude,45.45833333,23280694,23280694,23280694,750.73,Region_10,Nontarget-MapError,17,17050101,NA,NA,42.9359815,-115.7467526,NA,NA,0.490994253,1.71E+13,Nontarget-MapError,Not_Lake,NA,NA,PROB,"(1,4]",ID,ID_NLA12NEW,45.45833333,"ID_(1,4]",-1591240.208,774681.9023,NA,NA,NA,NonTarget
NLA12_ID-168,1,6937,7/2/2012,WMTNS,WMT,122.0913417,No,NLA12NEW,NLA12_BASE,Include,5.355105547,24181133,24181133,24181133,1694.66,Region_10,TargetSampleable,17,17050123,NATURAL,NATURAL,45.12898626,-116.0220887,Upper Payette Lake,NA,7.373095136,1.71E+13,TargetSampleable,Target_Sampled,S,NA,PROB,>50,ID,ID_NLA12NEW,5.355105547,ID_>4,-1561963.744,1018438.268,NA,S,S,Target
NLA12_ID-169,NA,NA,NA,WMTNS,WMT,12.14715909,No,NLA12NEW,NLA12_BASE,Include,4.894451307,23592600,23592600,23592600,1806.04,Region_10,Inaccessible-Effort,17,17060303,NATURAL,NATURAL,46.41478821,-114.4225911,Parachute Lake,NA,1.453816583,1.71E+13,Inaccessible-Effort,Target_Inacc,NA,NA,PROB,"(10,20]",ID,ID_NLA12NEW,4.894451307,ID_>4,-1411310.696,1133309.795,NA,NA,NA,Target_Presumed
NLA12_ID-170,NA,NA,NA,WMTNS,XER,13.42737735,No,NLA12NEW,NLA12_BASE,Include,4.894451307,23258603,23258603,23258603,1734.09,Region_10,Nontarget-TooSmall,17,17040219,NA,NA,43.24676802,-114.4861212,Summit Reservoir,NA,2.38454453,1.70E+13,Nontarget-TooSmall,Lake_LT_1ha,NA,NA,PROB,"(10,20]",ID,ID_NLA12NEW,4.894451307,ID_>4,-1484274.708,788296.9572,NA,NA,NA,NonTarget
NLA12_ID-171,NA,NA,NA,WMTNS,XER,12.9116332,No,NLA12NEW,NLA12_BASE,Include,4.894451307,23293837,23293837,23293837,756.54,Region_10,Nontarget-NotLake,17,17050102,NA,NA,42.88389042,-115.8406075,NA,NA,1.655374951,1.71E+13,Nontarget-NotLake,Not_Lake,NA,NA,PROB,"(10,20]",ID,ID_NLA12NEW,4.894451307,ID_>4,-1599899.569,770563.54,NA,NA,NA,NonTarget
NLA12_ID-172,NA,NA,NA,WMTNS,WMT,12.94239233,No,NLA12NEW,NLA12_BASE,Include,4.894451307,23556314,23556314,23556314,2123.53,Region_10,Inaccessible-Effort,17,17060208,NATURAL,NATURAL,44.89994244,-115.8582554,Buckhorn Lake,NA,1.460849879,1.71E+13,Inaccessible-Effort,Target_Inacc,NA,NA,PROB,"(10,20]",ID,ID_NLA12NEW,4.894451307,ID_>4,-1554657.182,990824.1112,NA,NA,NA,Target_Presumed
NLA12_ID-173,NA,NA,NA,WMTNS,XER,1.168129574,No,NLA12NEW,NLA12_BASE,Exclude,45.45833333,4601952,4601952,4601952,1369.34,Region_10,Nontarget-NotLake,16,16010204,NA,NA,42.17294761,-112.257336,NA,NA,0.403467062,1.60E+13,Nontarget-NotLake,Not_Lake,NA,NA,PROB,"(1,4]",ID,ID_NLA12NEW,45.45833333,"ID_(1,4]",-1327623.11,637306.5149,NA,NA,NA,NonTarget
NLA12_ID-174,NA,NA,NA,WMTNS,WMT,2.470836293,No,NLA12NEW,NLA12_BASE,Exclude,45.45833333,24161833,24161833,24161833,2321.61,Region_10,Inaccessible-Barrier/Safety,17,17050120,NATURAL,NATURAL,44.09291781,-115.0467012,Unnamed,NA,0.611865753,1.71E+13,Inaccessible-Barrier/Safety,Target_Inacc,NA,NA,PROB,"(1,4]",ID,ID_NLA12NEW,45.45833333,"ID_(1,4]",-1509892.425,889710.3085,NA,NA,NA,Target_Presumed
NLA12_ID-175,1,6971,7/5/2012,WMTNS,XER,72.97437597,No,NLA12NEW,NLA12_BASE,Include,5.355105547,23310370,23310370,23310370,1399.79,Region_10,TargetSampleable,17,17050103,MAN_MADE,RESERVOIR,43.1914128,-116.9598035,Succor Creek Reservoir,NA,5.934699401,1.71E+13,TargetSampleable,Target_Sampled,T,NA,PROB,>50,ID,ID_NLA12NEW,5.355105547,ID_>4,-1681205.789,823448,NA,T,T,Target
NLA12_ID-176,NA,NA,NA,WMTNS,WMT,4.395885116,No,NLA12NEW,NLA12_BASE,Include,12.10496977,24161937,24161937,24161937,2702.28,Region_10,Inaccessible-Effort,17,17050120,NATURAL,NATURAL,43.97833637,-114.9755632,Unnamed,NA,0.905223224,1.71E+13,Inaccessible-Effort,Target_Inacc,NA,NA,PROB,"(4,10]",ID,ID_NLA12NEW,12.10496977,ID_>4,-1506862.651,876059.1658,NA,NA,NA,Target_Presumed
NLA12_ID-177,NA,NA,NA,WMTNS,WMT,1.855307639,No,NLA12NEW,NLA12_BASE,Exclude,45.45833333,23577722,23577722,23577722,1983.87,Region_10,Inaccessible-Effort,17,17060301,NATURAL,NATURAL,45.97159619,-114.6491108,Unnamed,NA,0.506152436,1.71E+13,Inaccessible-Effort,Target_Inacc,NA,NA,PROB,"(1,4]",ID,ID_NLA12NEW,45.45833333,"ID_(1,4]",-1438027.963,1088473.559,NA,NA,NA,Target_Presumed
NLA12_ID-178,NA,NA,NA,WMTNS,WMT,1.393326343,No,NLA12NEW,NLA12_BASE,Exclude,45.45833333,24465616,24465616,24465616,2397.17,Region_10,Nontarget-TooSmall,17,17040202,NATURAL,NATURAL,44.37725617,-111.1132642,Unnamed,NA,0.44711154,1.70E+13,Nontarget-TooSmall,Lake_LT_1ha,NA,NA,PROB,"(1,4]",ID,ID_NLA12NEW,45.45833333,"ID_(1,4]",-1196038.339,864892.6724,NA,NA,NA,NonTarget
NLA12_ID-179,NA,NA,NA,WMTNS,WMT,34.67614354,No,NLA12NEW,NLA12_BASE,Include,3.290387433,23537083,23537083,23537083,2390.87,Region_10,Inaccessible-Effort,17,17060206,NATURAL,NATURAL,45.16371635,-114.6221523,Ship Island Lake,NA,4.046149121,1.71E+13,Inaccessible-Effort,Target_Inacc,NA,NA,PROB,"(20,50]",ID,ID_NLA12NEW,3.290387433,ID_>4,-1453454.796,1000011.64,NA,NA,NA,Target_Presumed
NLA12_ID-180,1,1000160,8/14/2012,WMTNS,WMT,7.530982006,No,NLA12NEW,NLA12_BASE,Include,12.10496977,23003090,23003090,23003090,1710.56,Region_10,TargetSampleable,17,17010302,NATURAL,NATURAL,47.51563208,-115.7316178,Lower Glidden Lake,Lower Glidden Lake,1.431181292,1.70E+13,TargetSampleable,Target_Sampled,R,NA,PROB,"(4,10]",ID,ID_NLA12NEW,12.10496977,ID_>4,-1485081.776,1272644.196,R,R,R,Target
NLA12_ID-181,NA,NA,NA,WMTNS,WMT,1.203671648,No,NLA12NEW,NLA12_BASE,Exclude,45.45833333,23556258,23556258,23556258,2471.82,Region_10,Inaccessible-Effort,17,17060208,NATURAL,NATURAL,45.02721766,-115.4362185,Unnamed,NA,0.413839801,1.71E+13,Inaccessible-Effort,Target_Inacc,NA,NA,PROB,"(1,4]",ID,ID_NLA12NEW,45.45833333,"ID_(1,4]",-1519207.266,997861.2286,NA,NA,NA,Target_Presumed
