SITE_ID,VISIT_NO,DATE_COL,AMFCALL,AMFCEMERGENT,AMFCFLOATING,AMFCSUBMERGENT,BFFFLAT,BFFGRADUAL,BFFSTEEP,BFFVERTICAL,BFOANGLE,BFXHORIZDIST,BFXHORIZDIST_DD,BFXVERTHEIGHT,BFXVERTHEIGHT_DD,BSFCBEDROCK,BSFCBOULDERS,BSFCCOBBLE,BSFCGRAVEL,BSFCORGANIC,BSFCSAND,BSFCSILT,BSFCWOOD,BSISITEVARIETY,BSISTAVARIETY,BSVLDIA,BSXLDIA,FCFCAQUATIC,FCFCAQUATIC_DD,FCFCAQUATIC_LIT,FCFCAQUATIC_SIM,FCFCBOULDERS,FCFCBOULDERS_DD,FCFCBOULDERS_LIT,FCFCBOULDERS_SIM,FCFCBRUSH,FCFCBRUSH_DD,FCFCBRUSH_LIT,FCFCBRUSH_SIM,FCFCLEDGES,FCFCLEDGES_DD,FCFCLEDGES_LIT,FCFCLEDGES_SIM,FCFCLIVETREES,FCFCLIVETREES_DD,FCFCLIVETREES_LIT,FCFCLIVETREES_SIM,FCFCOVERHANG,FCFCOVERHANG_DD,FCFCOVERHANG_LIT,FCFCOVERHANG_SIM,FCFCSNAG,FCFCSNAGS_DD,FCFCSNAGS_LIT,FCFCSNAGS_SIM,FCFCSTRUCTURES,FCFCSTRUCTURES_DD,FCFCSTRUCTURES_LIT,FCFCSTRUCTURES_SIM,FCFPALL,FCFPALL_DD,FCFPALL_LIT,FCFPALL_SIM,HIFPANY_SYN,HIFPANYCIRCA_SYN,HIIAG_SYN,HIIAGCIRCA_SYN,HIIALL_SYN,HIIALLCIRCA_SYN,HIINONAG_SYN,HIINONAGCIRCA_SYN,HIPWAG_SYN,HIPWALL_SYN,HIPWBUILDINGS_SYN,HIPWCOMMERCIAL_SYN,HIPWCROPS_SYN,HIPWDOCKS_SYN,HIPWLANDFILL_SYN,HIPWLAWN_SYN,HIPWNONAG_SYN,HIPWORCHARD_SYN,HIPWOTHER_SYN,HIPWPARK_SYN,HIPWPASTURE_SYN,HIPWPOWERLINES_SYN,HIPWROADS_SYN,HIPWWALLS_SYN,HORIZDD,VERTDD,LitCvrQc3OE,LitRipCvrQc3OE,RDis_IX,RVegQc3OE,RVFCCANBIG,RVFCCANBIG_DD,RVFCCANBIG_RIP,RVFCCANBIG_SYN,RVFCCANSMALL,RVFCCANSMALL_DD,RVFCCANSMALL_RIP,RVFCCANSMALL_SYN,RVFCGNDBARE,RVFCGNDBARE_DD,RVFCGNDBARE_RIP,RVFCGNDBARE_SYN,RVFCGNDINUNDATED,RVFCGNDINUNDATED_DD,RVFCGNDINUNDATED_RIP,RVFCGNDINUNDATED_SYN,RVFCGNDNONW,RVFCGNDNONW_DD,RVFCGNDNONW_RIP,RVFCGNDNONW_SYN,RVFCGNDWOODY,RVFCGNDWOODY_DD,RVFCGNDWOODY_RIP,RVFCGNDWOODY_SYN,RVFCUNDNONW,RVFCUNDNONW_DD,RVFCUNDNONW_RIP,RVFCUNDNONW_SYN,RVFCUNDWOODY,RVFCUNDWOODY_DD,RVFCUNDWOODY_RIP,RVFCUNDWOODY_SYN,RVICANOPY,RVICANOPY_DD,RVICANOPY_RIP,RVICANOPY_SYN,RVICANUND,RVICANUND_DD,RVICANUND_RIP,RVICANUND_SYN,RVIGROUND,RVIGROUND_DD,RVIGROUND_RIP,RVIGROUND_SYN,RVIHERBS,RVIHERBS_DD,RVIHERBS_RIP,RVIHERBS_SYN,RVITALLWOOD,RVITALLWOOD_DD,RVITALLWOOD_RIP,RVITALLWOOD_SYN,RVITOTALVEG,RVITOTALVEG_DD,RVITOTALVEG_RIP,RVITOTALVEG_SYN,RVIUNDERSTORY,RVIUNDERSTORY_DD,RVIUNDERSTORY_RIP,RVIUNDERSTORY_SYN,RVIWOODY,RVIWOODY_DD,RVIWOODY_RIP,RVIWOODY_SYN,SIVDEPTH,SIXDEPTH,SSFCBEDROCK,SSFCBOULDERS,SSFCCOBBLE,SSFCGRAVEL,SSFCORGANIC,SSFCOTHER,SSFCSAND,SSFCSILT,SSFCWOOD,SSISITEVARIETY,SSISTAVARIETY,SSVLDIA,SSXLDIA
NLA12_IN-147,1,8/2/2012,0,0,0,0,1,0,0,0,FLAT,NA,0,NA,0,0,NA,0,0,0,0,1,0,1,1,0,-0.422184875,NA,0,0.0875,0.0875,NA,0,0.005,0.005,NA,0,0.055,0.055,NA,0,0,0,NA,0,0.03,0.03,NA,0,0.12,0.12,NA,0,0,0,NA,0,0,0,NA,0,0.8,0.8,0.9,0.9,0,0,2.3,2.3,2.3,2.3,0,0.1640625,0,0,0,0,0,1,0.214285714,0,1,0,0,0,0.3,0,0,0,0.429327732,0.610535359,0.798484849,0.747271701,NA,0,0.04,0.04,NA,0,0.05,0.05,NA,0,0,0,NA,0,0,0,NA,0,0.713454545,0.713454545,NA,0,0.286545455,0.286545455,NA,0,0.01,0.01,NA,0,0.1475,0.1475,NA,0,0.085,0.085,NA,0,0.2425,0.2425,NA,0,0.66,0.66,NA,0,0.5,0.5,NA,0,0.2325,0.2325,NA,0,0.9025,0.9025,NA,0,0.1575,0.1575,NA,0,0.4025,0.4025,0.073786479,0.99,0,0,0,0,0,1,0,0,0,0,0.9,0,0
NLA12_VA-101,2,8/2/2012,0.5725,0.2625,0.105,0.4,0.3,0.6,0.1,0,GRADUAL,NA,0,NA,0,0,NA,0.003846154,0.048992674,0.252830294,0.130202455,0.484954384,0.07917404,6,3.3,0.176481522,-0.321402032,NA,0,0.5725,0.5725,NA,0,0.005,0.005,NA,0,0.06,0.06,NA,0,0,0,NA,0,0.01,0.01,NA,0,0.085,0.085,NA,0,0.035,0.035,NA,0,0,0,NA,0,1,1,0.6,0.2,0,0,1.1,0.4,1.1,0.4,0,0.084615385,0.35,0,0,0.1,0,0.4,0.11,0,0,0,0,0,0.15,0.1,0,0,1.743467875,1.264395481,0.361904762,1.197449534,NA,0,0.3825,0.3825,NA,0,0.3325,0.3325,NA,0,0.451527707,0.451527707,NA,0,0,0,NA,0,0.261927975,0.261927975,NA,0,0.286544318,0.286544318,NA,0,0.079444444,0.079444444,NA,0,0.588055556,0.588055556,NA,0,0.76,0.76,NA,0,1.4525,1.4525,NA,0,0.555,0.555,NA,0,0.345,0.345,NA,0,1.3675,1.3675,NA,0,2.0075,2.0075,NA,0,0.6925,0.6925,NA,0,1.6625,1.6625,0.368932394,0.788888889,0,0.043358876,0.035759898,0.022773838,0.128663216,0.48907219,0.09028767,0.147077118,0.043007194,7,4.3,0.276548036,-0.161792992
NLA12_VA-R05,1,8/1/2012,0.4525,0.03,0,0.4225,0.111111111,0.666666667,0.222222222,0,GRADUAL,NA,0,NA,0,0,NA,0.006060606,0.008658009,0.135665626,0.669707708,0.06969697,0.112808484,6,3.3,0.063516949,-0.119545863,NA,0,0.4525,0.4525,NA,0,0,0,NA,0,0.07,0.07,NA,0,0.175,0.175,NA,0,0.005,0.005,NA,0,0.12,0.12,NA,0,0.035,0.035,NA,0,0,0,NA,0,1,1,0.1,0,0,0,0.1,0,0.1,0,0,0.007692308,0.05,0,0,0,0,0.05,0.01,0,0,0,0,0,0,0,0,0,1.040263017,0.945104102,0.045454546,0.793574737,NA,0,0.2675,0.2675,NA,0,0.295,0.295,NA,0,0.566556386,0.566556386,NA,0,0,0,NA,0,0.14958887,0.14958887,NA,0,0.283854743,0.283854743,NA,0,0.095,0.095,NA,0,0.42,0.42,NA,0,0.5775,0.5775,NA,0,1.0925,1.0925,NA,0,0.5,0.5,NA,0,0.2675,0.2675,NA,0,0.9975,0.9975,NA,0,1.5925,1.5925,NA,0,0.515,0.515,NA,0,1.325,1.325,0.894737702,1.95,0,0,0,0,0.167926239,0.399276735,0.067277425,0.272222673,0.093296927,4,4.2,0.115986371,-0.269294979
NLA12_OH-137,1,8/2/2012,0.5725,0.1175,0.26,0.3875,0,0.6,0.3,0.1,GRADUAL,NA,0,NA,0,0,NA,0.062081715,0.239500824,0.040586484,0.487394736,0.152938944,0.019441439,6,3.5,0.178526347,-0.045237281,NA,0,0.5775,0.5775,NA,0,0.06,0.06,NA,0,0.01,0.01,NA,0,0,0,NA,0,0,0,NA,0,0.05,0.05,NA,0,0.005,0.005,NA,0,0.01,0.01,NA,0,1,1,1,0.9,0,0,3.7,2.8,3.7,2.8,0,0.284615385,0.4,0,0,0.05,0.75,0.75,0.37,0,0,0.35,0,0.5,0.5,0.4,0,0,0.822051632,0.629259488,0.843617021,0.53901413,NA,0,0.085,0.085,NA,0,0.06,0.06,NA,0,0.192802847,0.192802847,NA,0,0.092649903,0.092649903,NA,0,0.606478692,0.606478692,NA,0,0.108068558,0.108068558,NA,0,0.280555556,0.280555556,NA,0,0.184444444,0.184444444,NA,0,0.145,0.145,NA,0,0.65,0.65,NA,0,0.8575,0.8575,NA,0,0.945,0.945,NA,0,0.3425,0.3425,NA,0,1.395,1.395,NA,0,0.505,0.505,NA,0,0.45,0.45,0.550656174,1.41,0,0.151576197,0.055399561,0.186314381,0.059084249,0.165697523,0.229049424,0.118676766,0.0342019,7,4.6,0.252445485,0.034431229
NLA12_TX-113,1,8/2/2012,0.175,0.0575,0,0.1175,0.3,0.4,0.2,0.1,GRADUAL,NA,45.7,0,1.1,0,NA,0.045526058,0.070624695,0.013766938,0.419671579,0.357192265,0.093218465,6,3.8,0.152358807,-0.184803474,NA,0.445,0.18,0.4305,NA,0.0625,0.01,0.031,NA,0.105,0.1725,0.105,NA,0.03,0.035,0.034,NA,0.015,0,0.015,NA,0.08,0,0.075,NA,0.095,0.035,0.091,NA,0.005,0,0.005,NA,1,0.9,1,0.4,0.2,0,0,0.55,0.2,0.55,0.2,0,0.042307692,0.05,0,0,0.05,0.1,0.05,0.055,0,0.15,0.05,0,0.05,0.05,0,45.7,1.1,0.766771537,0.580819689,0.277419355,0.300652699,NA,0.03,0.515833333,0.059166667,NA,0.035,0.316666667,0.051666667,NA,0.326944925,0.564829435,0.345224918,NA,0.022222222,0,0.022222222,NA,0.512028698,0.19551901,0.495901149,NA,0.138804155,0.266279505,0.136651711,NA,0.06,0.17,0.063333333,NA,0.0975,0.3475,0.127,NA,0.065,0.93,0.110833333,NA,0.2225,1.4625,0.301166667,NA,0.6,0.355,0.570333333,NA,0.495,0.3275,0.472666667,NA,0.1625,1.285,0.237833333,NA,0.7975,1.8175,0.8465,NA,0.1575,0.5325,0.190333333,NA,0.3025,1.49,0.373833333,0.388873016,0.93,0,0,0.158749728,0.019673443999999998,0.069537755,0.176940307,0.284536356,0.201715143,0.088847267,6,4.222222222,0.216980957,-0.088943722
NLA12_WA-R09,1,7/31/2012,0.015,0.01,0,0.01,0,0.3,0,0.7,NEAR_VERTICAL,NA,0,NA,0,0.291750842,NA,0.402041246,0.17628367,0,0.034785354,0.095138889,0,5,3,0.260524112,0.381763716,NA,0,0.03,0.03,NA,0,0.05,0.05,NA,0,0.005,0.005,NA,0,0.1,0.1,NA,0,0,0,NA,0,0.04,0.04,NA,0,0,0,NA,0,0,0,NA,0,1,1,0.3,0.1,0,0,0.5,0.1,0.5,0.1,0,0.024590164,0.05,0,0,0.05,0.1,0,0.032608696,0,0.25,0.05,0,0,0,0,0,0,1.082828588,1.468166169,0.216666667,1.689473352,NA,0,0.005,0.005,NA,0,0.005,0.005,NA,0,0.603719104,0.603719104,NA,0,0,0,NA,0,0.309401709,0.309401709,NA,0,0.086879187,0.086879187,NA,0,0.045,0.045,NA,0,0.075,0.075,NA,0,0.01,0.01,NA,0,0.13,0.13,NA,0,0.2475,0.2475,NA,0,0.2425,0.2425,NA,0,0.085,0.085,NA,0,0.3775,0.3775,NA,0,0.12,0.12,NA,0,0.135,0.135,7.738389152,11.16,0.691119691,0.051020408,0.051020408,0.017172723,0.045047287,0.113509478,0.006968641,0.006968641,0.017172723,8,2.857142857,0.267448571,0.492187281
NLA12_UT-196,1,8/2/2012,0.485,0.09,0.005,0.3925,0.6,0.3,0.1,0,FLAT,NA,0,NA,0,0,NA,0.077627628,0.14993994,0.116516517,0.025555556,0.62036036,0.01,6,3.1,0.252348651,-0.240395879,NA,0,0.4525,0.4525,NA,0,0.025,0.025,NA,0,0.01,0.01,NA,0,0.0875,0.0875,NA,0,0,0,NA,0,0.07,0.07,NA,0,0,0,NA,0,0,0,NA,0,1,1,1,0.8,0.75,0.7,2.05,1.5,1.3,0.8,0.25,0.157692308,0.05,0,0,0.05,0.45,0,0.13,0,0.05,0.1,0.75,0,0.4,0.2,0,0,1.241538387,0.411627186,0.817355372,0.179612224,NA,0,0,0,NA,0,0,0,NA,0,0.133140597,0.133140597,NA,0,0.047499066,0.047499066,NA,0,0.725793745,0.725793745,NA,0,0.093566592,0.093566592,NA,0,0.19,0.19,NA,0,0.0875,0.0875,NA,0,0,0,NA,0,0.2775,0.2775,NA,0,0.8275,0.8275,NA,0,0.88,0.88,NA,0,0.0875,0.0875,NA,0,1.055,1.055,NA,0,0.2775,0.2775,NA,0,0.175,0.175,0.851730265,1.01,0,0.01754386,0.050724059,0.05515103,0.048116322,0.755961099,0.012081503,0.056500558,0.003921569,7,4,0.209504737,-0.092352045
NLA12_ND-202,1,8/2/2012,0.05,0.21,0.045,0.23,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,0.154983165,0.007407407,0.837609428,0,3,2.1,0.008351019,-0.419544051,NA,0,0.575,0.575,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,1,1,1,0.2,0.6,0.2,1.4,0.2,0.8,0,0.2,0.081967213,0,0,0.1,0,0,0,0.043478261,0,0.5,0,0.5,0.15,0.15,0,0,0,0.679930607,1.90550591,0.495833333,2.871829524,NA,0,0,0,NA,0,0,0,NA,0,0.007407407,0.007407407,NA,0,0.953185185,0.953185185,NA,0,0.039407407,0.039407407,NA,0,0,0,NA,0,0.005,0.005,NA,0,0,0,NA,0,0,0,NA,0,0.005,0.005,NA,0,0.6,0.6,NA,0,0.03,0.03,NA,0,0,0,NA,0,0.03,0.03,NA,0,0.005,0.005,NA,0,0,0,0.073786479,1.51,0,0,0,0,0.224703919,0.224703919,0.00625,0.544342162,0,3,3.1,0.014498296,-0.347235965
NLA12_ND-198,1,8/1/2012,0.111111111,0.095,0.095,0.25,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,0.27253768,0.007407407,0.638584813,0.0814701,4,2.6,0.008351019,-0.419544051,NA,0,0.2875,0.2875,NA,0,0,0,NA,0,0.2775,0.2775,NA,0,0,0,NA,0,0.1225,0.1225,NA,0,0.03,0.03,NA,0,0.1725,0.1725,NA,0,0,0,NA,0,1,1,0.8,0.3,0,0,1.75,0.3,1.75,0.3,0,0.144628099,0.5,0,0,0,0.35,0.1,0.192307692,0,0,0.05,0,0.35,0.4,0,0,0,4.088382742,2.867447447,0.468181818,2.797494092,NA,0,0.105,0.105,NA,0,0.11,0.11,NA,0,0,0,NA,0,0.738050986,0.738050986,NA,0,0.093641174,0.093641174,NA,0,0.16830784,0.16830784,NA,0,0.15,0.15,NA,0,0.165,0.165,NA,0,0.215,0.215,NA,0,0.53,0.53,NA,0,0.605,0.605,NA,0,0.205,0.205,NA,0,0.38,0.38,NA,0,0.69,0.69,NA,0,0.315,0.315,NA,0,0.485,0.485,0.27080128,0.9,0,0,0,0,0.243192888,0.243192888,0.014648268,0.306223191,0.192742766,4,4,0.019423629,-0.340450515
NLA12_ND-190,1,8/2/2012,0.07,0.09,0.075,0.21,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,0.079407407,0.007407407,0.913185185,0,3,2.1,0.008351019,-0.419544051,NA,0,0.275,0.275,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,1,1,0.9,0.6,1.166666667,0.444444444,2.111111111,1,0.944444444,0.555555556,0.388888889,0.166666667,0,0,0.555555556,0,0,0,0.097701149,0,NA,0,0.611111111,0.388888889,0.555555556,0,0,0,0.439955098,1.754008397,0.735714286,2.735947187,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0.903851852,0.903851852,NA,0,0.088740741,0.088740741,NA,0,0.007407407,0.007407407,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0.5275,0.5275,NA,0,0.045,0.045,NA,0,0,0,NA,0,0.05,0.05,NA,0,0,0,NA,0,0.005,0.005,0.087559504,0.51,0,0,0,0.038803419,0.105837263,0.105837263,0.16253242,0.586989636,0,4,4.2,0.084583655,-0.264397492
NLA12_ME-121,1,8/2/2012,0.6575,0.065,0.07,0.5375,0.1,0.3,0.6,0,STEEP,NA,0,NA,0,0,NA,0.091111111,0.091111111,0.254343434,0.14020202,0.168888889,0.254343434,6,5.4,0.151425872,-0.079258492,NA,0,0.52,0.52,NA,0,0,0,NA,0,0.09,0.09,NA,0,0,0,NA,0,0,0,NA,0,0.045,0.045,NA,0,0.035,0.035,NA,0,0,0,NA,0,1,1,0.7,0.3,0,0,0.9,0.4,0.9,0.4,0,0.075,0.3,0,0,0.1,0,0.2,0.1,0,NA,0.15,0,0.15,0,0,0,0,0.682223824,0.734622903,0.386842105,0.839211021,NA,0,0.38,0.38,NA,0,0.2625,0.2625,NA,0,0.356028139,0.356028139,NA,0,0,0,NA,0,0.22133658,0.22133658,NA,0,0.422635281,0.422635281,NA,0,0.04,0.04,NA,0,0.295,0.295,NA,0,0.6425,0.6425,NA,0,0.9775,0.9775,NA,0,0.5425,0.5425,NA,0,0.235,0.235,NA,0,0.9375,0.9375,NA,0,1.52,1.52,NA,0,0.335,0.335,NA,0,1.285,1.285,1.014615417,2.05,0,0.055256648,0.0336124,0.03225778,0.140979968,0.544425682,0.033304352,0.006803888,0.153359282,7,5.5,0.160295119,0.146096025
NLA12_OH-134,1,8/2/2012,0.119444444,0.027777778,0.0675,0.2125,0.1,0,0.5,0.4,STEEP,NA,0,NA,0,0.019607843,NA,0.022012737,0.210415976,0.046866644,0.237510184,0.388318964,0.075267652,7,4.9,0.223596343,-0.131701617,NA,0,0.16,0.16,NA,0,0.03,0.03,NA,0,0.1175,0.1175,NA,0,0.04,0.04,NA,0,0.005,0.005,NA,0,0.3875,0.3875,NA,0,0.2325,0.2325,NA,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.858588942,2.463775712,0,1.623032643,NA,0,0.299655172,0.299655172,NA,0,0.405344828,0.405344828,NA,0,0.556531877,0.556531877,NA,0,0.1,0.1,NA,0,0.040745496,0.040745496,NA,0,0.302722627,0.302722627,NA,0,0.055,0.055,NA,0,0.465,0.465,NA,0,0.81,0.81,NA,0,1.33,1.33,NA,0,0.37,0.37,NA,0,0.09,0.09,NA,0,1.275,1.275,NA,0,1.6125,1.6125,NA,0,0.52,0.52,NA,0,1.5225,1.5225,0.659629526,1.22,0.040350877,0.004878049,0.015145906,0.058610035,0.045138923,0.141844046,0.103060654,0.279445258,0.211526252,8,4.9,0.217795268,-0.140995795
NLA12_ID-104,1,8/2/2012,0.6175,0,0,0.6175,0.7,0.2,0.1,0,FLAT,NA,24.2,NA,1.5,0,NA,0,0.007407407,0,0.007407407,0.985185185,0,3,1.2,0.022557788,-0.415051476,NA,0.145,0.65,0.191,NA,0,0,0,NA,0.0575,0.005,0.0155,NA,0,0.025,0,NA,0,0,0,NA,0.055,0.005,0.025,NA,0.08,0.03,0.0675,NA,0,0,0,NA,1,1,1,1,0.2,0.3,0,1.7,0.3,1.4,0.3,0.1,0.141666667,0.25,0,0,0.05,0.3,0,0.155555556,0,NA,0,0.3,0.3,0.4,0.1,24.2,1.5,0.750297949,0.672121122,0.471794872,0.677937404,NA,0.005,0.055,0.01,NA,0,0.025,0,NA,0.418164868,0.005405405,0.290780173,NA,0,0,0,NA,0.410992641,0.75015015,0.463156059,NA,0.170842491,0.244444444,0.246063768,NA,0,0.105,0.025,NA,0.025,0.1875,0.109166667,NA,0.005,0.08,0.01,NA,0.03,0.3725,0.144166667,NA,0.6225,0.975,0.751333333,NA,0.445,0.83,0.519833333,NA,0.03,0.2675,0.119166667,NA,0.6525,1.3475,0.8955,NA,0.025,0.2925,0.134166667,NA,0.2075,0.5175,0.375666667,1.876441372,1.941,0,0,0.004081633,0.054231693,0,0.514447403,0.168167551,0.220992872,0.038078849,5,2.7,0.161872091,-0.250043005
NLA12_CO-121,1,8/1/2012,0.005,0,0,0.005,0,1,0,0,GRADUAL,NA,4.43,NA,0.98,0,NA,0.130568157,0.113469235,0.013973656,0.116661209,0.58407849,0.041249253,6,5,0.143153363,-0.189072839,NA,0,0,0,NA,0.165,0.085,0.12325,NA,0.055,0.02,0.0337,NA,0,0,0,NA,0,0,0,NA,0.025,0.005,0.01375,NA,0.03,0.005,0.011,NA,0,0,0,NA,1,0.8,1,0.1,0,0,0,0.038333333,0,0.038333333,0,0,0.003194444,0,0,0,0,0,0,0.004259259,0,NA,0,0,0,0,0.038333333,4.43,0.98,0.572758091,0.79146418,0.018459069,0.943165722,NA,0.005,0.015,0.0126,NA,0.015,0.045,0.0395,NA,0.825853126,0.115464165,0.404243689,NA,0,0,0,NA,0.074146874,0.696575355,0.521652743,NA,0,0.18796048,0.074103568,NA,0,0.04,0.030766667,NA,0,0.0875,0.057366667,NA,0.02,0.06,0.0521,NA,0.02,0.1875,0.140233333,NA,0.07,0.53,0.417383333,NA,0.07,0.49,0.399083333,NA,0.02,0.1475,0.109466667,NA,0.09,0.7175,0.557616667,NA,0,0.1275,0.088133333,NA,0.02,0.2275,0.158533333,0.748405713,1.73,0,0.080974491,0.137866722,0.168172568,0,0,0.217657663,0.342814751,0.052513805,6,5.4,0.166399853,-0.024004445
NLA12_WA-102,1,8/2/2012,0.57,0.1225,0.48,0.07,1,0,0,0,FLAT,NA,0,NA,0,0,NA,0,0,0.048371448,0.094594595,0.851905752,0.005128205,4,2,0.104387734,-0.389174575,NA,0,0.57,0.57,NA,0,0,0,NA,0,0.005,0.005,NA,0,0.005,0.005,NA,0,0,0,NA,0,0.005,0.005,NA,0,0,0,NA,0,0,0,NA,0,1,1,0.1,0,0,0,0.05,0,0.05,0,0,0.003846154,0,0,0,0,0,0,0.005,0,0,0,0,0,0.05,0,0,0,1.180835441,0.697705124,0.023809524,0.536206798,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0.6,0.6,NA,0,0.342069342,0.342069342,NA,0,0.057930658,0.057930658,NA,0,0.635,0.635,NA,0,0.06,0.06,NA,0,0,0,NA,0,0.695,0.695,NA,0,0.9,0.9,NA,0,0.955,0.955,NA,0,0.06,0.06,NA,0,1.07,1.07,NA,0,0.695,0.695,NA,0,0.115,0.115,0.177161257,1.271111111,0,0,0,0,0,1,0,0,0,0,1,0,0
NLA12_CO-117,1,8/2/2012,0.7925,0.005,0.285,0.7925,0,0.9,0.1,0,GRADUAL,14,8.57,NA,1.06,0,NA,0.117378049,0.017378049,0,0.025314949,0.842460448,0,4,1.7,0.272013126,-0.315317564,NA,0,0.7925,0.243055556,NA,0.1025,0.0925,0.09685,NA,0.005,0,0.005,NA,0,0,0,NA,0,0,0,NA,0.005,0,0.00165,NA,0,0,0,NA,0.005,0.005,0.005,NA,0.6,1,0.7,0.9,0.2,0,0,1.088666667,0.2,1.088666667,0.2,0,0.090722222,0.301,0,0,0.362666667,0,0.193666667,0.120962963,0,NA,0.055,0,0.046,0.050333333,0.08,8.57,1.06,1.657263748,0.570607014,0.360612831,0.30218714,NA,0,0.005,0.0015,NA,0,0.005,0.003766667,NA,0.74990757,0.173765194,0.450140252,NA,0.005405405,0.05,0.005405405,NA,0.233567334,0.690732161,0.497088036,NA,0.011119691,0.095002939,0.05262923,NA,0.02,0.1125,0.023366667,NA,0.02,0.05,0.040533333,NA,0,0.01,0.005266667,NA,0.04,0.1725,0.069166667,NA,0.2175,0.585,0.46545,NA,0.2225,0.6275,0.444716667,NA,0.02,0.06,0.0458,NA,0.2525,0.7525,0.529616667,NA,0.04,0.1625,0.0639,NA,0.03,0.125,0.0849,1.136466258,0.94,0,0.094896378,0.016882193,0.045783505,0.214001464,0.043044093,0.089143939,0.490828374,0.005420054,7,4.333333333,0.279941344,-0.144045658
NLA12_WY-115,1,8/3/2012,0,0,0,0,0,1,0,0,GRADUAL,NA,24.8,NA,15.2,0,NA,0.076923077,0.076923077,0,0.384615385,0.384615385,0.076923077,5,5,NA,-0.161683396,NA,0,0,0,NA,0.05,0,0.05,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0.05,0,NA,0,0,0,NA,1,1,1,1,0,0.5,0,1,0,0.5,0,0.166666667,0.083333333,0,0,0,0,0,0,0.055555556,0,NA,0,0.5,0,0,0.5,24.8,15.2,1.009285868,0.331613252,0.375,0,NA,NA,0,NA,NA,0,0,0,NA,0.92,0.454545455,0.92,NA,0,0,0,NA,0.08,0.454545455,0.08,NA,0,0.090909091,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0.05,0.3,0.05,NA,0.05,0.25,0.05,NA,0,0,0,NA,0.05,0.3,0.05,NA,0,0,0,NA,0,0.05,0,NA,0.9,0,0.058823529,0.294117647,0.058823529,0,0,0.294117647,0.294117647,0,5,5,NA,0.01673761
NLA12_ND-145,1,8/6/2012,0.05,0.2825,0.045,0.315,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,0.101117845,0.014814815,0.88406734,0,3,2.2,0.011134692,-0.416903227,NA,0,0.575,0.575,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,1,1,1,0.666666667,0.833333333,0.333333333,1.388888889,0.777777778,0.555555556,0.444444444,0.277777778,0.115740741,0,0,0.333333333,0,0,0,0.061728395,0,NA,0,0.5,0.5,0.055555556,0,0,0,0.873244211,1.935009306,0.745954693,2.825408904,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0.936,0.937777778,NA,0,0.064,0.062222222,NA,0,0,0,NA,0,0.005,0.005555556,NA,0,0,0,NA,0,0,0,NA,0,0.005,0.005555556,NA,0,0.615,0.613888889,NA,0,0.045,0.044444444,NA,0,0,0,NA,0,0.045,0.044444444,NA,0,0.005,0.005555556,NA,0,0,0,0.17669811,0.67,0,0,0,0,0.209609447,0.209609447,0.029988657,0.55079245,0,3,3.6,0.015084285,-0.336946268
NLA12_IN-134,1,8/6/2012,0,0,0,0.54,0.9,0.1,0,0,FLAT,NA,0,NA,0,0,NA,0,0,0.819167869,0,0.159139009,0.021693122,3,1.6,0.218015332,-0.16887395,NA,0,0.785,0.785,NA,0,0,0,NA,0,0.21,0.21,NA,0,0,0,NA,0,0,0,NA,0,0.11,0.11,NA,0,0.01,0.01,NA,0,0,0,NA,0,1,1,0.3,0.2,0,0,0.4,0.2,0.4,0.2,0,0.030769231,0.15,0,0,0.05,0,0,0.04,0,0.1,0,0,0.05,0.05,0,0,0,1.002286113,1.643395851,0.242857143,2.2700104,NA,0,0,0,NA,0,0.005,0.005,NA,0,0,0,NA,0,0.092008459,0.092008459,NA,0,0.377993019,0.377993019,NA,0,0.529998523,0.529998523,NA,0,0.115,0.115,NA,0,0.6275,0.6275,NA,0,0.005,0.005,NA,0,0.7625,0.7625,NA,0,1.125,1.125,NA,0,0.5375,0.5375,NA,0,0.64,0.64,NA,0,1.75,1.75,NA,0,0.7575,0.7575,NA,0,1.2125,1.2125,0.948683298,2.2,0,0,0,0,0.014511729,0.779183726,0,0.047916667,0.158387878,3,2.3,0.111255483,-0.035182073
